samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6686687469482422
10.0,-1,TRAD_BN,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6679348945617676
10.0,-1,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7505578994750977
10.0,-1,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7513830661773682
10.0,-1,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7736382484436035
10.0,-1,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7686028480529785
10.0,-1,COVER_𝛂_100,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7562129497528076
10.0,-1,COVER_𝛂_200,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7573928833007812
10.0,25,TRAD_BY,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6681981086730957
10.0,25,TRAD_BN,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6683220863342285
10.0,25,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7551310062408447
10.0,25,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7565696239471436
10.0,25,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6146187782287598
10.0,25,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.5586450099945068
10.0,25,COVER_𝛂_100,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6943109035491943
10.0,25,COVER_𝛂_200,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7652809619903564
10.0,20,TRAD_BY,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6687188148498535
10.0,20,TRAD_BN,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.668597936630249
10.0,20,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7533228397369385
10.0,20,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7273836135864258
10.0,20,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6132779121398926
10.0,20,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7795989513397217
10.0,20,COVER_𝛂_100,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.8160791397094727
10.0,20,COVER_𝛂_200,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6252498626708984
10.0,15,TRAD_BY,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.6643009185791016
10.0,15,TRAD_BN,460.0,46.0,21.0,2.329442024230957,15.0,8.979261778563341e-12,0.0016776668612039,0.0036239853896894,0.0719575907539687,0.664355993270874
10.0,15,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.7272281646728516
10.0,15,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,12.0,8.979261778563341e-12,0.0016776668612039,0.0031376534386566,0.0719575907539687,0.72554612159729
10.0,15,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.5520157814025879
10.0,15,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6235928535461426
10.0,15,COVER_𝛂_100,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6974520683288574
10.0,15,COVER_𝛂_200,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6669430732727051
10.0,10,TRAD_BY,460.0,46.0,21.0,2.329442024230957,10.0,8.979261778563341e-12,0.0001544841387856,0.0001558738020669,0.0609123858535815,0.6615900993347168
10.0,10,TRAD_BN,460.0,46.0,21.0,2.329442024230957,10.0,8.979261778563341e-12,0.0001544841387856,0.0001558738020669,0.0609123858535815,0.6616969108581543
10.0,10,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,10.0,8.979261778563341e-12,0.0016776668612039,0.0029822248388982,0.0698897428554302,0.7126350402832031
10.0,10,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,10.0,8.979261778563341e-12,0.0016776668612039,0.0029822248388982,0.0698897428554302,0.7146027088165283
10.0,10,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6914632320404053
10.0,10,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.6687402725219727
10.0,10,COVER_𝛂_100,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7203230857849121
10.0,10,COVER_𝛂_200,460.0,46.0,21.0,2.329442024230957,9.0,8.979261778563341e-12,9.444609728737064e-07,1.3896632813370502e-06,0.0600799774185093,0.7257099151611328
10.0,5,TRAD_BY,460.0,46.0,21.0,2.329442024230957,5.0,8.979261778563341e-12,1.3284938704671843e-09,2.121153808154474e-09,0.0287856709394158,0.6596317291259766
10.0,5,TRAD_BN,460.0,46.0,21.0,2.329442024230957,5.0,8.979261778563341e-12,1.3284938704671843e-09,2.121153808154474e-09,0.0287856709394158,0.6599447727203369
10.0,5,COVER_G_BY,460.0,46.0,21.0,2.329442024230957,5.0,1.3284938704671843e-09,0.0009571242762771,0.0009575686859256,0.048908329490745,0.6932830810546875
10.0,5,COVER_G_BN,460.0,46.0,21.0,2.329442024230957,5.0,1.3284938704671843e-09,0.0009571242762771,0.0009575686859256,0.048908329490745,0.6915760040283203
10.0,5,COVER_𝛂_20,460.0,46.0,21.0,2.329442024230957,5.0,8.979261778563341e-12,4.3246482839265365e-07,4.444186277874352e-07,0.0487695947515663,0.1851289272308349
10.0,5,COVER_𝛂_50,460.0,46.0,21.0,2.329442024230957,5.0,8.979261778563341e-12,4.3246482839265365e-07,4.444186277874352e-07,0.0487695947515663,0.1663320064544677
