samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,138.0,0.0,0.0014673288761634,0.0289085529469407,0.7675000000000001,52.119590044021606
10.0,-1,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,93.0,0.0,5.732137013774937e-05,0.0001513281222422,0.6699999999999999,52.102065086364746
10.0,-1,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,38.0,0.0,0.0014673288761634,0.0066049583375952,0.7675000000000001,53.1285719871521
10.0,-1,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,33.0,0.0,2.143087277428787e-05,3.605434562659624e-05,0.6699999999999999,53.67100501060486
10.0,-1,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,59.081631898880005
10.0,-1,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,59.31162714958191
10.0,-1,COVER_𝛂_100,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,58.967299699783325
10.0,-1,COVER_𝛂_200,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,62.014447927474976
10.0,25,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,25.0,0.0,0.0,0.0,0.39,52.0893280506134
10.0,25,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,25.0,0.0,0.0,0.0,0.39,52.088443994522095
10.0,25,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,25.0,0.0,0.0014673288761634,0.0042537001493452,0.7175,52.5960259437561
10.0,25,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,25.0,0.0,2.143087277428787e-05,3.605434562659624e-05,0.6375,52.90205502510071
10.0,25,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,59.84272789955139
10.0,25,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,60.46413326263428
10.0,25,COVER_𝛂_100,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,58.51501798629761
10.0,25,COVER_𝛂_200,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,56.62637376785278
10.0,20,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,20.0,0.0,0.0,0.0,0.3825,52.08904194831848
10.0,20,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,20.0,0.0,0.0,0.0,0.3825,52.0879909992218
10.0,20,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,20.0,0.0,0.0014673288761634,0.004145397037767,0.6799999999999999,52.61618113517761
10.0,20,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,20.0,0.0,2.143087277428787e-05,3.605434562659624e-05,0.6000000000000001,52.77712392807007
10.0,20,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,56.761454820632935
10.0,20,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,56.76688408851624
10.0,20,COVER_𝛂_100,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,56.09052109718323
10.0,20,COVER_𝛂_200,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,56.268229722976685
10.0,15,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,15.0,0.0,0.0,0.0,0.3249999999999999,52.08796811103821
10.0,15,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,15.0,0.0,0.0,0.0,0.3249999999999999,52.08722901344299
10.0,15,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,15.0,0.0,0.0014673288761634,0.004145397037767,0.6325000000000001,52.4687569141388
10.0,15,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,15.0,0.0,2.143087277428787e-05,3.605434562659624e-05,0.5475,52.65470194816589
10.0,15,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,53.83885002136231
10.0,15,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,52.13265466690064
10.0,15,COVER_𝛂_100,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,57.73955678939819
10.0,15,COVER_𝛂_200,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,60.38530516624451
10.0,10,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,10.0,0.0,0.0,0.0,0.265,52.08675527572632
10.0,10,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,10.0,0.0,0.0,0.0,0.265,52.0862090587616
10.0,10,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,10.0,0.0,0.0014673288761634,0.004145397037767,0.5575,52.38464593887329
10.0,10,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,10.0,0.0,2.143087277428787e-05,3.605434562659624e-05,0.4649999999999999,52.666505098342896
10.0,10,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,57.59486699104309
10.0,10,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,57.09038019180298
10.0,10,COVER_𝛂_100,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,55.35945510864258
10.0,10,COVER_𝛂_200,42902.0,4265.0,597.0,12.061062097549438,2.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.2075,55.8668270111084
10.0,5,TRAD_BY,42902.0,4265.0,597.0,12.061062097549438,5.0,0.0,0.0,0.0,0.1425,52.08590912818909
10.0,5,TRAD_BN,42902.0,4265.0,597.0,12.061062097549438,5.0,0.0,0.0,0.0,0.1425,52.08571696281433
10.0,5,COVER_G_BY,42902.0,4265.0,597.0,12.061062097549438,5.0,0.0,0.0014673288761634,0.004145397037767,0.4425,52.1922402381897
10.0,5,COVER_G_BN,42902.0,4265.0,597.0,12.061062097549438,5.0,0.0,1.4623472852308372e-05,1.4623472852308372e-05,0.3325,52.48585319519043
10.0,5,COVER_𝛂_20,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,59.4041121006012
10.0,5,COVER_𝛂_50,42902.0,4265.0,597.0,12.061062097549438,0.0,,,0.0,,57.79383397102356
