group1,group2,coverage_gained_1,coverage_gained_2,p-value,threshold,method,adjustment
25-34_other_Adventure,college-grad student_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,M_Long_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Action,college-grad student_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,college-grad student_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_academic-educator_Drama,artist,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Children's,M_25-34_executive-managerial_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,M_25-34_technician-engineer_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,25-34_technician-engineer_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,25-34_technician-engineer_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,M_25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,M_Animation,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Action,college-grad student_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_Long_War,25-34_Long_Romance,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,M_25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_35-44_Long_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,F_executive-managerial_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_25-34_academic-educator_Long,M_lawyer_Long,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_Drama,M_25-34_Long_Western,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Adventure,college-grad student_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,M_executive-managerial_Long_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
M_25-34_scientist_Long_Action,25-34_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Children's,M_25-34_executive-managerial,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,25-34_technician-engineer_Action,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,25-34_other_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
F_35-44_academic-educator_Long,F_executive-managerial_Long_Drama,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Adventure,25-34_other_Long_Horror,0.795,0.655,0.0,-1,Traditional,Benjamini
25-34_other_Long_Children's,M_18-24_Sci-Fi,0.795,0.655,0.0,-1,Traditional,Benjamini
writer_Long,clerical-admin_Long,0.81,0.655,2.5268399690384234e-07,-1,Traditional,Benjamini
writer_Long,clerical-admin,0.81,0.655,2.5268399690384234e-07,-1,Traditional,Benjamini
writer,clerical-admin,0.81,0.655,2.5268399690384234e-07,-1,Traditional,Benjamini
writer,clerical-admin_Long,0.81,0.655,2.5268399690384234e-07,-1,Traditional,Benjamini
M_25-34_Adventure,clerical-admin_Long,0.82,0.655,5.112870506371031e-06,-1,Traditional,Benjamini
M_25-34_Adventure,clerical-admin,0.82,0.655,5.112870506371031e-06,-1,Traditional,Benjamini
M_25-34_Long_Adventure,clerical-admin,0.82,0.655,5.112870506371031e-06,-1,Traditional,Benjamini
M_25-34_Long_Adventure,clerical-admin_Long,0.82,0.655,5.112870506371031e-06,-1,Traditional,Benjamini
25-34_Long_Animation,25-34_clerical-admin_Long,0.825,0.655,5.378880996438108e-06,-1,Traditional,Benjamini
25-34_Animation,25-34_clerical-admin,0.825,0.655,5.378880996438108e-06,-1,Traditional,Benjamini
25-34_Long_Animation,25-34_clerical-admin,0.825,0.655,5.378880996438108e-06,-1,Traditional,Benjamini
25-34_Animation,25-34_clerical-admin_Long,0.825,0.655,5.378880996438108e-06,-1,Traditional,Benjamini
M_Long_Crime,clerical-admin_Long,0.86,0.655,1.4623472852308434e-05,-1,Traditional,Benjamini
M_Crime,clerical-admin,0.86,0.655,1.4623472852308434e-05,-1,Traditional,Benjamini
M_Crime,clerical-admin_Long,0.86,0.655,1.4623472852308434e-05,-1,Traditional,Benjamini
M_Long_Crime,clerical-admin,0.86,0.655,1.4623472852308434e-05,-1,Traditional,Benjamini
M_other_Comedy,clerical-admin_Long,0.86,0.655,1.634526609520742e-05,-1,Traditional,Benjamini
M_other_Long_Comedy,clerical-admin,0.86,0.655,1.634526609520742e-05,-1,Traditional,Benjamini
M_other_Comedy,clerical-admin,0.86,0.655,1.634526609520742e-05,-1,Traditional,Benjamini
M_other_Long_Comedy,clerical-admin_Long,0.86,0.655,1.634526609520742e-05,-1,Traditional,Benjamini
F_25-34_other,clerical-admin_Long,0.86,0.655,1.8990846949355178e-05,-1,Traditional,Benjamini
F_25-34_other_Long,clerical-admin,0.86,0.655,1.8990846949355178e-05,-1,Traditional,Benjamini
F_25-34_other,clerical-admin,0.86,0.655,1.8990846949355178e-05,-1,Traditional,Benjamini
F_25-34_other_Long,clerical-admin_Long,0.86,0.655,1.8990846949355178e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,25-34_clerical-admin,0.86,0.655,2.0005969835754192e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,25-34_clerical-admin_Long,0.86,0.655,2.0005969835754192e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,25-34_clerical-admin_Long,0.86,0.655,2.0005969835754192e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,25-34_clerical-admin,0.86,0.655,2.0005969835754192e-05,-1,Traditional,Benjamini
25-34_Long_Animation,K-12 student,0.86,0.68,2.143087277428787e-05,-1,Traditional,Benjamini
25-34_Animation,K-12 student_Long,0.86,0.68,2.143087277428787e-05,-1,Traditional,Benjamini
25-34_Long_Animation,K-12 student_Long,0.86,0.68,2.143087277428787e-05,-1,Traditional,Benjamini
25-34_Animation,K-12 student,0.86,0.68,2.143087277428787e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_K-12 student,0.86,0.68,2.166446681281833e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,M_K-12 student_Long,0.86,0.68,2.166446681281833e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_K-12 student_Long,0.86,0.68,2.166446681281833e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,M_K-12 student,0.86,0.68,2.166446681281833e-05,-1,Traditional,Benjamini
M_writer_Long,F_clerical-admin,0.86,0.68,2.1987155351791606e-05,-1,Traditional,Benjamini
M_writer,F_clerical-admin,0.86,0.68,2.1987155351791606e-05,-1,Traditional,Benjamini
M_writer,F_clerical-admin_Long,0.86,0.68,2.1987155351791606e-05,-1,Traditional,Benjamini
M_writer_Long,F_clerical-admin_Long,0.86,0.68,2.1987155351791606e-05,-1,Traditional,Benjamini
M_25-34_Crime,25-34_clerical-admin,0.86,0.68,2.391193730883632e-05,-1,Traditional,Benjamini
M_25-34_Crime,25-34_clerical-admin_Long,0.86,0.68,2.391193730883632e-05,-1,Traditional,Benjamini
M_25-34_Long_Crime,25-34_clerical-admin,0.86,0.68,2.391193730883632e-05,-1,Traditional,Benjamini
M_25-34_Long_Crime,25-34_clerical-admin_Long,0.86,0.68,2.391193730883632e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,<18_K-12 student_Long,0.86,0.68,3.4282643359980946e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,<18_K-12 student,0.86,0.68,3.4282643359980946e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,<18_K-12 student,0.86,0.68,3.4282643359980946e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,<18_K-12 student_Long,0.86,0.68,3.4282643359980946e-05,-1,Traditional,Benjamini
M_academic-educator,clerical-admin,0.86,0.68,4.372819518968081e-05,-1,Traditional,Benjamini
M_academic-educator_Long,clerical-admin,0.86,0.68,4.372819518968081e-05,-1,Traditional,Benjamini
M_academic-educator_Long,clerical-admin_Long,0.86,0.68,4.372819518968081e-05,-1,Traditional,Benjamini
M_academic-educator,clerical-admin_Long,0.86,0.68,4.372819518968081e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,F_25-34_clerical-admin_Long,0.86,0.68,5.7321370137749364e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,F_25-34_clerical-admin,0.86,0.68,5.7321370137749364e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,F_25-34_clerical-admin,0.86,0.68,5.7321370137749364e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,F_25-34_clerical-admin_Long,0.86,0.68,5.7321370137749364e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,K-12 student_Long,0.86,0.68,5.824287081621846e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,K-12 student,0.86,0.68,5.824287081621846e-05,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,K-12 student_Long,0.86,0.68,5.824287081621846e-05,-1,Traditional,Benjamini
M_25-34_academic-educator,K-12 student,0.86,0.68,5.824287081621846e-05,-1,Traditional,Benjamini
M_writer,<18,0.86,0.695,7.020916920981594e-05,-1,Traditional,Benjamini
M_writer_Long,<18,0.86,0.695,7.020916920981594e-05,-1,Traditional,Benjamini
M_writer_Long,<18_Long,0.86,0.695,7.020916920981594e-05,-1,Traditional,Benjamini
M_writer,<18_Long,0.86,0.695,7.020916920981594e-05,-1,Traditional,Benjamini
M_other_Long_Drama,25-34_clerical-admin_Long,0.87,0.695,0.00010291284520992838,-1,Traditional,Benjamini
M_other_Long_Drama,25-34_clerical-admin,0.87,0.695,0.00010291284520992838,-1,Traditional,Benjamini
M_other_Drama,25-34_clerical-admin_Long,0.87,0.695,0.00010291284520992838,-1,Traditional,Benjamini
M_other_Drama,25-34_clerical-admin,0.87,0.695,0.00010291284520992838,-1,Traditional,Benjamini
M_writer_Long,unemployed_Long,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer_Long,M_unemployed_Long,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer,unemployed_Long,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer_Long,M_unemployed,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer,unemployed,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer,M_unemployed_Long,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer,M_unemployed,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
M_writer_Long,unemployed,0.87,0.695,0.00010830311157822794,-1,Traditional,Benjamini
other_Long_Drama,F_clerical-admin,0.87,0.695,0.00010864764943426826,-1,Traditional,Benjamini
other_Long_Drama,F_clerical-admin_Long,0.87,0.695,0.00010864764943426826,-1,Traditional,Benjamini
other_Drama,F_clerical-admin_Long,0.87,0.695,0.00010864764943426826,-1,Traditional,Benjamini
other_Drama,F_clerical-admin,0.87,0.695,0.00010864764943426826,-1,Traditional,Benjamini
F_45-49,25-34_clerical-admin_Long,0.875,0.695,0.00014286457937794642,-1,Traditional,Benjamini
F_45-49_Long,25-34_clerical-admin_Long,0.875,0.695,0.00014286457937794642,-1,Traditional,Benjamini
F_45-49_Long,25-34_clerical-admin,0.875,0.695,0.00014286457937794642,-1,Traditional,Benjamini
F_45-49,25-34_clerical-admin,0.875,0.695,0.00014286457937794642,-1,Traditional,Benjamini
F_45-49_Long,M_K-12 student,0.875,0.695,0.0001471909847390996,-1,Traditional,Benjamini
F_45-49,M_K-12 student,0.875,0.695,0.0001471909847390996,-1,Traditional,Benjamini
F_45-49_Long,M_K-12 student_Long,0.875,0.695,0.0001471909847390996,-1,Traditional,Benjamini
F_45-49,M_K-12 student_Long,0.875,0.695,0.0001471909847390996,-1,Traditional,Benjamini
25-34_Animation,M_unemployed_Long,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Animation,M_unemployed,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Animation,unemployed_Long,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Long_Animation,M_unemployed,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Long_Animation,unemployed_Long,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Long_Animation,M_unemployed_Long,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Animation,unemployed,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
25-34_Long_Animation,unemployed,0.875,0.695,0.00014892061750709478,-1,Traditional,Benjamini
Long_Fantasy,25-34_clerical-admin,0.88,0.695,0.00017974368567253882,-1,Traditional,Benjamini
Long_Fantasy,25-34_clerical-admin_Long,0.88,0.695,0.00017974368567253882,-1,Traditional,Benjamini
Fantasy,25-34_clerical-admin,0.88,0.695,0.00017974368567253882,-1,Traditional,Benjamini
Fantasy,25-34_clerical-admin_Long,0.88,0.695,0.00017974368567253882,-1,Traditional,Benjamini
25-34_Long_Crime,F_clerical-admin,0.88,0.695,0.0001887829694585357,-1,Traditional,Benjamini
25-34_Long_Crime,F_clerical-admin_Long,0.88,0.695,0.0001887829694585357,-1,Traditional,Benjamini
25-34_Crime,F_clerical-admin_Long,0.88,0.695,0.0001887829694585357,-1,Traditional,Benjamini
25-34_Crime,F_clerical-admin,0.88,0.695,0.0001887829694585357,-1,Traditional,Benjamini
sales-marketing_Long,clerical-admin_Long,0.88,0.695,0.00019485136626935155,-1,Traditional,Benjamini
sales-marketing,clerical-admin_Long,0.88,0.695,0.00019485136626935155,-1,Traditional,Benjamini
sales-marketing,clerical-admin,0.88,0.695,0.00019485136626935155,-1,Traditional,Benjamini
sales-marketing_Long,clerical-admin,0.88,0.695,0.00019485136626935155,-1,Traditional,Benjamini
25-34_academic-educator_Long,25-34_clerical-admin_Long,0.88,0.695,0.00021604316607826504,-1,Traditional,Benjamini
25-34_academic-educator,25-34_clerical-admin_Long,0.88,0.695,0.00021604316607826504,-1,Traditional,Benjamini
25-34_academic-educator,25-34_clerical-admin,0.88,0.695,0.00021604316607826504,-1,Traditional,Benjamini
25-34_academic-educator_Long,25-34_clerical-admin,0.88,0.695,0.00021604316607826504,-1,Traditional,Benjamini
F_Adventure,25-34_clerical-admin,0.885,0.695,0.00022475887958252919,-1,Traditional,Benjamini
F_Long_Adventure,25-34_clerical-admin_Long,0.885,0.695,0.00022475887958252919,-1,Traditional,Benjamini
F_Long_Adventure,25-34_clerical-admin,0.885,0.695,0.00022475887958252919,-1,Traditional,Benjamini
F_Adventure,25-34_clerical-admin_Long,0.885,0.695,0.00022475887958252919,-1,Traditional,Benjamini
F_45-49_Long,<18_K-12 student,0.885,0.695,0.00023081821989617143,-1,Traditional,Benjamini
F_45-49,<18_K-12 student,0.885,0.695,0.00023081821989617143,-1,Traditional,Benjamini
F_45-49,<18_K-12 student_Long,0.885,0.695,0.00023081821989617143,-1,Traditional,Benjamini
F_45-49_Long,<18_K-12 student_Long,0.885,0.695,0.00023081821989617143,-1,Traditional,Benjamini
M_25-34_Long_Crime,F_clerical-admin,0.885,0.695,0.00023648994435578207,-1,Traditional,Benjamini
M_25-34_Long_Crime,F_clerical-admin_Long,0.885,0.695,0.00023648994435578207,-1,Traditional,Benjamini
M_25-34_Crime,F_clerical-admin_Long,0.885,0.695,0.00023648994435578207,-1,Traditional,Benjamini
M_25-34_Crime,F_clerical-admin,0.885,0.695,0.00023648994435578207,-1,Traditional,Benjamini
M_25-34_academic-educator,25-34_War,0.885,0.7,0.00023958440775658692,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,25-34_Long_War,0.885,0.7,0.00023958440775658692,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,25-34_War,0.885,0.7,0.00023958440775658692,-1,Traditional,Benjamini
M_25-34_academic-educator,25-34_Long_War,0.885,0.7,0.00023958440775658692,-1,Traditional,Benjamini
other_Long_Sci-Fi,25-34_clerical-admin_Long,0.885,0.7,0.0002412858837946563,-1,Traditional,Benjamini
other_Sci-Fi,25-34_clerical-admin_Long,0.885,0.7,0.0002412858837946563,-1,Traditional,Benjamini
other_Sci-Fi,25-34_clerical-admin,0.885,0.7,0.0002412858837946563,-1,Traditional,Benjamini
other_Long_Sci-Fi,25-34_clerical-admin,0.885,0.7,0.0002412858837946563,-1,Traditional,Benjamini
25-34_Long_Crime,M_<18_Long,0.885,0.7,0.00025831620611226633,-1,Traditional,Benjamini
25-34_Crime,M_<18_Long,0.885,0.7,0.00025831620611226633,-1,Traditional,Benjamini
25-34_Crime,M_<18,0.885,0.7,0.00025831620611226633,-1,Traditional,Benjamini
25-34_Long_Crime,M_<18,0.885,0.7,0.00025831620611226633,-1,Traditional,Benjamini
other_Action,25-34_clerical-admin_Long,0.885,0.7,0.00025848292390969905,-1,Traditional,Benjamini
other_Action,25-34_clerical-admin,0.885,0.7,0.00025848292390969905,-1,Traditional,Benjamini
other_Long_Action,25-34_clerical-admin,0.885,0.7,0.00025848292390969905,-1,Traditional,Benjamini
other_Long_Action,25-34_clerical-admin_Long,0.885,0.7,0.00025848292390969905,-1,Traditional,Benjamini
M_25-34_academic-educator,M_self-employed_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_self-employed_Long_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,self-employed_Long_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,self-employed_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator,self-employed_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_self-employed_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator,M_self-employed_Long_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
M_25-34_academic-educator,self-employed_Long_Comedy,0.885,0.705,0.0002587501069960201,-1,Traditional,Benjamini
Long_Romance,clerical-admin_Long,0.91,0.705,0.00025879608626149024,-1,Traditional,Benjamini
Long_Romance,clerical-admin,0.91,0.705,0.00025879608626149024,-1,Traditional,Benjamini
Romance,clerical-admin,0.91,0.705,0.00025879608626149024,-1,Traditional,Benjamini
Romance,clerical-admin_Long,0.91,0.705,0.00025879608626149024,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_clerical-admin,0.91,0.705,0.0002688019025139214,-1,Traditional,Benjamini
M_25-34_academic-educator,M_clerical-admin,0.91,0.705,0.0002688019025139214,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_clerical-admin_Long,0.91,0.705,0.0002688019025139214,-1,Traditional,Benjamini
M_25-34_academic-educator,M_clerical-admin_Long,0.91,0.705,0.0002688019025139214,-1,Traditional,Benjamini
F_Drama,clerical-admin,0.91,0.705,0.00027136853756905244,-1,Traditional,Benjamini
F_Long_Drama,clerical-admin,0.91,0.705,0.00027136853756905244,-1,Traditional,Benjamini
F_Drama,clerical-admin_Long,0.91,0.705,0.00027136853756905244,-1,Traditional,Benjamini
F_Long_Drama,clerical-admin_Long,0.91,0.705,0.00027136853756905244,-1,Traditional,Benjamini
M_35-44_Comedy,25-34_clerical-admin,0.91,0.705,0.00030236281330086424,-1,Traditional,Benjamini
M_35-44_Long_Comedy,25-34_clerical-admin_Long,0.91,0.705,0.00030236281330086424,-1,Traditional,Benjamini
M_35-44_Long_Comedy,25-34_clerical-admin,0.91,0.705,0.00030236281330086424,-1,Traditional,Benjamini
M_35-44_Comedy,25-34_clerical-admin_Long,0.91,0.705,0.00030236281330086424,-1,Traditional,Benjamini
M_Long_Romance,F_clerical-admin_Long,0.91,0.705,0.0003072853399848759,-1,Traditional,Benjamini
M_Romance,F_clerical-admin,0.91,0.705,0.0003072853399848759,-1,Traditional,Benjamini
M_Romance,F_clerical-admin_Long,0.91,0.705,0.0003072853399848759,-1,Traditional,Benjamini
M_Long_Romance,F_clerical-admin,0.91,0.705,0.0003072853399848759,-1,Traditional,Benjamini
M_25-34_Long_Crime,M_<18_Long,0.91,0.705,0.00031527698917505086,-1,Traditional,Benjamini
M_25-34_Crime,M_<18,0.91,0.705,0.00031527698917505086,-1,Traditional,Benjamini
M_25-34_Crime,M_<18_Long,0.91,0.705,0.00031527698917505086,-1,Traditional,Benjamini
M_25-34_Long_Crime,M_<18,0.91,0.705,0.00031527698917505086,-1,Traditional,Benjamini
other_Drama,<18,0.91,0.705,0.0003195225586606153,-1,Traditional,Benjamini
other_Long_Drama,<18_Long,0.91,0.705,0.0003195225586606153,-1,Traditional,Benjamini
other_Long_Drama,<18,0.91,0.705,0.0003195225586606153,-1,Traditional,Benjamini
other_Drama,<18_Long,0.91,0.705,0.0003195225586606153,-1,Traditional,Benjamini
F_25-34_executive-managerial_Long,clerical-admin,0.91,0.705,0.00032165683906389597,-1,Traditional,Benjamini
F_25-34_executive-managerial,clerical-admin_Long,0.91,0.705,0.00032165683906389597,-1,Traditional,Benjamini
F_25-34_executive-managerial,clerical-admin,0.91,0.705,0.00032165683906389597,-1,Traditional,Benjamini
F_25-34_executive-managerial_Long,clerical-admin_Long,0.91,0.705,0.00032165683906389597,-1,Traditional,Benjamini
25-34_Animation,25-34_unemployed_Long,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Animation,M_25-34_unemployed_Long,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Animation,25-34_unemployed,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Long_Animation,M_25-34_unemployed,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Long_Animation,25-34_unemployed,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Long_Animation,M_25-34_unemployed_Long,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Animation,M_25-34_unemployed,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
25-34_Long_Animation,25-34_unemployed_Long,0.91,0.705,0.0003645526646357584,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_25-34_Long_War,0.91,0.705,0.0003724020783323838,-1,Traditional,Benjamini
M_25-34_academic-educator,M_25-34_Long_War,0.91,0.705,0.0003724020783323838,-1,Traditional,Benjamini
M_25-34_academic-educator,M_25-34_War,0.91,0.705,0.0003724020783323838,-1,Traditional,Benjamini
M_25-34_academic-educator_Long,M_25-34_War,0.91,0.705,0.0003724020783323838,-1,Traditional,Benjamini
35-44_Comedy,F_clerical-admin,0.91,0.705,0.00037683405077044627,-1,Traditional,Benjamini
35-44_Comedy,F_clerical-admin_Long,0.91,0.705,0.00037683405077044627,-1,Traditional,Benjamini
