grp1,grp1_size,grp2,grp2_size,p-value,chi-squared test
F,458,F,458,0.4999999999998467,1.0
F,458,F_Long,458,0.4999999999998467,1.0
M,1495,M,1495,0.4999999999996107,1.0
M,1495,M_Long,1495,0.4999999999996107,1.0
18-24,421,18-24,421,0.500000000000185,1.0
18-24,421,18-24_Long,421,0.500000000000185,1.0
25-34,1040,25-34,1040,0.5000000000000742,1.0
25-34,1040,25-34_Long,1040,0.5000000000000742,1.0
35-44,279,35-44,279,0.5000000000000281,1.0
35-44,279,college-grad student,288,0.01948708361893503,0.6703899594644775
35-44,279,35-44_Long,279,0.5000000000000281,1.0
35-44,279,college-grad student_Long,288,0.01948708361893503,0.6703899594644775
45-49,76,Crime,74,0.9502870089001196,1.0
45-49,76,F_executive-managerial,76,0.7744186726424742,0.6123571131887178
45-49,76,F_other,77,0.9694421433038426,0.3631862345271454
45-49,76,F_Comedy,81,0.4480371564052272,0.3681202506935192
45-49,76,F_Drama,71,0.6385984613551801,0.13259088905526326
45-49,76,18-24_programmer,82,0.4046284395573367,0.13380390579272927
45-49,76,25-34_Horror,83,0.08994138399386555,1.0
45-49,76,Long_Crime,74,0.9502870089001196,1.0
45-49,76,M_18-24_programmer,82,0.4046284395573367,0.13380390579272927
45-49,76,F_executive-managerial_Long,76,0.7744186726424742,0.6123571131887178
45-49,76,F_other_Long,77,0.9694421433038426,0.3631862345271454
45-49,76,F_Long_Comedy,81,0.4480371564052272,0.3681202506935192
45-49,76,F_Long_Drama,71,0.6385984613551801,0.13259088905526326
45-49,76,18-24_programmer_Long,82,0.4046284395573367,0.13380390579272927
45-49,76,25-34_Long_Horror,83,0.08994138399386555,1.0
45-49,76,M_18-24_programmer_Long,82,0.4046284395573367,0.13380390579272927
50-55,73,clerical-admin,77,0.010501538139913348,0.11990283020623135
50-55,73,self-employed,67,0.593820885228427,0.2450911480868329
50-55,73,Crime,74,0.9934054493334176,0.2111709676258268
50-55,73,F_executive-managerial,76,0.9459217651333816,0.06933848775537035
50-55,73,M_academic-educator,69,0.955788875332396,0.2450911480868329
50-55,73,F_Comedy,81,0.7727826705191705,0.06527091191571763
50-55,73,F_Drama,71,0.8843028584885405,0.7431781371351189
50-55,73,M_Crime,63,0.9801754403902816,0.10194754630074034
50-55,73,25-34_Horror,83,0.3264053420033343,0.5079052621596285
50-55,73,clerical-admin_Long,77,0.010501538139913348,0.11990283020623135
50-55,73,self-employed_Long,67,0.593820885228427,0.2450911480868329
50-55,73,Long_Crime,74,0.9934054493334176,0.2111709676258268
50-55,73,F_25-34_executive-managerial,63,0.8946419739351674,0.10194754630074034
50-55,73,F_executive-managerial_Long,76,0.9459217651333816,0.06933848775537035
50-55,73,M_academic-educator_Long,69,0.955788875332396,0.2450911480868329
50-55,73,F_Long_Comedy,81,0.7727826705191705,0.06527091191571763
50-55,73,F_Long_Drama,71,0.8843028584885405,0.7431781371351189
50-55,73,M_Long_Crime,63,0.9801754403902816,0.10194754630074034
50-55,73,25-34_Long_Horror,83,0.3264053420033343,0.5079052621596285
50-55,73,F_25-34_executive-managerial_Long,63,0.8946419739351674,0.10194754630074034
<18,55,<18,55,0.5000000000000001,1.0
<18,55,scientist,52,0.9468701784282552,0.7748122022199505
<18,55,unemployed,50,0.5237950158205713,0.06873636769896824
<18,55,Animation,45,0.9790368500867678,0.15949468790873084
<18,55,Musical,58,0.9791098918222104,0.09686383179590098
<18,55,Romance,55,0.9985326711238364,0.09725442843900337
<18,55,War,49,0.9965662564686122,1.0
<18,55,Western,39,0.9616715637984268,0.06873636769896824
<18,55,F_50-55,44,0.8428110097065121,0.2333286016219448
<18,55,M_45-49,51,0.8874468075632344,1.0
<18,55,M_<18,47,0.37921020372253067,0.10609577765213474
<18,55,F_clerical-admin,54,0.3693209126051199,0.3318461518546958
<18,55,F_college-grad student,53,0.9359562488143056,1.0
<18,55,M_sales-marketing,45,0.9978314114056306,0.6139364454284455
<18,55,M_scientist,52,0.9468701784282552,0.7748122022199505
<18,55,M_tradesman-craftsman,43,0.9180153553306564,0.3318461518546958
<18,55,M_unemployed,50,0.5237950158205713,0.06873636769896824
<18,55,M_writer,47,0.99992979083079,1.0
<18,55,F_Children's,40,0.9880775097290864,0.06873636769896824
<18,55,F_Sci-Fi,44,0.9823413656931376,0.3318461518546958
<18,55,M_Romance,42,0.999191314411464,0.2333286016219448
<18,55,M_Thriller,62,0.9387382275604657,0.0998670786256768
<18,55,M_War,43,0.990898719109122,0.3318461518546958
<18,55,18-24_other,43,0.9793635239576244,0.06873636769896824
<18,55,18-24_tradesman-craftsman,43,0.9180153553306564,0.3318461518546958
<18,55,25-34_scientist,50,0.9305227583433808,1.0
<18,55,35-44_academic-educator,43,0.9804038517642204,0.2333286016219448
<18,55,35-44_executive-managerial,61,0.9510414112439814,0.15015048752316695
<18,55,<18_Long,55,0.5000000000000001,1.0
<18,55,18-24_Action,44,0.9714729629689112,0.2333286016219448
<18,55,18-24_Drama,56,0.9975631228338372,0.05677536589610911
<18,55,18-24_Sci-Fi,46,0.9726202222678751,0.4583176941330796
<18,55,25-34_Crime,41,0.9994956345375744,0.15949468790873084
<18,55,35-44_Comedy,45,0.998989124571934,0.6139364454284455
<18,55,scientist_Long,52,0.9468701784282552,0.7748122022199505
<18,55,unemployed_Long,50,0.5237950158205713,0.06873636769896824
<18,55,college-grad student_Comedy,47,0.9917462896383794,0.7966147405796926
<18,55,other_Action,40,0.9951258023828164,0.10609577765213474
<18,55,other_Drama,47,0.9996804774413394,1.0
<18,55,technician-engineer_Comedy,49,0.9915091608356577,1.0
<18,55,technician-engineer_Drama,41,0.9800432532150736,0.15949468790873084
<18,55,Long_Animation,45,0.9790368500867678,0.15949468790873084
<18,55,Long_Musical,58,0.9791098918222104,0.09686383179590098
<18,55,Long_Romance,55,0.9985326711238364,0.09725442843900337
<18,55,Long_War,49,0.9965662564686122,1.0
<18,55,Long_Western,39,0.9616715637984268,0.06873636769896824
<18,55,F_18-24_college-grad student,50,0.9054995622719442,0.7966147405796926
<18,55,M_18-24_tradesman-craftsman,43,0.9180153553306564,0.3318461518546958
<18,55,M_25-34_scientist,50,0.9305227583433808,1.0
<18,55,M_35-44_executive-managerial,48,0.8423502776198857,0.2333286016219448
<18,55,F_50-55_Long,44,0.8428110097065121,0.2333286016219448
<18,55,M_45-49_Long,51,0.8874468075632344,1.0
<18,55,M_<18_Long,47,0.37921020372253067,0.10609577765213474
<18,55,M_18-24_Drama,47,0.934834100423602,0.6139364454284455
<18,55,M_25-34_Children's,51,0.9971705429267048,1.0
<18,55,M_35-44_Drama,47,0.9482003678612636,0.7966147405796926
<18,55,F_clerical-admin_Long,54,0.3693209126051199,0.3318461518546958
<18,55,F_college-grad student_Long,53,0.9359562488143056,1.0
<18,55,M_sales-marketing_Long,45,0.9978314114056306,0.6139364454284455
<18,55,M_scientist_Long,52,0.9468701784282552,0.7748122022199505
<18,55,M_tradesman-craftsman_Long,43,0.9180153553306564,0.3318461518546958
<18,55,M_unemployed_Long,50,0.5237950158205713,0.06873636769896824
<18,55,M_writer_Long,47,0.99992979083079,1.0
<18,55,M_technician-engineer_Comedy,49,0.9915091608356577,1.0
<18,55,M_technician-engineer_Drama,41,0.9800432532150736,0.15949468790873084
<18,55,F_Long_Children's,40,0.9880775097290864,0.06873636769896824
<18,55,F_Long_Sci-Fi,44,0.9823413656931376,0.3318461518546958
<18,55,M_Long_Romance,42,0.999191314411464,0.2333286016219448
<18,55,M_Long_Thriller,62,0.9387382275604657,0.0998670786256768
<18,55,M_Long_War,43,0.990898719109122,0.3318461518546958
<18,55,18-24_other_Long,43,0.9793635239576244,0.06873636769896824
<18,55,18-24_tradesman-craftsman_Long,43,0.9180153553306564,0.3318461518546958
<18,55,25-34_scientist_Long,50,0.9305227583433808,1.0
<18,55,35-44_academic-educator_Long,43,0.9804038517642204,0.2333286016219448
<18,55,35-44_executive-managerial_Long,61,0.9510414112439814,0.15015048752316695
<18,55,25-34_technician-engineer_Comedy,42,0.9904759498257264,0.15949468790873084
<18,55,18-24_Long_Action,44,0.9714729629689112,0.2333286016219448
<18,55,18-24_Long_Drama,56,0.9975631228338372,0.05677536589610911
<18,55,18-24_Long_Sci-Fi,46,0.9726202222678751,0.4583176941330796
<18,55,25-34_Long_Crime,41,0.9994956345375744,0.15949468790873084
<18,55,35-44_Long_Comedy,45,0.998989124571934,0.6139364454284455
<18,55,college-grad student_Long_Comedy,47,0.9917462896383794,0.7966147405796926
<18,55,other_Long_Action,40,0.9951258023828164,0.10609577765213474
<18,55,other_Long_Drama,47,0.9996804774413394,1.0
<18,55,technician-engineer_Long_Comedy,49,0.9915091608356577,1.0
<18,55,technician-engineer_Long_Drama,41,0.9800432532150736,0.15949468790873084
<18,55,F_18-24_college-grad student_Long,50,0.9054995622719442,0.7966147405796926
<18,55,M_18-24_tradesman-craftsman_Long,43,0.9180153553306564,0.3318461518546958
<18,55,M_25-34_scientist_Long,50,0.9305227583433808,1.0
<18,55,M_35-44_executive-managerial_Long,48,0.8423502776198857,0.2333286016219448
<18,55,M_25-34_other_Comedy,50,0.9802143346090084,1.0
<18,55,M_25-34_technician-engineer_Comedy,42,0.9904759498257264,0.15949468790873084
<18,55,M_18-24_Long_Drama,47,0.934834100423602,0.6139364454284455
<18,55,M_25-34_Long_Children's,51,0.9971705429267048,1.0
<18,55,M_35-44_Long_Drama,47,0.9482003678612636,0.7966147405796926
<18,55,M_technician-engineer_Long_Comedy,49,0.9915091608356577,1.0
<18,55,M_technician-engineer_Long_Drama,41,0.9800432532150736,0.15949468790873084
<18,55,25-34_technician-engineer_Long_Comedy,42,0.9904759498257264,0.15949468790873084
<18,55,M_25-34_other_Long_Comedy,50,0.9802143346090084,1.0
<18,55,M_25-34_technician-engineer_Long_Comedy,42,0.9904759498257264,0.15949468790873084
K-12 student,32,K-12 student,32,0.5000000000000003,1.0
K-12 student,32,homemaker,22,0.9954381356217354,0.2576013824224265
K-12 student,32,lawyer,27,0.902376791001036,0.7623688184698398
K-12 student,32,Mystery,21,0.984856007709242,0.1644996993331051
K-12 student,32,F_45-49,25,0.9996143042692784,0.5550774262638372
K-12 student,32,M_50-55,29,0.9443348677273536,1.0
K-12 student,32,F_homemaker,22,0.9954381356217354,0.2576013824224265
K-12 student,32,M_K-12 student,24,0.32003466166197897,0.059058229090536575
K-12 student,32,M_clerical-admin,23,0.6117038219706715,0.100680110727014
K-12 student,32,F_Adventure,32,0.9992818902237351,0.10915477851656563
K-12 student,32,F_Horror,29,0.9302483931393172,1.0
K-12 student,32,F_Musical,21,0.9254922142070334,0.100680110727014
K-12 student,32,M_Animation,26,0.9786242236510696,0.5550774262638372
K-12 student,32,M_Fantasy,22,0.9789230014971634,0.2576013824224265
K-12 student,32,M_Western,32,0.8552460273337303,1.0
K-12 student,32,18-24_academic-educator,39,0.9229429930155764,0.05994560507094426
K-12 student,32,18-24_sales-marketing,29,0.9987722320792406,1.0
K-12 student,32,25-34_academic-educator,42,0.99913040409026,0.05028922860694472
K-12 student,32,25-34_clerical-admin,45,0.4275107091116599,0.3815971513240413
K-12 student,32,25-34_lawyer,22,0.8394116016576119,0.100680110727014
K-12 student,32,25-34_programmer,30,0.9878913343958652,1.0
K-12 student,32,25-34_sales-marketing,20,0.9270181068019352,0.100680110727014
K-12 student,32,25-34_unemployed,35,0.8147102229874097,0.6019206376711884
K-12 student,32,35-44_clerical-admin,21,0.6663235942527546,0.059058229090536575
K-12 student,32,35-44_self-employed,23,0.9634217299251342,0.3864762307712325
K-12 student,32,35-44_technician-engineer,35,0.9753904348240108,0.21891476423680056
K-12 student,32,35-44_writer,34,0.917141140359922,0.588840322563523
K-12 student,32,45-49_academic-educator,24,0.9827761249449756,0.5550774262638372
K-12 student,32,<18_K-12 student,28,0.4037774756645606,0.3864762307712325
K-12 student,32,18-24_Adventure,22,0.9406183099587748,0.100680110727014
K-12 student,32,18-24_Children's,29,0.9618223711018484,1.0
K-12 student,32,18-24_Horror,27,0.9872510737860376,1.0
K-12 student,32,25-34_Animation,30,0.9999785691272256,0.4720506467976893
K-12 student,32,25-34_Romance,23,0.918222839082236,0.2576013824224265
K-12 student,32,25-34_War,23,0.5974723731535567,0.059058229090536575
K-12 student,32,35-44_Sci-Fi,31,0.9942624657356934,0.2568392579578533
K-12 student,32,45-49_Comedy,25,0.9671388256590292,0.7623688184698398
K-12 student,32,45-49_Drama,20,0.9876733218891652,0.100680110727014
K-12 student,32,K-12 student_Long,32,0.5000000000000003,1.0
K-12 student,32,homemaker_Long,22,0.9954381356217354,0.2576013824224265
K-12 student,32,lawyer_Long,27,0.902376791001036,0.7623688184698398
K-12 student,32,academic-educator_Action,22,0.9929033377646737,0.2576013824224265
K-12 student,32,academic-educator_Comedy,29,0.9851198055615776,1.0
K-12 student,32,academic-educator_Drama,37,0.9857474755943872,1.0
K-12 student,32,college-grad student_Action,33,0.995219760354202,0.0593293157808705
K-12 student,32,college-grad student_Adventure,23,0.998139550897264,0.3864762307712325
K-12 student,32,college-grad student_Children's,22,0.9721972685908208,0.1644996993331051
K-12 student,32,college-grad student_Drama,28,0.9677784694593674,1.0
K-12 student,32,college-grad student_Horror,26,0.9904284590487696,1.0
K-12 student,32,college-grad student_Sci-Fi,33,0.9804036217259352,0.15136113519248734
K-12 student,32,executive-managerial_Action,24,0.8857829794878268,0.3864762307712325
K-12 student,32,executive-managerial_Comedy,24,0.9650067820079676,0.5550774262638372
K-12 student,32,other_Adventure,31,0.998644887489616,0.2568392579578533
K-12 student,32,other_Horror,29,0.9690080226164196,1.0
K-12 student,32,other_Sci-Fi,33,0.9992146205575844,0.0593293157808705
K-12 student,32,programmer_Comedy,32,0.9854583697216476,0.2568392579578533
K-12 student,32,programmer_Drama,25,0.93502198402099,0.5550774262638372
K-12 student,32,technician-engineer_Action,28,0.995790283086094,1.0
K-12 student,32,Long_Mystery,21,0.984856007709242,0.1644996993331051
K-12 student,32,F_18-24_academic-educator,39,0.9229429930155764,0.05994560507094426
K-12 student,32,F_25-34_clerical-admin,33,0.504818515743042,0.27684137761370026
K-12 student,32,F_35-44_clerical-admin,21,0.6663235942527546,0.059058229090536575
K-12 student,32,M_18-24_sales-marketing,25,0.9961862546300136,0.5550774262638372
K-12 student,32,M_25-34_academic-educator,24,0.9999417571291838,0.3864762307712325
K-12 student,32,M_25-34_executive-managerial,34,0.8470760809566324,0.3399249687213449
K-12 student,32,M_25-34_unemployed,35,0.8147102229874097,0.6019206376711884
K-12 student,32,M_35-44_academic-educator,25,0.9907256444681558,0.5550774262638372
K-12 student,32,M_35-44_technician-engineer,35,0.9753904348240108,0.21891476423680056
K-12 student,32,M_35-44_writer,34,0.917141140359922,0.588840322563523
K-12 student,32,F_45-49_Long,25,0.9996143042692784,0.5550774262638372
K-12 student,32,M_50-55_Long,29,0.9443348677273536,1.0
K-12 student,32,F_25-34_Children's,23,0.9952100081690556,0.3864762307712325
K-12 student,32,F_25-34_Drama,23,0.8805199471727819,0.2576013824224265
K-12 student,32,M_18-24_Action,35,0.9718175908969252,0.11281286628867394
K-12 student,32,M_18-24_Sci-Fi,34,0.9737960658442648,0.1877421653050865
K-12 student,32,M_25-34_Musical,21,0.9492184010132976,0.1644996993331051
K-12 student,32,M_25-34_Thriller,33,0.9850381437170356,0.5088828153535192
K-12 student,32,M_35-44_Action,26,0.96961471421617,0.7623688184698398
K-12 student,32,M_45-49_Comedy,22,0.9385145017653921,0.2576013824224265
K-12 student,32,F_homemaker_Long,22,0.9954381356217354,0.2576013824224265
K-12 student,32,M_K-12 student_Long,24,0.32003466166197897,0.059058229090536575
K-12 student,32,M_clerical-admin_Long,23,0.6117038219706715,0.100680110727014
K-12 student,32,M_college-grad student_Action,31,0.9943485943769146,0.2568392579578533
K-12 student,32,M_college-grad student_Drama,27,0.9592721520909062,1.0
K-12 student,32,M_college-grad student_Horror,23,0.985540515469745,0.3864762307712325
K-12 student,32,M_college-grad student_Sci-Fi,29,0.9771784292029776,1.0
K-12 student,32,M_executive-managerial_Drama,22,0.7703400142375308,0.100680110727014
K-12 student,32,M_other_Adventure,25,0.9951229206904236,0.7623688184698398
K-12 student,32,M_other_Children's,28,0.9954223666570412,1.0
K-12 student,32,M_other_Horror,21,0.984084725652858,0.1644996993331051
K-12 student,32,M_other_Sci-Fi,25,0.9977706270281356,0.7623688184698398
K-12 student,32,M_programmer_Comedy,27,0.9949439414269801,1.0
K-12 student,32,M_programmer_Drama,25,0.93502198402099,0.5550774262638372
K-12 student,32,M_technician-engineer_Action,28,0.995790283086094,1.0
K-12 student,32,F_Long_Adventure,32,0.9992818902237351,0.10915477851656563
K-12 student,32,F_Long_Horror,29,0.9302483931393172,1.0
K-12 student,32,F_Long_Musical,21,0.9254922142070334,0.100680110727014
K-12 student,32,M_Long_Animation,26,0.9786242236510696,0.5550774262638372
K-12 student,32,M_Long_Fantasy,22,0.9789230014971634,0.2576013824224265
K-12 student,32,M_Long_Western,32,0.8552460273337303,1.0
K-12 student,32,18-24_academic-educator_Long,39,0.9229429930155764,0.05994560507094426
K-12 student,32,18-24_sales-marketing_Long,29,0.9987722320792406,1.0
K-12 student,32,25-34_academic-educator_Long,42,0.99913040409026,0.05028922860694472
K-12 student,32,25-34_clerical-admin_Long,45,0.4275107091116599,0.3815971513240413
K-12 student,32,25-34_lawyer_Long,22,0.8394116016576119,0.100680110727014
K-12 student,32,25-34_programmer_Long,30,0.9878913343958652,1.0
K-12 student,32,25-34_sales-marketing_Long,20,0.9270181068019352,0.100680110727014
K-12 student,32,25-34_unemployed_Long,35,0.8147102229874097,0.6019206376711884
K-12 student,32,35-44_clerical-admin_Long,21,0.6663235942527546,0.059058229090536575
K-12 student,32,35-44_self-employed_Long,23,0.9634217299251342,0.3864762307712325
K-12 student,32,35-44_technician-engineer_Long,35,0.9753904348240108,0.21891476423680056
K-12 student,32,35-44_writer_Long,34,0.917141140359922,0.588840322563523
K-12 student,32,45-49_academic-educator_Long,24,0.9827761249449756,0.5550774262638372
K-12 student,32,<18_K-12 student_Long,28,0.4037774756645606,0.3864762307712325
K-12 student,32,18-24_college-grad student_Comedy,33,0.9874195718043436,0.15136113519248734
K-12 student,32,18-24_programmer_Comedy,21,0.9629068923407302,0.1644996993331051
K-12 student,32,25-34_college-grad student_Action,23,0.989642847343394,0.3864762307712325
K-12 student,32,25-34_other_Action,33,0.9554671695314332,0.30305232949007976
K-12 student,32,25-34_other_Adventure,26,0.9857976644739852,1.0
K-12 student,32,25-34_other_Horror,26,0.9549170331206732,0.7623688184698398
K-12 student,32,25-34_other_Sci-Fi,27,0.9859736209230848,1.0
K-12 student,32,25-34_technician-engineer_Action,26,0.9917043923486109,1.0
K-12 student,32,25-34_technician-engineer_Drama,30,0.9922437008829454,0.4720506467976893
K-12 student,32,18-24_Long_Adventure,22,0.9406183099587748,0.100680110727014
K-12 student,32,18-24_Long_Children's,29,0.9618223711018484,1.0
K-12 student,32,18-24_Long_Horror,27,0.9872510737860376,1.0
K-12 student,32,25-34_Long_Animation,30,0.9999785691272256,0.4720506467976893
K-12 student,32,25-34_Long_Romance,23,0.918222839082236,0.2576013824224265
K-12 student,32,25-34_Long_War,23,0.5974723731535567,0.059058229090536575
K-12 student,32,35-44_Long_Sci-Fi,31,0.9942624657356934,0.2568392579578533
K-12 student,32,45-49_Long_Comedy,25,0.9671388256590292,0.7623688184698398
K-12 student,32,45-49_Long_Drama,20,0.9876733218891652,0.100680110727014
K-12 student,32,academic-educator_Long_Action,22,0.9929033377646737,0.2576013824224265
K-12 student,32,academic-educator_Long_Comedy,29,0.9851198055615776,1.0
K-12 student,32,academic-educator_Long_Drama,37,0.9857474755943872,1.0
K-12 student,32,college-grad student_Long_Action,33,0.995219760354202,0.0593293157808705
K-12 student,32,college-grad student_Long_Adventure,23,0.998139550897264,0.3864762307712325
K-12 student,32,college-grad student_Long_Children's,22,0.9721972685908208,0.1644996993331051
K-12 student,32,college-grad student_Long_Drama,28,0.9677784694593674,1.0
K-12 student,32,college-grad student_Long_Horror,26,0.9904284590487696,1.0
K-12 student,32,college-grad student_Long_Sci-Fi,33,0.9804036217259352,0.15136113519248734
K-12 student,32,executive-managerial_Long_Action,24,0.8857829794878268,0.3864762307712325
K-12 student,32,executive-managerial_Long_Comedy,24,0.9650067820079676,0.5550774262638372
K-12 student,32,other_Long_Adventure,31,0.998644887489616,0.2568392579578533
K-12 student,32,other_Long_Horror,29,0.9690080226164196,1.0
K-12 student,32,other_Long_Sci-Fi,33,0.9992146205575844,0.0593293157808705
K-12 student,32,programmer_Long_Comedy,32,0.9854583697216476,0.2568392579578533
K-12 student,32,programmer_Long_Drama,25,0.93502198402099,0.5550774262638372
K-12 student,32,technician-engineer_Long_Action,28,0.995790283086094,1.0
K-12 student,32,F_18-24_academic-educator_Long,39,0.9229429930155764,0.05994560507094426
K-12 student,32,F_25-34_clerical-admin_Long,33,0.504818515743042,0.27684137761370026
K-12 student,32,F_35-44_clerical-admin_Long,21,0.6663235942527546,0.059058229090536575
K-12 student,32,M_18-24_sales-marketing_Long,25,0.9961862546300136,0.5550774262638372
K-12 student,32,M_25-34_academic-educator_Long,24,0.9999417571291838,0.3864762307712325
K-12 student,32,M_25-34_executive-managerial_Long,34,0.8470760809566324,0.3399249687213449
K-12 student,32,M_25-34_unemployed_Long,35,0.8147102229874097,0.6019206376711884
K-12 student,32,M_35-44_academic-educator_Long,25,0.9907256444681558,0.5550774262638372
K-12 student,32,M_35-44_technician-engineer_Long,35,0.9753904348240108,0.21891476423680056
K-12 student,32,M_35-44_writer_Long,34,0.917141140359922,0.588840322563523
K-12 student,32,M_18-24_college-grad student_Comedy,26,0.9601111851228308,1.0
K-12 student,32,M_18-24_programmer_Comedy,21,0.9629068923407302,0.1644996993331051
K-12 student,32,M_25-34_college-grad student_Action,23,0.989642847343394,0.3864762307712325
K-12 student,32,M_25-34_other_Action,29,0.9434624695016632,1.0
K-12 student,32,M_25-34_other_Adventure,21,0.9785508721416184,0.1644996993331051
K-12 student,32,M_25-34_other_Children's,27,0.9943591777506984,1.0
K-12 student,32,M_25-34_other_Drama,30,0.9966260737871384,0.4720506467976893
K-12 student,32,M_25-34_other_Horror,19,0.9844910251679838,0.059058229090536575
K-12 student,32,M_25-34_other_Sci-Fi,21,0.9899769778442766,0.1644996993331051
K-12 student,32,M_25-34_technician-engineer_Action,26,0.9917043923486109,1.0
K-12 student,32,M_25-34_technician-engineer_Drama,30,0.9922437008829454,0.4720506467976893
K-12 student,32,F_25-34_Long_Children's,23,0.9952100081690556,0.3864762307712325
K-12 student,32,F_25-34_Long_Drama,23,0.8805199471727819,0.2576013824224265
K-12 student,32,M_18-24_Long_Action,35,0.9718175908969252,0.11281286628867394
K-12 student,32,M_18-24_Long_Sci-Fi,34,0.9737960658442648,0.1877421653050865
K-12 student,32,M_25-34_Long_Musical,21,0.9492184010132976,0.1644996993331051
K-12 student,32,M_25-34_Long_Thriller,33,0.9850381437170356,0.5088828153535192
K-12 student,32,M_35-44_Long_Action,26,0.96961471421617,0.7623688184698398
K-12 student,32,M_45-49_Long_Comedy,22,0.9385145017653921,0.2576013824224265
K-12 student,32,M_college-grad student_Long_Action,31,0.9943485943769146,0.2568392579578533
K-12 student,32,M_college-grad student_Long_Drama,27,0.9592721520909062,1.0
K-12 student,32,M_college-grad student_Long_Horror,23,0.985540515469745,0.3864762307712325
K-12 student,32,M_college-grad student_Long_Sci-Fi,29,0.9771784292029776,1.0
K-12 student,32,M_executive-managerial_Long_Drama,22,0.7703400142375308,0.100680110727014
K-12 student,32,M_other_Long_Adventure,25,0.9951229206904236,0.7623688184698398
K-12 student,32,M_other_Long_Children's,28,0.9954223666570412,1.0
K-12 student,32,M_other_Long_Horror,21,0.984084725652858,0.1644996993331051
K-12 student,32,M_other_Long_Sci-Fi,25,0.9977706270281356,0.7623688184698398
K-12 student,32,M_programmer_Long_Comedy,27,0.9949439414269801,1.0
K-12 student,32,M_programmer_Long_Drama,25,0.93502198402099,0.5550774262638372
K-12 student,32,M_technician-engineer_Long_Action,28,0.995790283086094,1.0
K-12 student,32,18-24_college-grad student_Long_Comedy,33,0.9874195718043436,0.15136113519248734
K-12 student,32,18-24_programmer_Long_Comedy,21,0.9629068923407302,0.1644996993331051
K-12 student,32,25-34_college-grad student_Long_Action,23,0.989642847343394,0.3864762307712325
K-12 student,32,25-34_other_Long_Action,33,0.9554671695314332,0.30305232949007976
K-12 student,32,25-34_other_Long_Adventure,26,0.9857976644739852,1.0
K-12 student,32,25-34_other_Long_Horror,26,0.9549170331206732,0.7623688184698398
K-12 student,32,25-34_other_Long_Sci-Fi,27,0.9859736209230848,1.0
K-12 student,32,25-34_technician-engineer_Long_Action,26,0.9917043923486109,1.0
K-12 student,32,25-34_technician-engineer_Long_Drama,30,0.9922437008829454,0.4720506467976893
K-12 student,32,M_18-24_college-grad student_Long_Comedy,26,0.9601111851228308,1.0
K-12 student,32,M_18-24_programmer_Long_Comedy,21,0.9629068923407302,0.1644996993331051
K-12 student,32,M_25-34_college-grad student_Long_Action,23,0.989642847343394,0.3864762307712325
K-12 student,32,M_25-34_other_Long_Action,29,0.9434624695016632,1.0
K-12 student,32,M_25-34_other_Long_Adventure,21,0.9785508721416184,0.1644996993331051
K-12 student,32,M_25-34_other_Long_Children's,27,0.9943591777506984,1.0
K-12 student,32,M_25-34_other_Long_Drama,30,0.9966260737871384,0.4720506467976893
K-12 student,32,M_25-34_other_Long_Horror,19,0.9844910251679838,0.059058229090536575
K-12 student,32,M_25-34_other_Long_Sci-Fi,21,0.9899769778442766,0.1644996993331051
K-12 student,32,M_25-34_technician-engineer_Long_Action,26,0.9917043923486109,1.0
K-12 student,32,M_25-34_technician-engineer_Long_Drama,30,0.9922437008829454,0.4720506467976893
academic-educator,162,25-34_Action,152,0.027606339845370576,0.22779999398822556
academic-educator,162,25-34_Long_Action,152,0.027606339845370576,0.22779999398822556
artist,17,artist,17,0.4999999999999998,1.0
artist,17,Mystery,21,0.8970326374783871,0.09768995934615682
artist,17,M_K-12 student,24,0.14253767131812972,0.5334165134726945
artist,17,F_Thriller,20,0.2364997831605572,0.7300697275800421
artist,17,M_Fantasy,22,0.8680854990435715,0.05066103315249474
artist,17,M_Mystery,16,0.8183784728419677,1.0
artist,17,25-34_unemployed,35,0.4914009462263091,0.09305443977482034
artist,17,35-44_college-grad student,21,0.08808992291668287,1.0
artist,17,<18_K-12 student,28,0.18298878030916454,0.09037338739200207
artist,17,18-24_Musical,17,0.4999999999999998,1.0
artist,17,18-24_Thriller,17,1.0,1.0
artist,17,25-34_Fantasy,17,1.0,1.0
artist,17,50-55_Drama,17,1.0,1.0
artist,17,artist_Long,17,0.4999999999999998,1.0
artist,17,executive-managerial_Sci-Fi,17,1.0,1.0
artist,17,technician-engineer_Adventure,18,0.8168031218401897,0.5958830905651775
artist,17,technician-engineer_Children's,17,1.0,1.0
artist,17,Long_Mystery,21,0.8970326374783871,0.09768995934615682
artist,17,F_25-34_clerical-admin,33,0.23607636487395664,0.21644626728744928
artist,17,F_45-49_academic-educator,18,0.6040740280926664,1.0
artist,17,M_25-34_sales-marketing,17,0.4999999999999998,1.0
artist,17,M_25-34_unemployed,35,0.4914009462263091,0.09305443977482034
artist,17,M_35-44_college-grad student,21,0.08808992291668287,1.0
artist,17,M_35-44_programmer,17,1.0,1.0
artist,17,M_<18_K-12 student,20,0.09860138099965862,1.0
artist,17,F_25-34_Action,17,0.5661065290583969,1.0
artist,17,F_25-34_Adventure,17,0.8545477449327177,1.0
artist,17,F_35-44_Drama,17,1.0,1.0
artist,17,M_18-24_Horror,17,0.4999999999999998,1.0
artist,17,M_25-34_Romance,18,0.8204127707143807,0.5958830905651775
