grp1,grp1_size,grp2,grp2_size,p-value,chi-squared test
other_Drama,47,M_25-34_Long_Children's,51,0.2239773326480919,1.0
other_Drama,47,M_35-44_Long_Drama,47,0.03590841747281804,1.0
other_Drama,47,M_technician-engineer_Long_Comedy,49,0.13678424901393502,1.0
other_Drama,47,M_technician-engineer_Long_Drama,41,0.106506333366784,0.06457911050812856
other_Drama,47,25-34_technician-engineer_Long_Comedy,42,0.1648154836134939,0.06457911050812856
other_Drama,47,M_25-34_other_Long_Comedy,50,0.07516763236264272,0.6736996149830901
other_Drama,47,M_25-34_technician-engineer_Long_Comedy,42,0.1648154836134939,0.06457911050812856
other_Horror,29,K-12 student,32,0.030991977383580668,1.0
other_Horror,29,F_45-49,25,0.9547730534077664,0.2533019319148137
other_Horror,29,M_50-55,29,1.0,1.0
other_Horror,29,F_Adventure,32,0.9019407928727484,0.19825639744335355
other_Horror,29,F_Horror,29,0.5000000000000001,1.0
other_Horror,29,M_Fantasy,22,0.6407731253716176,0.08220121677524918
other_Horror,29,18-24_sales-marketing,29,1.0,1.0
other_Horror,29,25-34_clerical-admin,45,0.016185945866581054,0.5088542775716876
other_Horror,29,25-34_unemployed,35,0.14516136608664412,0.4273553138978079
other_Horror,29,45-49_academic-educator,24,0.650124435881559,0.2533019319148137
other_Horror,29,<18_K-12 student,28,0.020280050854226628,0.14688474216885636
other_Horror,29,18-24_Children's,29,0.5000000000000001,1.0
other_Horror,29,25-34_Animation,30,0.9897371045391332,0.6047728544859003
other_Horror,29,K-12 student_Long,32,0.030991977383580668,1.0
other_Horror,29,academic-educator_Comedy,29,1.0,1.0
other_Horror,29,college-grad student_Adventure,23,0.8964947396614853,0.14688474216885636
other_Horror,29,other_Adventure,31,0.8688346330619238,0.35090674440573
other_Horror,29,other_Horror,29,0.5000000000000001,1.0
other_Horror,29,F_25-34_clerical-admin,33,0.031021992040133176,0.16699411792618152
other_Horror,29,M_25-34_academic-educator,24,0.988417454149149,0.14688474216885636
other_Horror,29,M_25-34_unemployed,35,0.14516136608664412,0.4273553138978079
other_Horror,29,F_45-49_Long,25,0.9547730534077664,0.2533019319148137
other_Horror,29,M_50-55_Long,29,1.0,1.0
other_Horror,29,F_25-34_Children's,23,0.8226730918186009,0.14688474216885636
other_Horror,29,M_college-grad student_Sci-Fi,29,1.0,1.0
other_Horror,29,M_other_Adventure,25,0.8032063401596845,0.4201627576770608
other_Horror,29,M_programmer_Comedy,27,0.7824363486145091,1.0
other_Horror,29,F_Long_Adventure,32,0.9019407928727484,0.19825639744335355
other_Horror,29,F_Long_Horror,29,0.5000000000000001,1.0
other_Horror,29,M_Long_Fantasy,22,0.6407731253716176,0.08220121677524918
other_Horror,29,18-24_sales-marketing_Long,29,1.0,1.0
other_Horror,29,25-34_clerical-admin_Long,45,0.016185945866581054,0.5088542775716876
other_Horror,29,25-34_unemployed_Long,35,0.14516136608664412,0.4273553138978079
other_Horror,29,45-49_academic-educator_Long,24,0.650124435881559,0.2533019319148137
other_Horror,29,<18_K-12 student_Long,28,0.020280050854226628,0.14688474216885636
other_Horror,29,18-24_college-grad student_Comedy,33,0.6153849996639493,0.25786698032963873
other_Horror,29,25-34_other_Drama,34,0.8521845766904775,0.05984529895664108
other_Horror,29,18-24_Long_Children's,29,0.5000000000000001,1.0
other_Horror,29,25-34_Long_Animation,30,0.9897371045391332,0.6047728544859003
other_Horror,29,academic-educator_Long_Comedy,29,1.0,1.0
other_Horror,29,college-grad student_Long_Adventure,23,0.8964947396614853,0.14688474216885636
other_Horror,29,other_Long_Adventure,31,0.8688346330619238,0.35090674440573
other_Horror,29,other_Long_Horror,29,0.5000000000000001,1.0
other_Horror,29,F_25-34_clerical-admin_Long,33,0.031021992040133176,0.16699411792618152
other_Horror,29,M_25-34_academic-educator_Long,24,0.988417454149149,0.14688474216885636
other_Horror,29,M_25-34_unemployed_Long,35,0.14516136608664412,0.4273553138978079
other_Horror,29,M_25-34_other_Action,29,1.0,1.0
other_Horror,29,M_25-34_other_Drama,30,0.8005844070221366,0.6047728544859003
other_Horror,29,F_25-34_Long_Children's,23,0.8226730918186009,0.14688474216885636
other_Horror,29,M_college-grad student_Long_Sci-Fi,29,1.0,1.0
other_Horror,29,M_other_Long_Adventure,25,0.8032063401596845,0.4201627576770608
other_Horror,29,M_programmer_Long_Comedy,27,0.7824363486145091,1.0
other_Horror,29,18-24_college-grad student_Long_Comedy,33,0.6153849996639493,0.25786698032963873
other_Horror,29,25-34_other_Long_Drama,34,0.8521845766904775,0.05984529895664108
other_Horror,29,M_25-34_other_Long_Action,29,1.0,1.0
other_Horror,29,M_25-34_other_Long_Drama,30,0.8005844070221366,0.6047728544859003
other_Sci-Fi,33,K-12 student,32,0.0007853794424157113,0.0593293157808705
other_Sci-Fi,33,unemployed,50,0.004635308377803298,0.27523352407483115
other_Sci-Fi,33,Animation,45,0.1851404743679812,0.06508672649276648
other_Sci-Fi,33,Fantasy,37,0.4669785731297695,0.2013779123897864
other_Sci-Fi,33,M_<18,47,0.0020722905077387548,0.1499991357417021
other_Sci-Fi,33,F_clerical-admin,54,0.00169011997874616,0.062229429676940375
other_Sci-Fi,33,M_unemployed,50,0.004635308377803298,0.27523352407483115
other_Sci-Fi,33,F_Action,39,0.2440695912301853,0.15630015412260456
other_Sci-Fi,33,F_Adventure,32,0.5261947745790743,1.0
other_Sci-Fi,33,18-24_other,43,0.19646548354792814,0.16589603689561402
other_Sci-Fi,33,25-34_clerical-admin,45,0.0002412858837946563,1.0
other_Sci-Fi,33,25-34_Animation,30,0.8784551017891711,0.352183597666322
other_Sci-Fi,33,K-12 student_Long,32,0.0007853794424157113,0.0593293157808705
other_Sci-Fi,33,unemployed_Long,50,0.004635308377803298,0.27523352407483115
other_Sci-Fi,33,college-grad student_Action,33,0.0,1.0
other_Sci-Fi,33,other_Adventure,31,0.4596032208662951,0.605940350648675
other_Sci-Fi,33,Long_Animation,45,0.1851404743679812,0.06508672649276648
other_Sci-Fi,33,Long_Fantasy,37,0.4669785731297695,0.2013779123897864
other_Sci-Fi,33,M_<18_Long,47,0.0020722905077387548,0.1499991357417021
other_Sci-Fi,33,F_25-34_Comedy,36,0.12411172363420127,0.6698153575994166
other_Sci-Fi,33,M_25-34_Crime,38,0.6552285217276136,0.1125819306361842
other_Sci-Fi,33,M_35-44_Comedy,36,0.42536966928514414,0.3538222402430147
other_Sci-Fi,33,F_clerical-admin_Long,54,0.00169011997874616,0.062229429676940375
other_Sci-Fi,33,M_unemployed_Long,50,0.004635308377803298,0.27523352407483115
other_Sci-Fi,33,M_other_Drama,38,0.5111427014810493,0.1125819306361842
other_Sci-Fi,33,M_programmer_Comedy,27,0.3421433064811688,0.0593293157808705
other_Sci-Fi,33,F_Long_Action,39,0.2440695912301853,0.15630015412260456
other_Sci-Fi,33,F_Long_Adventure,32,0.5261947745790743,1.0
other_Sci-Fi,33,18-24_other_Long,43,0.19646548354792814,0.16589603689561402
other_Sci-Fi,33,25-34_clerical-admin_Long,45,0.0002412858837946563,1.0
other_Sci-Fi,33,18-24_college-grad student_Comedy,33,0.16412703742890708,1.0
other_Sci-Fi,33,25-34_other_Drama,34,0.4159525451867311,1.0
other_Sci-Fi,33,25-34_Long_Animation,30,0.8784551017891711,0.352183597666322
other_Sci-Fi,33,college-grad student_Long_Action,33,0.0,1.0
other_Sci-Fi,33,other_Long_Adventure,31,0.4596032208662951,0.605940350648675
other_Sci-Fi,33,M_25-34_other_Drama,30,0.3526867269367186,0.352183597666322
other_Sci-Fi,33,F_25-34_Long_Comedy,36,0.12411172363420127,0.6698153575994166
other_Sci-Fi,33,M_25-34_Long_Crime,38,0.6552285217276136,0.1125819306361842
other_Sci-Fi,33,M_35-44_Long_Comedy,36,0.42536966928514414,0.3538222402430147
other_Sci-Fi,33,M_other_Long_Drama,38,0.5111427014810493,0.1125819306361842
other_Sci-Fi,33,M_programmer_Long_Comedy,27,0.3421433064811688,0.0593293157808705
other_Sci-Fi,33,18-24_college-grad student_Long_Comedy,33,0.16412703742890708,1.0
other_Sci-Fi,33,25-34_other_Long_Drama,34,0.4159525451867311,1.0
other_Sci-Fi,33,M_25-34_other_Long_Drama,30,0.3526867269367186,0.352183597666322
programmer_Comedy,32,K-12 student,32,0.014541630278352603,0.2568392579578533
programmer_Comedy,32,unemployed,50,0.06094282158129625,0.13345578529974714
programmer_Comedy,32,Fantasy,37,0.8306226110840118,0.061228635549920925
programmer_Comedy,32,M_<18,47,0.033636671797076516,0.06183254458165596
programmer_Comedy,32,M_unemployed,50,0.06094282158129625,0.13345578529974714
programmer_Comedy,32,F_Action,39,0.6406962149970117,0.050946212372026435
programmer_Comedy,32,F_Adventure,32,0.8558301316912696,1.0
programmer_Comedy,32,M_Western,32,0.5000000000000003,1.0
programmer_Comedy,32,18-24_other,43,0.5872283652428165,0.06352754244236625
programmer_Comedy,32,25-34_clerical-admin,45,0.006514973003065642,1.0
programmer_Comedy,32,25-34_unemployed,35,0.08767176934628564,0.09444720530346894
programmer_Comedy,32,25-34_Animation,30,0.982724226364494,1.0
programmer_Comedy,32,K-12 student_Long,32,0.014541630278352603,0.2568392579578533
programmer_Comedy,32,unemployed_Long,50,0.06094282158129625,0.13345578529974714
programmer_Comedy,32,other_Adventure,31,0.812759318169859,1.0
programmer_Comedy,32,programmer_Comedy,32,0.5000000000000003,1.0
programmer_Comedy,32,Long_Fantasy,37,0.8306226110840118,0.061228635549920925
programmer_Comedy,32,M_25-34_unemployed,35,0.08767176934628564,0.09444720530346894
programmer_Comedy,32,M_<18_Long,47,0.033636671797076516,0.06183254458165596
programmer_Comedy,32,F_25-34_Comedy,36,0.45142580070144,0.2605890342736145
programmer_Comedy,32,M_35-44_Comedy,36,0.8007919652515851,0.11156805877144092
programmer_Comedy,32,M_unemployed_Long,50,0.06094282158129625,0.13345578529974714
programmer_Comedy,32,M_other_Adventure,25,0.7354338236485971,0.0851916964358797
programmer_Comedy,32,M_programmer_Comedy,27,0.7085548217784281,0.2568392579578533
programmer_Comedy,32,F_Long_Action,39,0.6406962149970117,0.050946212372026435
programmer_Comedy,32,F_Long_Adventure,32,0.8558301316912696,1.0
programmer_Comedy,32,M_Long_Western,32,0.5000000000000003,1.0
programmer_Comedy,32,18-24_other_Long,43,0.5872283652428165,0.06352754244236625
programmer_Comedy,32,25-34_clerical-admin_Long,45,0.006514973003065642,1.0
programmer_Comedy,32,25-34_unemployed_Long,35,0.08767176934628564,0.09444720530346894
programmer_Comedy,32,18-24_college-grad student_Comedy,33,0.5142396423436331,1.0
programmer_Comedy,32,25-34_other_Drama,34,0.7895434949007939,0.35276330408300594
programmer_Comedy,32,25-34_Long_Animation,30,0.982724226364494,1.0
programmer_Comedy,32,other_Long_Adventure,31,0.812759318169859,1.0
programmer_Comedy,32,programmer_Long_Comedy,32,0.5000000000000003,1.0
programmer_Comedy,32,M_25-34_unemployed_Long,35,0.08767176934628564,0.09444720530346894
programmer_Comedy,32,M_25-34_other_Drama,30,0.7278962147768501,1.0
programmer_Comedy,32,F_25-34_Long_Comedy,36,0.45142580070144,0.2605890342736145
programmer_Comedy,32,M_35-44_Long_Comedy,36,0.8007919652515851,0.11156805877144092
programmer_Comedy,32,M_other_Long_Adventure,25,0.7354338236485971,0.0851916964358797
programmer_Comedy,32,M_programmer_Long_Comedy,27,0.7085548217784281,0.2568392579578533
programmer_Comedy,32,18-24_college-grad student_Long_Comedy,33,0.5142396423436331,1.0
programmer_Comedy,32,25-34_other_Long_Drama,34,0.7895434949007939,0.35276330408300594
programmer_Comedy,32,M_25-34_other_Long_Drama,30,0.7278962147768501,1.0
programmer_Drama,25,K-12 student,32,0.06497801597900993,0.5550774262638372
programmer_Drama,25,Mystery,21,0.777200569227335,0.41499266639788224
programmer_Drama,25,F_45-49,25,0.9707780698354226,1.0
programmer_Drama,25,M_K-12 student,24,0.031555629961340266,0.1409074017983659
programmer_Drama,25,M_Fantasy,22,0.7238490310091485,0.6634215158168549
programmer_Drama,25,25-34_clerical-admin,45,0.03973745227314815,0.13202605624954725
programmer_Drama,25,25-34_unemployed,35,0.2309448951648711,1.0
programmer_Drama,25,45-49_academic-educator,24,0.7339326337431891,1.0
programmer_Drama,25,<18_K-12 student,28,0.04490407548565401,1.0
programmer_Drama,25,25-34_Animation,30,0.9939542740198796,0.0575794252617175
programmer_Drama,25,K-12 student_Long,32,0.06497801597900993,0.5550774262638372
programmer_Drama,25,college-grad student_Adventure,23,0.929040396881034,1.0
programmer_Drama,25,technician-engineer_Adventure,18,0.6525966040328139,0.07709987174354202
programmer_Drama,25,Long_Mystery,21,0.777200569227335,0.41499266639788224
programmer_Drama,25,F_25-34_clerical-admin,33,0.06528799196081901,0.794002680192762
programmer_Drama,25,M_25-34_academic-educator,24,0.9928812539273868,1.0
programmer_Drama,25,M_25-34_unemployed,35,0.2309448951648711,1.0
programmer_Drama,25,F_45-49_Long,25,0.9707780698354226,1.0
programmer_Drama,25,F_25-34_Children's,23,0.8735263382831966,1.0
programmer_Drama,25,M_25-34_Romance,18,0.6581235125794966,0.07709987174354202
programmer_Drama,25,M_K-12 student_Long,24,0.031555629961340266,0.1409074017983659
programmer_Drama,25,M_college-grad student_Adventure,18,0.8264547068571462,0.07709987174354202
programmer_Drama,25,M_other_Adventure,25,0.8596821182055228,1.0
programmer_Drama,25,M_programmer_Comedy,27,0.8446723140974011,0.3477548985675141
programmer_Drama,25,M_technician-engineer_Adventure,18,0.6525966040328139,0.07709987174354202
programmer_Drama,25,M_Long_Fantasy,22,0.7238490310091485,0.6634215158168549
programmer_Drama,25,25-34_clerical-admin_Long,45,0.03973745227314815,0.13202605624954725
programmer_Drama,25,25-34_unemployed_Long,35,0.2309448951648711,1.0
programmer_Drama,25,45-49_academic-educator_Long,24,0.7339326337431891,1.0
programmer_Drama,25,<18_K-12 student_Long,28,0.04490407548565401,1.0
programmer_Drama,25,25-34_Long_Animation,30,0.9939542740198796,0.0575794252617175
programmer_Drama,25,college-grad student_Long_Adventure,23,0.929040396881034,1.0
programmer_Drama,25,technician-engineer_Long_Adventure,18,0.6525966040328139,0.07709987174354202
programmer_Drama,25,F_25-34_clerical-admin_Long,33,0.06528799196081901,0.794002680192762
programmer_Drama,25,M_25-34_academic-educator_Long,24,0.9928812539273868,1.0
programmer_Drama,25,M_25-34_unemployed_Long,35,0.2309448951648711,1.0
programmer_Drama,25,M_25-34_other_Drama,30,0.8603356980598746,0.0575794252617175
programmer_Drama,25,F_25-34_Long_Children's,23,0.8735263382831966,1.0
programmer_Drama,25,M_25-34_Long_Romance,18,0.6581235125794966,0.07709987174354202
programmer_Drama,25,M_college-grad student_Long_Adventure,18,0.8264547068571462,0.07709987174354202
programmer_Drama,25,M_other_Long_Adventure,25,0.8596821182055228,1.0
programmer_Drama,25,M_programmer_Long_Comedy,27,0.8446723140974011,0.3477548985675141
programmer_Drama,25,M_technician-engineer_Long_Adventure,18,0.6525966040328139,0.07709987174354202
programmer_Drama,25,M_25-34_other_Long_Drama,30,0.8603356980598746,0.0575794252617175
scientist_Action,16,Mystery,21,0.7925102149723866,0.09768995934615682
scientist_Action,16,M_K-12 student,24,0.07255502871024758,0.5334165134726945
scientist_Action,16,F_Thriller,20,0.13305317233242955,0.7300697275800421
scientist_Action,16,M_Fantasy,22,0.7462548636873843,0.05066103315249474
scientist_Action,16,M_Mystery,16,0.6921446978882034,1.0
scientist_Action,16,25-34_unemployed,35,0.31422002111146513,0.09305443977482034
scientist_Action,16,35-44_college-grad student,21,0.042666031245615854,1.0
scientist_Action,16,<18_K-12 student,28,0.0954918052284822,0.09037338739200207
scientist_Action,16,technician-engineer_Adventure,18,0.6840766223169735,0.5958830905651775
scientist_Action,16,Long_Mystery,21,0.7925102149723866,0.09768995934615682
scientist_Action,16,F_25-34_clerical-admin,33,0.12707733159805254,0.21644626728744928
scientist_Action,16,F_45-49_academic-educator,18,0.4398351661107424,1.0
scientist_Action,16,M_25-34_lawyer,16,0.0,1.0
scientist_Action,16,M_25-34_unemployed,35,0.31422002111146513,0.09305443977482034
scientist_Action,16,M_35-44_college-grad student,21,0.042666031245615854,1.0
scientist_Action,16,M_<18_K-12 student,20,0.04859856240740745,1.0
scientist_Action,16,F_25-34_Action,17,0.40485800380484943,1.0
scientist_Action,16,F_25-34_Adventure,17,0.7387642734597539,1.0
scientist_Action,16,M_25-34_Romance,18,0.6888916186785585,0.5958830905651775
scientist_Action,16,M_35-44_Sci-Fi,16,0.0,1.0
scientist_Action,16,M_K-12 student_Long,24,0.07255502871024758,0.5334165134726945
scientist_Action,16,M_college-grad student_Adventure,18,0.8362687512254625,0.5958830905651775
scientist_Action,16,M_executive-managerial_Action,16,0.0,1.0
scientist_Action,16,M_technician-engineer_Adventure,18,0.6840766223169735,0.5958830905651775
scientist_Action,16,F_Long_Thriller,20,0.13305317233242955,0.7300697275800421
scientist_Action,16,M_Long_Fantasy,22,0.7462548636873843,0.05066103315249474
scientist_Action,16,M_Long_Mystery,16,0.6921446978882034,1.0
scientist_Action,16,25-34_unemployed_Long,35,0.31422002111146513,0.09305443977482034
scientist_Action,16,35-44_college-grad student_Long,21,0.042666031245615854,1.0
scientist_Action,16,<18_K-12 student_Long,28,0.0954918052284822,0.09037338739200207
scientist_Action,16,25-34_executive-managerial_Drama,16,0.0,1.0
scientist_Action,16,25-34_technician-engineer_Adventure,17,0.641689077233756,1.0
scientist_Action,16,technician-engineer_Long_Adventure,18,0.6840766223169735,0.5958830905651775
scientist_Action,16,F_25-34_clerical-admin_Long,33,0.12707733159805254,0.21644626728744928
scientist_Action,16,F_45-49_academic-educator_Long,18,0.4398351661107424,1.0
scientist_Action,16,M_25-34_lawyer_Long,16,0.0,1.0
scientist_Action,16,M_25-34_unemployed_Long,35,0.31422002111146513,0.09305443977482034
scientist_Action,16,M_35-44_college-grad student_Long,21,0.042666031245615854,1.0
scientist_Action,16,M_<18_K-12 student_Long,20,0.04859856240740745,1.0
scientist_Action,16,M_25-34_technician-engineer_Adventure,17,0.641689077233756,1.0
scientist_Action,16,F_25-34_Long_Action,17,0.40485800380484943,1.0
scientist_Action,16,F_25-34_Long_Adventure,17,0.7387642734597539,1.0
scientist_Action,16,M_25-34_Long_Romance,18,0.6888916186785585,0.5958830905651775
scientist_Action,16,M_35-44_Long_Sci-Fi,16,0.0,1.0
scientist_Action,16,M_college-grad student_Long_Adventure,18,0.8362687512254625,0.5958830905651775
scientist_Action,16,M_executive-managerial_Long_Action,16,0.0,1.0
scientist_Action,16,M_technician-engineer_Long_Adventure,18,0.6840766223169735,0.5958830905651775
scientist_Action,16,25-34_executive-managerial_Long_Drama,16,0.0,1.0
scientist_Action,16,25-34_technician-engineer_Long_Adventure,17,0.641689077233756,1.0
scientist_Action,16,M_25-34_technician-engineer_Long_Adventure,17,0.641689077233756,1.0
self-employed_Comedy,20,Mystery,21,0.9682281371231324,0.1858767323658721
self-employed_Comedy,20,M_K-12 student,24,0.2842926627402104,0.7508235188990009
self-employed_Comedy,20,F_Thriller,20,0.4171751338216875,0.4788122295116437
self-employed_Comedy,20,M_Fantasy,22,0.9570339143342336,0.0992131489548828
self-employed_Comedy,20,M_Mystery,16,0.9239278957316078,1.0
self-employed_Comedy,20,25-34_sales-marketing,20,0.0,1.0
self-employed_Comedy,20,25-34_unemployed,35,0.7275785076533354,0.1488138737217738
self-employed_Comedy,20,35-44_college-grad student,21,0.1871723259351349,0.7326782613757068
self-employed_Comedy,20,<18_K-12 student,28,0.3527826340132553,0.1525281243645572
self-employed_Comedy,20,college-grad student_Adventure,23,0.9945474216849912,0.05177900878716982
self-employed_Comedy,20,technician-engineer_Adventure,18,0.9269274311855699,1.0
self-employed_Comedy,20,Long_Mystery,21,0.9682281371231324,0.1858767323658721
self-employed_Comedy,20,F_25-34_clerical-admin,33,0.4359454390305453,0.3211747658847196
self-employed_Comedy,20,F_45-49_academic-educator,18,0.7888452298323719,1.0
self-employed_Comedy,20,M_25-34_academic-educator,24,0.999741249893004,0.07556056752594141
self-employed_Comedy,20,M_25-34_unemployed,35,0.7275785076533354,0.1488138737217738
self-employed_Comedy,20,M_35-44_college-grad student,21,0.1871723259351349,0.7326782613757068
self-employed_Comedy,20,M_<18_K-12 student,20,0.2051392793149576,0.7150006546880892
self-employed_Comedy,20,F_25-34_Action,17,0.7555304760663604,1.0
self-employed_Comedy,20,F_25-34_Adventure,17,0.9444697661512906,1.0
self-employed_Comedy,20,F_25-34_Children's,23,0.987595369171787,0.05177900878716982
self-employed_Comedy,20,M_25-34_Romance,18,0.9288247100701974,1.0
self-employed_Comedy,20,M_K-12 student_Long,24,0.2842926627402104,0.7508235188990009
self-employed_Comedy,20,M_college-grad student_Adventure,18,0.9747899343468729,1.0
self-employed_Comedy,20,M_technician-engineer_Adventure,18,0.9269274311855699,1.0
self-employed_Comedy,20,F_Long_Thriller,20,0.4171751338216875,0.4788122295116437
self-employed_Comedy,20,M_Long_Fantasy,22,0.9570339143342336,0.0992131489548828
self-employed_Comedy,20,M_Long_Mystery,16,0.9239278957316078,1.0
self-employed_Comedy,20,25-34_sales-marketing_Long,20,0.0,1.0
self-employed_Comedy,20,25-34_unemployed_Long,35,0.7275785076533354,0.1488138737217738
self-employed_Comedy,20,35-44_college-grad student_Long,21,0.1871723259351349,0.7326782613757068
self-employed_Comedy,20,<18_K-12 student_Long,28,0.3527826340132553,0.1525281243645572
self-employed_Comedy,20,25-34_technician-engineer_Adventure,17,0.9056162481205828,1.0
self-employed_Comedy,20,college-grad student_Long_Adventure,23,0.9945474216849912,0.05177900878716982
self-employed_Comedy,20,technician-engineer_Long_Adventure,18,0.9269274311855699,1.0
self-employed_Comedy,20,F_25-34_clerical-admin_Long,33,0.4359454390305453,0.3211747658847196
self-employed_Comedy,20,F_45-49_academic-educator_Long,18,0.7888452298323719,1.0
self-employed_Comedy,20,M_25-34_academic-educator_Long,24,0.999741249893004,0.07556056752594141
self-employed_Comedy,20,M_25-34_unemployed_Long,35,0.7275785076533354,0.1488138737217738
self-employed_Comedy,20,M_35-44_college-grad student_Long,21,0.1871723259351349,0.7326782613757068
self-employed_Comedy,20,M_<18_K-12 student_Long,20,0.2051392793149576,0.7150006546880892
self-employed_Comedy,20,M_25-34_technician-engineer_Adventure,17,0.9056162481205828,1.0
self-employed_Comedy,20,F_25-34_Long_Action,17,0.7555304760663604,1.0
self-employed_Comedy,20,F_25-34_Long_Adventure,17,0.9444697661512906,1.0
self-employed_Comedy,20,F_25-34_Long_Children's,23,0.987595369171787,0.05177900878716982
self-employed_Comedy,20,M_25-34_Long_Romance,18,0.9288247100701974,1.0
self-employed_Comedy,20,M_college-grad student_Long_Adventure,18,0.9747899343468729,1.0
self-employed_Comedy,20,M_technician-engineer_Long_Adventure,18,0.9269274311855699,1.0
self-employed_Comedy,20,25-34_technician-engineer_Long_Adventure,17,0.9056162481205828,1.0
self-employed_Comedy,20,M_25-34_technician-engineer_Long_Adventure,17,0.9056162481205828,1.0
technician-engineer_Action,28,K-12 student,32,0.004209716913905876,1.0
technician-engineer_Action,28,F_45-49,25,0.8197207852442923,0.19492445251365376
technician-engineer_Action,28,F_Adventure,32,0.6699351998304581,0.19825639744335355
technician-engineer_Action,28,M_Fantasy,22,0.3438278044924051,0.0562096678311914
technician-engineer_Action,28,25-34_clerical-admin,45,0.0017550643613569205,0.5088542775716876
technician-engineer_Action,28,25-34_unemployed,35,0.030567549094877418,0.4273553138978079
technician-engineer_Action,28,45-49_academic-educator,24,0.3457539883886437,0.19492445251365376
technician-engineer_Action,28,<18_K-12 student,28,0.0025899402215017373,0.10604155370017064
technician-engineer_Action,28,25-34_Animation,30,0.932140376175316,0.6047728544859003
technician-engineer_Action,28,K-12 student_Long,32,0.004209716913905876,1.0
technician-engineer_Action,28,college-grad student_Adventure,23,0.6911749169632557,0.10604155370017064
technician-engineer_Action,28,other_Adventure,31,0.6089016907569789,0.35090674440573
technician-engineer_Action,28,F_25-34_clerical-admin,33,0.004180503404718964,0.16699411792618152
technician-engineer_Action,28,M_25-34_academic-educator,24,0.9358572426702652,0.10604155370017064
technician-engineer_Action,28,M_25-34_unemployed,35,0.030567549094877418,0.4273553138978079
technician-engineer_Action,28,F_45-49_Long,25,0.8197207852442923,0.19492445251365376
technician-engineer_Action,28,F_25-34_Children's,23,0.5625649096754164,0.10604155370017064
technician-engineer_Action,28,M_other_Adventure,25,0.5249809450040381,0.3486316739936852
technician-engineer_Action,28,M_programmer_Comedy,27,0.4882690541929834,1.0
technician-engineer_Action,28,F_Long_Adventure,32,0.6699351998304581,0.19825639744335355
technician-engineer_Action,28,M_Long_Fantasy,22,0.3438278044924051,0.0562096678311914
technician-engineer_Action,28,25-34_clerical-admin_Long,45,0.0017550643613569205,0.5088542775716876
technician-engineer_Action,28,25-34_unemployed_Long,35,0.030567549094877418,0.4273553138978079
technician-engineer_Action,28,45-49_academic-educator_Long,24,0.3457539883886437,0.19492445251365376
technician-engineer_Action,28,<18_K-12 student_Long,28,0.0025899402215017373,0.10604155370017064
technician-engineer_Action,28,18-24_college-grad student_Comedy,33,0.2892184553889777,0.25786698032963873
technician-engineer_Action,28,25-34_other_Drama,34,0.5710807029169856,0.05984529895664108
technician-engineer_Action,28,25-34_Long_Animation,30,0.932140376175316,0.6047728544859003
technician-engineer_Action,28,college-grad student_Long_Adventure,23,0.6911749169632557,0.10604155370017064
technician-engineer_Action,28,other_Long_Adventure,31,0.6089016907569789,0.35090674440573
technician-engineer_Action,28,F_25-34_clerical-admin_Long,33,0.004180503404718964,0.16699411792618152
technician-engineer_Action,28,M_25-34_academic-educator_Long,24,0.9358572426702652,0.10604155370017064
technician-engineer_Action,28,M_25-34_unemployed_Long,35,0.030567549094877418,0.4273553138978079
technician-engineer_Action,28,M_25-34_other_Drama,30,0.5033353045629401,0.6047728544859003
technician-engineer_Action,28,F_25-34_Long_Children's,23,0.5625649096754164,0.10604155370017064
technician-engineer_Action,28,M_other_Long_Adventure,25,0.5249809450040381,0.3486316739936852
technician-engineer_Action,28,M_programmer_Long_Comedy,27,0.4882690541929834,1.0
technician-engineer_Action,28,18-24_college-grad student_Long_Comedy,33,0.2892184553889777,0.25786698032963873
technician-engineer_Action,28,25-34_other_Long_Drama,34,0.5710807029169856,0.05984529895664108
technician-engineer_Action,28,M_25-34_other_Long_Drama,30,0.5033353045629401,0.6047728544859003
technician-engineer_Adventure,18,artist,17,0.18319687815981028,0.5958830905651775
technician-engineer_Adventure,18,doctor-health care,25,0.2531666331933381,1.0
technician-engineer_Adventure,18,homemaker,22,0.7645172277083877,0.18753945080837695
technician-engineer_Adventure,18,lawyer,27,0.26691366653115184,0.056160874303273656
technician-engineer_Adventure,18,retired,19,0.1757085721283508,1.0
technician-engineer_Adventure,18,Mystery,21,0.6275209767957612,0.3406168920980063
technician-engineer_Adventure,18,F_45-49,25,0.9130196990767604,0.07709987174354202
technician-engineer_Adventure,18,F_homemaker,22,0.7645172277083877,0.18753945080837695
technician-engineer_Adventure,18,M_K-12 student,24,0.021981826148253687,1.0
technician-engineer_Adventure,18,M_clerical-admin,23,0.07998115082336105,0.7207473339911767
technician-engineer_Adventure,18,M_doctor-health care,19,0.12218634693269625,0.06547939280895024
technician-engineer_Adventure,18,M_lawyer,18,0.1942910306974303,0.5958830905651775
technician-engineer_Adventure,18,M_retired,19,0.1757085721283508,1.0
technician-engineer_Adventure,18,F_Animation,19,0.570146613886217,1.0
technician-engineer_Adventure,18,F_Musical,21,0.3601866690776125,0.6592430036926307
technician-engineer_Adventure,18,F_Thriller,20,0.04978119058313552,0.273321678292295
technician-engineer_Adventure,18,M_Animation,26,0.5172532803365715,0.09982523592736448
technician-engineer_Adventure,18,M_Fantasy,22,0.5644700915551578,0.18753945080837695
