num_max_hypo,threshold,method,adjustment,Candidates,Hypothesis,Without_Adjust,grouping_time,Best_pairs,Min_p_value,Max_p_value,Sum_p_value,Cov_period_1,Cov_period_2,Cov_total,p_value_adjustement_time
10.0,-1,Traditional,Benjamini,166.0,166.0,85.0,5.055878162384033,59.0,6.616171014150923e-21,0.006646706574142924,0.056397737162054526,1.0,0.0,1.0,0.8555901050567627
10.0,-1,Traditional,Bonferroni,166.0,166.0,85.0,5.055878162384033,43.0,6.616171014150923e-21,0.00048732027891542257,0.0027649476475879397,1.0,0.0,1.0,0.8519799709320068
10.0,-1,Coverage_Two_Sides,Benjamini,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8681280612945557
10.0,-1,Coverage_Two_Sides,Bonferroni,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8695230484008789
10.0,-1,Coverage_Side_1,Benjamini,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8620946407318115
10.0,-1,Coverage_Side_1,Bonferroni,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8612010478973389
10.0,-1,Coverage_Side_2,Benjamini,166.0,166.0,85.0,5.055878162384033,0.0,,,0.0,,,,0.8528881072998047
10.0,-1,Coverage_Side_2,Bonferroni,166.0,166.0,85.0,5.055878162384033,0.0,,,0.0,,,,0.852971076965332
10.0,-1,Coverage_alpha_investing,gamma_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.031259775161743164
10.0,-1,Coverage_alpha_investing,gamma_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.030059099197387695
10.0,-1,Coverage_alpha_investing,gamma_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.030677080154418945
10.0,-1,Coverage_alpha_investing,gamma_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.029513835906982422
10.0,25,Traditional,Benjamini,166.0,166.0,85.0,5.055878162384033,25.0,6.616171014150923e-21,1.71302860237999e-05,5.621887369327998e-05,1.0,0.0,1.0,0.8493599891662598
10.0,25,Traditional,Bonferroni,166.0,166.0,85.0,5.055878162384033,25.0,6.616171014150923e-21,1.71302860237999e-05,5.621887369327998e-05,1.0,0.0,1.0,0.8488001823425293
10.0,25,Coverage_Two_Sides,Benjamini,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8675417900085449
10.0,25,Coverage_Two_Sides,Bonferroni,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8665621280670166
10.0,25,Coverage_Side_1,Benjamini,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8602275848388672
10.0,25,Coverage_Side_1,Bonferroni,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8601810932159424
10.0,25,Coverage_Side_2,Benjamini,166.0,166.0,85.0,5.055878162384033,0.0,,,0.0,,,,0.8524191379547119
10.0,25,Coverage_Side_2,Bonferroni,166.0,166.0,85.0,5.055878162384033,0.0,,,0.0,,,,0.8527867794036865
10.0,25,Coverage_alpha_investing,gamma_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.028860807418823242
10.0,25,Coverage_alpha_investing,gamma_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.02885603904724121
10.0,25,Coverage_alpha_investing,gamma_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.03156924247741699
10.0,25,Coverage_alpha_investing,gamma_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.0381622314453125
10.0,20,Traditional,Benjamini,166.0,166.0,85.0,5.055878162384033,20.0,6.616171014150923e-21,2.1699515591484524e-06,4.291737376700488e-06,0.9935483870967742,0.0,0.9935483870967742,0.8492100238800049
10.0,20,Traditional,Bonferroni,166.0,166.0,85.0,5.055878162384033,20.0,6.616171014150923e-21,2.1699515591484524e-06,4.291737376700488e-06,0.9935483870967742,0.0,0.9935483870967742,0.8503601551055908
10.0,20,Coverage_Two_Sides,Benjamini,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0,1.0,0.8677301406860352
