samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,166.0,166.0,85.0,5.055878162384033,59.0,6.6161710141509225e-21,0.0066467065741429,0.0563977371620545,1.0,0.8555901050567627
10.0,-1,TRAD_BN,166.0,166.0,85.0,5.055878162384033,43.0,6.6161710141509225e-21,0.0004873202789154,0.0027649476475879,1.0,0.8519799709320068
10.0,-1,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8681280612945557
10.0,-1,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8695230484008789
10.0,-1,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0312597751617431
10.0,-1,COVER_𝛂_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0300590991973876
10.0,-1,COVER_𝛂_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0306770801544189
10.0,-1,COVER_𝛂_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0295138359069824
10.0,25,TRAD_BY,166.0,166.0,85.0,5.055878162384033,25.0,6.6161710141509225e-21,1.71302860237999e-05,5.621887369327998e-05,1.0,0.8493599891662598
10.0,25,TRAD_BN,166.0,166.0,85.0,5.055878162384033,25.0,6.6161710141509225e-21,1.71302860237999e-05,5.621887369327998e-05,1.0,0.8488001823425293
10.0,25,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8675417900085449
10.0,25,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8665621280670166
10.0,25,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0288608074188232
10.0,25,COVER_𝛂_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0288560390472412
10.0,25,COVER_𝛂_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0315692424774169
10.0,25,COVER_𝛂_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0381622314453125
10.0,20,TRAD_BY,166.0,166.0,85.0,5.055878162384033,20.0,6.6161710141509225e-21,2.1699515591484524e-06,4.291737376700488e-06,0.9935483870967742,0.8492100238800049
10.0,20,TRAD_BN,166.0,166.0,85.0,5.055878162384033,20.0,6.6161710141509225e-21,2.1699515591484524e-06,4.291737376700488e-06,0.9935483870967742,0.8503601551055908
10.0,20,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8677301406860352
10.0,20,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8674821853637695
10.0,20,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0400440692901611
10.0,20,COVER_𝛂_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0315961837768554
10.0,20,COVER_𝛂_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0304958820343017
10.0,20,COVER_𝛂_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0302379131317138
10.0,15,TRAD_BY,166.0,166.0,85.0,5.055878162384033,15.0,6.6161710141509225e-21,1.3729858383178957e-07,3.383147624955394e-07,0.9935483870967742,0.8481237888336182
10.0,15,TRAD_BN,166.0,166.0,85.0,5.055878162384033,15.0,6.6161710141509225e-21,1.3729858383178957e-07,3.383147624955394e-07,0.9935483870967742,0.8478531837463379
10.0,15,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8673710823059082
10.0,15,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8699290752410889
10.0,15,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.02919602394104
10.0,15,COVER_𝛂_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0298020839691162
10.0,15,COVER_𝛂_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0340051651000976
10.0,15,COVER_𝛂_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0310981273651123
10.0,10,TRAD_BY,166.0,166.0,85.0,5.055878162384033,10.0,6.6161710141509225e-21,6.536396920434275e-12,1.3081666826873109e-11,0.9935483870967742,0.8475120067596436
10.0,10,TRAD_BN,166.0,166.0,85.0,5.055878162384033,10.0,6.6161710141509225e-21,6.536396920434275e-12,1.3081666826873109e-11,0.9935483870967742,0.8473796844482422
10.0,10,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8682410717010498
10.0,10,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8679726123809814
10.0,10,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0289101600646972
10.0,10,COVER_𝛂_50,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0303258895874023
10.0,10,COVER_𝛂_100,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0299041271209716
10.0,10,COVER_𝛂_200,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0293488502502441
10.0,5,TRAD_BY,166.0,166.0,85.0,5.055878162384033,5.0,6.6161710141509225e-21,1.5293750615416955e-16,1.606799441612191e-16,0.9548387096774194,0.8468360900878906
10.0,5,TRAD_BN,166.0,166.0,85.0,5.055878162384033,5.0,6.6161710141509225e-21,1.5293750615416955e-16,1.606799441612191e-16,0.9548387096774194,0.846858024597168
10.0,5,COVER_G_BY,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8673961162567139
10.0,5,COVER_G_BN,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.8663239479064941
10.0,5,COVER_𝛂_20,166.0,166.0,85.0,5.055878162384033,4.0,3.1367204368017416e-20,7.72726538938963e-06,7.72726539383277e-06,1.0,0.0291492938995361
