num_max_hypo,threshold,method,adjustment,Candidates,Hypothesis,Without_Adjust,grouping_time,Best_pairs,Min_p_value,Max_p_value,Sum_p_value,Cov_period_1,Cov_period_2,Cov_total,p_value_adjustement_time
10.0,-1,Traditional,Benjamini,166.0,166.0,82.0,4.40962290763855,60.0,5.727261332682811e-30,0.007042391963294772,0.043475062207766556,0.9870967741935484,0.0,0.9870967741935484,0.5784339904785156
10.0,-1,Traditional,Bonferroni,166.0,166.0,82.0,4.40962290763855,42.0,5.727261332682811e-30,0.0004885394243451186,0.0026557289742818895,0.9870967741935484,0.0,0.9870967741935484,0.5757350921630859
10.0,-1,Coverage_Two_Sides,Benjamini,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,2.383550069407746e-15,2.38389074894945e-15,0.9870967741935484,0.0,0.9870967741935484,0.5964629650115967
10.0,-1,Coverage_Two_Sides,Bonferroni,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,2.383550069407746e-15,2.38389074894945e-15,0.9870967741935484,0.0,0.9870967741935484,0.5937719345092773
10.0,-1,Coverage_Side_1,Benjamini,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,2.383550069407746e-15,2.38389074894945e-15,0.9870967741935484,0.0,0.9870967741935484,0.5919082164764404
10.0,-1,Coverage_Side_1,Bonferroni,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,2.383550069407746e-15,2.38389074894945e-15,0.9870967741935484,0.0,0.9870967741935484,0.5878818035125732
10.0,-1,Coverage_Side_2,Benjamini,166.0,166.0,82.0,4.40962290763855,0.0,,,0.0,,,,0.5777158737182617
10.0,-1,Coverage_Side_2,Bonferroni,166.0,166.0,82.0,4.40962290763855,0.0,,,0.0,,,,0.5776128768920898
10.0,-1,Coverage_alpha_investing,gamma_20,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,0.00016141143233159498,0.00016526902119198204,0.9870967741935484,0.0,0.9870967741935484,0.0384218692779541
10.0,-1,Coverage_alpha_investing,gamma_50,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,0.00016141143233159498,0.00016526902119198204,0.9870967741935484,0.0,0.9870967741935484,0.03809714317321777
10.0,-1,Coverage_alpha_investing,gamma_100,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,3.85758885800319e-06,3.857588860387061e-06,0.9870967741935484,0.0,0.9870967741935484,0.045176029205322266
10.0,-1,Coverage_alpha_investing,gamma_200,166.0,166.0,82.0,4.40962290763855,5.0,5.727261332682811e-30,3.85758885800319e-06,3.857588860387061e-06,0.9870967741935484,0.0,0.9870967741935484,0.04327726364135742
10.0,25,Traditional,Benjamini,166.0,166.0,82.0,4.40962290763855,25.0,5.727261332682811e-30,6.183672377821544e-06,1.6673550862428122e-05,0.9870967741935484,0.0,0.9870967741935484,0.5743279457092285
10.0,25,Traditional,Bonferroni,166.0,166.0,82.0,4.40962290763855,25.0,5.727261332682811e-30,6.183672377821544e-06,1.6673550862428122e-05,0.9870967741935484,0.0,0.9870967741935484,0.5740981101989746
