group1,group2,coverage_gained_1,coverage_gained_2,p-value,threshold,method,adjustment,num_max_hypo,wealth,alpha_j,nb_refus_before,pairs,coverage_gained
80's_Drama,3.5,0.9612903225806452,0.0,1.0065447197244263e-06,-1,Traditional,Benjamini,10.0,,,,80's_Drama 3.5,0.4806451612903226
18-24_Long_Horror,3.5,0.9612903225806452,0.0,1.2711893096552684e-06,-1,Traditional,Benjamini,10.0,,,,18-24_Long_Horror 3.5,0.4806451612903226
18-24_Long_90's_Comedy,3.5,0.9612903225806452,0.0,1.3087220781057458e-06,-1,Traditional,Benjamini,10.0,,,,18-24_Long_90's_Comedy 3.5,0.4806451612903226
M_18-24_90's_Adventure,3.5,0.9612903225806452,0.0,1.9541343683259664e-06,-1,Traditional,Benjamini,10.0,,,,M_18-24_90's_Adventure 3.5,0.4806451612903226
M_18-24_Horror,3.5,0.9612903225806452,0.0,2.0471926751087386e-06,-1,Traditional,Benjamini,10.0,,,,M_18-24_Horror 3.5,0.4806451612903226
M_25-34_Long_90's_Adventure,3.5,0.9612903225806452,0.0,7.607908135444452e-06,-1,Traditional,Benjamini,10.0,,,,M_25-34_Long_90's_Adventure 3.5,0.4806451612903226
Sci-Fi,3.5,0.967741935483871,0.0,1.1852729997332359e-05,-1,Traditional,Benjamini,10.0,,,,Sci-Fi 3.5,0.4838709677419355
M_Long_50's_Drama,3.5,0.967741935483871,0.0,1.231101418620212e-05,-1,Traditional,Benjamini,10.0,,,,M_Long_50's_Drama 3.5,0.4838709677419355
M_Adventure,3.5,0.967741935483871,0.0,1.2814211399014384e-05,-1,Traditional,Benjamini,10.0,,,,M_Adventure 3.5,0.4838709677419355
90's_Crime,3.5,0.967741935483871,0.0,1.78201328330832e-05,-1,Traditional,Benjamini,10.0,,,,90's_Crime 3.5,0.4838709677419355
18-24_40's_Thriller,3.5,0.967741935483871,0.0,2.61333987414106e-05,-1,Traditional,Benjamini,10.0,,,,18-24_40's_Thriller 3.5,0.4838709677419355
M_18-24_Long_50's_Drama,3.5,0.967741935483871,0.0,3.3167112562239236e-05,-1,Traditional,Benjamini,10.0,,,,M_18-24_Long_50's_Drama 3.5,0.4838709677419355
18-24_Long_90's_Children's,3.5,0.967741935483871,0.0,4.399397255627193e-05,-1,Traditional,Benjamini,10.0,,,,18-24_Long_90's_Children's 3.5,0.4838709677419355
Long_Film-Noir,3.5,0.967741935483871,0.0,5.2253944737852025e-05,-1,Traditional,Benjamini,10.0,,,,Long_Film-Noir 3.5,0.4838709677419355
M_Long_2000's_Sci-Fi,3.5,0.967741935483871,0.0,7.319965815373059e-05,-1,Traditional,Benjamini,10.0,,,,M_Long_2000's_Sci-Fi 3.5,0.4838709677419355
M_18-24_Film-Noir,3.5,0.967741935483871,0.0,9.146899992537344e-05,-1,Traditional,Benjamini,10.0,,,,M_18-24_Film-Noir 3.5,0.4838709677419355
M_Long_90's_Fantasy,3.5,0.967741935483871,0.0,9.796333594661494e-05,-1,Traditional,Benjamini,10.0,,,,M_Long_90's_Fantasy 3.5,0.4838709677419355
M_25-34_2000's_Thriller,3.5,0.967741935483871,0.0,0.00011280936434037048,-1,Traditional,Benjamini,10.0,,,,M_25-34_2000's_Thriller 3.5,0.4838709677419355
80's_Horror,3.5,0.967741935483871,0.0,0.0001284184221294811,-1,Traditional,Benjamini,10.0,,,,80's_Horror 3.5,0.4838709677419355
M_90's,3.5,0.9741935483870968,0.0,0.00013513522198393976,-1,Traditional,Benjamini,10.0,,,,M_90's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Traditional,Benjamini,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
M_18-24_Animation,3.5,0.9806451612903225,0.0,0.0003046609314726633,-1,Traditional,Benjamini,10.0,,,,M_18-24_Animation 3.5,0.49032258064516127
M_Long_70's_Sci-Fi,3.5,0.9806451612903225,0.0,0.0004093619825658742,-1,Traditional,Benjamini,10.0,,,,M_Long_70's_Sci-Fi 3.5,0.49032258064516127
F_18-24_80's_Adventure,3.5,0.9806451612903225,0.0,0.000507394750168279,-1,Traditional,Benjamini,10.0,,,,F_18-24_80's_Adventure 3.5,0.49032258064516127
35-44_Comedy,3.5,0.9806451612903225,0.0,0.0006207693577480361,-1,Traditional,Benjamini,10.0,,,,35-44_Comedy 3.5,0.49032258064516127
2000's_Adventure,3.5,0.9806451612903225,0.0,0.0006255795517425916,-1,Traditional,Benjamini,10.0,,,,2000's_Adventure 3.5,0.49032258064516127
M_Short,3.5,0.9806451612903225,0.0,0.0006595880322796461,-1,Traditional,Benjamini,10.0,,,,M_Short 3.5,0.49032258064516127
M_80's_Crime,3.5,0.9806451612903225,0.0,0.0008014461207670036,-1,Traditional,Benjamini,10.0,,,,M_80's_Crime 3.5,0.49032258064516127
F_50-55_Long_90's,3.5,0.9806451612903225,0.0,0.0012393950046009781,-1,Traditional,Benjamini,10.0,,,,F_50-55_Long_90's 3.5,0.49032258064516127
M_25-34_Long_2000's_Horror,3.5,0.9806451612903225,0.0,0.0013512144830595354,-1,Traditional,Benjamini,10.0,,,,M_25-34_Long_2000's_Horror 3.5,0.49032258064516127
18-24_Long_80's_Crime,3.5,0.9806451612903225,0.0,0.0015273208249044076,-1,Traditional,Benjamini,10.0,,,,18-24_Long_80's_Crime 3.5,0.49032258064516127
18-24_Long_Fantasy,3.5,0.9806451612903225,0.0,0.0015816368479041405,-1,Traditional,Benjamini,10.0,,,,18-24_Long_Fantasy 3.5,0.49032258064516127
M_Long_40's_Mystery,3.5,0.9806451612903225,0.0,0.0020453214626146485,-1,Traditional,Benjamini,10.0,,,,M_Long_40's_Mystery 3.5,0.49032258064516127
M_35-44_Horror,3.5,0.9806451612903225,0.0,0.002562887948049648,-1,Traditional,Benjamini,10.0,,,,M_35-44_Horror 3.5,0.49032258064516127
M_25-34_Action,3.5,0.9806451612903225,0.0,0.002901502597718853,-1,Traditional,Benjamini,10.0,,,,M_25-34_Action 3.5,0.49032258064516127
Long_90's_Thriller,3.5,0.9806451612903225,0.0,0.0032213127579342393,-1,Traditional,Benjamini,10.0,,,,Long_90's_Thriller 3.5,0.49032258064516127
F_Long_90's_War,3.5,0.9806451612903225,0.0,0.003258513696214655,-1,Traditional,Benjamini,10.0,,,,F_Long_90's_War 3.5,0.49032258064516127
M_18-24_Long_Romance,3.5,0.9806451612903225,0.0,0.0032713575091824917,-1,Traditional,Benjamini,10.0,,,,M_18-24_Long_Romance 3.5,0.49032258064516127
Short_80's,3.5,0.9806451612903225,0.0,0.00327260044755542,-1,Traditional,Benjamini,10.0,,,,Short_80's 3.5,0.49032258064516127
18-24_Long_50's_Comedy,3.5,0.9806451612903225,0.0,0.004496784455108523,-1,Traditional,Benjamini,10.0,,,,18-24_Long_50's_Comedy 3.5,0.49032258064516127
M_18-24_2000's_Action,3.5,0.9806451612903225,0.0,0.005280636451925367,-1,Traditional,Benjamini,10.0,,,,M_18-24_2000's_Action 3.5,0.49032258064516127
40's,3.5,0.9806451612903225,0.0,0.005326521119843994,-1,Traditional,Benjamini,10.0,,,,40's 3.5,0.49032258064516127
M_40's_Drama,3.5,0.9806451612903225,0.0,0.006160379738761796,-1,Traditional,Benjamini,10.0,,,,M_40's_Drama 3.5,0.49032258064516127
F_18-24_90's,3.5,0.17419354838709677,0.0,8.767202585536575e-26,-1,Traditional,Bonferroni,10.0,,,,F_18-24_90's 3.5,0.08709677419354839
Long_90's_Adventure,3.5,0.6064516129032258,0.0,1.893583631403567e-19,-1,Traditional,Bonferroni,10.0,,,,Long_90's_Adventure 3.5,0.3032258064516129
18-24_Long_70's,3.5,0.6838709677419355,0.0,1.3860871756706703e-18,-1,Traditional,Bonferroni,10.0,,,,18-24_Long_70's 3.5,0.3419354838709677
35-44_80's,3.5,0.6903225806451613,0.0,1.5293750615416955e-16,-1,Traditional,Bonferroni,10.0,,,,35-44_80's 3.5,0.34516129032258064
35-44_Long_70's,3.5,0.6903225806451613,0.0,6.536396920434275e-12,-1,Traditional,Bonferroni,10.0,,,,35-44_Long_70's 3.5,0.34516129032258064
M_18-24_Long_50's,3.5,0.7096774193548387,0.0,1.0599061386171061e-10,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Long_50's 3.5,0.3548387096774194
Long_Adventure,3.5,0.7935483870967742,0.0,1.7856962690501967e-10,-1,Traditional,Bonferroni,10.0,,,,Long_Adventure 3.5,0.3967741935483871
M_90's_Adventure,3.5,0.7935483870967742,0.0,3.812937816669632e-10,-1,Traditional,Bonferroni,10.0,,,,M_90's_Adventure 3.5,0.3967741935483871
Long_90's_Fantasy,3.5,0.8129032258064516,0.0,6.708204448472735e-10,-1,Traditional,Bonferroni,10.0,,,,Long_90's_Fantasy 3.5,0.4064516129032258
18-24_90's_Drama,3.5,0.8580645161290322,0.0,1.104238115372602e-09,-1,Traditional,Bonferroni,10.0,,,,18-24_90's_Drama 3.5,0.4290322580645161
M_Crime,3.5,0.9161290322580645,0.0,1.3771533294254657e-09,-1,Traditional,Bonferroni,10.0,,,,M_Crime 3.5,0.45806451612903226
25-34_90's_Action,3.5,0.9290322580645162,0.0,3.5995408728250134e-09,-1,Traditional,Bonferroni,10.0,,,,25-34_90's_Action 3.5,0.4645161290322581
M_Long_90's_Drama,3.5,0.9419354838709677,0.0,1.7188504438540486e-08,-1,Traditional,Bonferroni,10.0,,,,M_Long_90's_Drama 3.5,0.47096774193548385
25-34_Long_Horror,3.5,0.9419354838709677,0.0,3.642474578256459e-08,-1,Traditional,Bonferroni,10.0,,,,25-34_Long_Horror 3.5,0.47096774193548385
M_25-34_Long_Horror,3.5,0.9419354838709677,0.0,5.101825206873927e-08,-1,Traditional,Bonferroni,10.0,,,,M_25-34_Long_Horror 3.5,0.47096774193548385
Long_90's_Drama,3.5,0.9612903225806452,0.0,7.141096899886647e-08,-1,Traditional,Bonferroni,10.0,,,,Long_90's_Drama 3.5,0.4806451612903226
Long_70's_Crime,3.5,0.9612903225806452,0.0,9.220741016391877e-08,-1,Traditional,Bonferroni,10.0,,,,Long_70's_Crime 3.5,0.4806451612903226
60's,3.5,0.9612903225806452,0.0,1.0289085656441438e-07,-1,Traditional,Bonferroni,10.0,,,,60's 3.5,0.4806451612903226
Long_60's,3.5,0.9612903225806452,0.0,1.2733733362861225e-07,-1,Traditional,Bonferroni,10.0,,,,Long_60's 3.5,0.4806451612903226
M_18-24_Long_Crime,3.5,0.9612903225806452,0.0,1.3966147520403674e-07,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Long_Crime 3.5,0.4806451612903226
80's_Drama,3.5,0.9612903225806452,0.0,1.0065447197244263e-06,-1,Traditional,Bonferroni,10.0,,,,80's_Drama 3.5,0.4806451612903226
18-24_Long_Horror,3.5,0.9612903225806452,0.0,1.2711893096552684e-06,-1,Traditional,Bonferroni,10.0,,,,18-24_Long_Horror 3.5,0.4806451612903226
18-24_Long_90's_Comedy,3.5,0.9612903225806452,0.0,1.3087220781057458e-06,-1,Traditional,Bonferroni,10.0,,,,18-24_Long_90's_Comedy 3.5,0.4806451612903226
M_18-24_90's_Adventure,3.5,0.9612903225806452,0.0,1.9541343683259664e-06,-1,Traditional,Bonferroni,10.0,,,,M_18-24_90's_Adventure 3.5,0.4806451612903226
M_18-24_Horror,3.5,0.9612903225806452,0.0,2.0471926751087386e-06,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Horror 3.5,0.4806451612903226
M_25-34_Long_90's_Adventure,3.5,0.9612903225806452,0.0,7.607908135444452e-06,-1,Traditional,Bonferroni,10.0,,,,M_25-34_Long_90's_Adventure 3.5,0.4806451612903226
Sci-Fi,3.5,0.967741935483871,0.0,1.1852729997332359e-05,-1,Traditional,Bonferroni,10.0,,,,Sci-Fi 3.5,0.4838709677419355
M_Long_50's_Drama,3.5,0.967741935483871,0.0,1.231101418620212e-05,-1,Traditional,Bonferroni,10.0,,,,M_Long_50's_Drama 3.5,0.4838709677419355
M_Adventure,3.5,0.967741935483871,0.0,1.2814211399014384e-05,-1,Traditional,Bonferroni,10.0,,,,M_Adventure 3.5,0.4838709677419355
90's_Crime,3.5,0.967741935483871,0.0,1.78201328330832e-05,-1,Traditional,Bonferroni,10.0,,,,90's_Crime 3.5,0.4838709677419355
18-24_40's_Thriller,3.5,0.967741935483871,0.0,2.61333987414106e-05,-1,Traditional,Bonferroni,10.0,,,,18-24_40's_Thriller 3.5,0.4838709677419355
M_18-24_Long_50's_Drama,3.5,0.967741935483871,0.0,3.3167112562239236e-05,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Long_50's_Drama 3.5,0.4838709677419355
18-24_Long_90's_Children's,3.5,0.967741935483871,0.0,4.399397255627193e-05,-1,Traditional,Bonferroni,10.0,,,,18-24_Long_90's_Children's 3.5,0.4838709677419355
Long_Film-Noir,3.5,0.967741935483871,0.0,5.2253944737852025e-05,-1,Traditional,Bonferroni,10.0,,,,Long_Film-Noir 3.5,0.4838709677419355
M_Long_2000's_Sci-Fi,3.5,0.967741935483871,0.0,7.319965815373059e-05,-1,Traditional,Bonferroni,10.0,,,,M_Long_2000's_Sci-Fi 3.5,0.4838709677419355
M_18-24_Film-Noir,3.5,0.967741935483871,0.0,9.146899992537344e-05,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Film-Noir 3.5,0.4838709677419355
M_Long_90's_Fantasy,3.5,0.967741935483871,0.0,9.796333594661494e-05,-1,Traditional,Bonferroni,10.0,,,,M_Long_90's_Fantasy 3.5,0.4838709677419355
M_25-34_2000's_Thriller,3.5,0.967741935483871,0.0,0.00011280936434037048,-1,Traditional,Bonferroni,10.0,,,,M_25-34_2000's_Thriller 3.5,0.4838709677419355
80's_Horror,3.5,0.967741935483871,0.0,0.0001284184221294811,-1,Traditional,Bonferroni,10.0,,,,80's_Horror 3.5,0.4838709677419355
M_90's,3.5,0.9741935483870968,0.0,0.00013513522198393976,-1,Traditional,Bonferroni,10.0,,,,M_90's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Traditional,Bonferroni,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
M_18-24_Animation,3.5,0.9806451612903225,0.0,0.0003046609314726633,-1,Traditional,Bonferroni,10.0,,,,M_18-24_Animation 3.5,0.49032258064516127
M_Long_70's_Sci-Fi,3.5,0.9806451612903225,0.0,0.0004093619825658742,-1,Traditional,Bonferroni,10.0,,,,M_Long_70's_Sci-Fi 3.5,0.49032258064516127
F_18-24_80's_Adventure,3.5,0.9806451612903225,0.0,0.000507394750168279,-1,Traditional,Bonferroni,10.0,,,,F_18-24_80's_Adventure 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_Two_Sides,Benjamini,10.0,,,,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_Two_Sides,Benjamini,10.0,,,,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_Two_Sides,Benjamini,10.0,,,,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_Two_Sides,Benjamini,10.0,,,,M_Crime 3.5,0.47419354838709676
M_90's,3.5,0.9612903225806452,0.0,0.00013513522198393976,-1,Coverage_Two_Sides,Benjamini,10.0,,,,M_90's 3.5,0.4806451612903226
F_18-24_90's,3.5,0.967741935483871,0.0,8.767202585536575e-26,-1,Coverage_Two_Sides,Benjamini,10.0,,,,F_18-24_90's 3.5,0.4838709677419355
18-24_Long_70's,3.5,0.9741935483870968,0.0,1.3860871756706703e-18,-1,Coverage_Two_Sides,Benjamini,10.0,,,,18-24_Long_70's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Coverage_Two_Sides,Benjamini,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,M_Crime 3.5,0.47419354838709676
M_90's,3.5,0.9612903225806452,0.0,0.00013513522198393976,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,M_90's 3.5,0.4806451612903226
F_18-24_90's,3.5,0.967741935483871,0.0,8.767202585536575e-26,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,F_18-24_90's 3.5,0.4838709677419355
18-24_Long_70's,3.5,0.9741935483870968,0.0,1.3860871756706703e-18,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,18-24_Long_70's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Coverage_Two_Sides,Bonferroni,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_Side_1,Benjamini,10.0,,,,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_Side_1,Benjamini,10.0,,,,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_Side_1,Benjamini,10.0,,,,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_Side_1,Benjamini,10.0,,,,M_Crime 3.5,0.47419354838709676
M_90's,3.5,0.9612903225806452,0.0,0.00013513522198393976,-1,Coverage_Side_1,Benjamini,10.0,,,,M_90's 3.5,0.4806451612903226
F_18-24_90's,3.5,0.967741935483871,0.0,8.767202585536575e-26,-1,Coverage_Side_1,Benjamini,10.0,,,,F_18-24_90's 3.5,0.4838709677419355
18-24_Long_70's,3.5,0.9741935483870968,0.0,1.3860871756706703e-18,-1,Coverage_Side_1,Benjamini,10.0,,,,18-24_Long_70's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Coverage_Side_1,Benjamini,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_Side_1,Bonferroni,10.0,,,,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_Side_1,Bonferroni,10.0,,,,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_Side_1,Bonferroni,10.0,,,,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_Side_1,Bonferroni,10.0,,,,M_Crime 3.5,0.47419354838709676
M_90's,3.5,0.9612903225806452,0.0,0.00013513522198393976,-1,Coverage_Side_1,Bonferroni,10.0,,,,M_90's 3.5,0.4806451612903226
F_18-24_90's,3.5,0.967741935483871,0.0,8.767202585536575e-26,-1,Coverage_Side_1,Bonferroni,10.0,,,,F_18-24_90's 3.5,0.4838709677419355
18-24_Long_70's,3.5,0.9741935483870968,0.0,1.3860871756706703e-18,-1,Coverage_Side_1,Bonferroni,10.0,,,,18-24_Long_70's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Coverage_Side_1,Bonferroni,10.0,,,,18-24_2000's_Thriller 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_alpha_investing,gamma_20,10.0,0.045350676255191236,0.0021020713531675833,0.0,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_alpha_investing,gamma_20,10.0,0.045529667883451856,0.0008074279723676942,0.0,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_alpha_investing,gamma_20,10.0,0.04525994541172995,0.00038062519638726723,0.0,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_alpha_investing,gamma_20,10.0,0.04564057060811722,0.00032963108939181436,0.0,M_Crime 3.5,0.47419354838709676
M_90's,3.5,0.9612903225806452,0.0,0.00013513522198393976,-1,Coverage_alpha_investing,gamma_20,10.0,0.04570098658278174,0.00026914265745589804,0.0,M_90's 3.5,0.4806451612903226
M_18-24_Horror,3.5,0.967741935483871,0.0,2.0471926751087386e-06,-1,Coverage_alpha_investing,gamma_20,10.0,0.045970129240237634,0.00019031259819363361,0.0,M_18-24_Horror 3.5,0.4838709677419355
F_18-24_90's,3.5,0.9741935483870968,0.0,8.767202585536575e-26,-1,Coverage_alpha_investing,gamma_20,10.0,0.046160441838431265,0.00019031259819363361,0.0,F_18-24_90's 3.5,0.4870967741935484
18-24_2000's_Thriller,3.5,0.9806451612903225,0.0,0.000145265386929832,-1,Coverage_alpha_investing,gamma_20,10.0,0.0463507544366249,0.00019031259819363361,0.0,18-24_2000's_Thriller 3.5,0.49032258064516127
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_alpha_investing,gamma_50,10.0,0.04664015434989012,0.0008420255847470328,0.0,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_alpha_investing,gamma_50,10.0,0.04671229705692425,0.00032343098608404714,0.0,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_alpha_investing,gamma_50,10.0,0.046604393723640065,0.00015246682900392107,0.0,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_alpha_investing,gamma_50,10.0,0.04675686055264398,0.0001320401471518537,0.0,M_Crime 3.5,0.47419354838709676
M_18-24_Horror,3.5,0.9548387096774194,0.0,2.0471926751087386e-06,-1,Coverage_alpha_investing,gamma_50,10.0,0.046673256793766084,7.623341450196053e-05,0.0,M_18-24_Horror 3.5,0.4774193548387097
25-34_90's_Action,3.5,0.9612903225806452,0.0,3.5995408728250134e-09,-1,Coverage_alpha_investing,gamma_50,10.0,0.04667325098178953,7.623341450196053e-05,0.0,25-34_90's_Action 3.5,0.4806451612903226
F_18-24_90's,3.5,0.967741935483871,0.0,8.767202585536575e-26,-1,Coverage_alpha_investing,gamma_50,10.0,0.046749484396291494,7.623341450196053e-05,0.0,F_18-24_90's 3.5,0.4838709677419355
Long_90's_Drama,3.5,0.7870967741935484,0.0,7.141096899886647e-08,-1,Coverage_alpha_investing,gamma_100,10.0,0.04707005781275995,0.00042121267850398186,0.0,Long_90's_Drama 3.5,0.3935483870967742
Sci-Fi,3.5,0.9032258064516129,0.0,1.1852729997332359e-05,-1,Coverage_alpha_investing,gamma_100,10.0,0.047106220431938635,0.00016179227143148353,0.0,Sci-Fi 3.5,0.45161290322580644
Long_Adventure,3.5,0.9290322580645162,0.0,1.7856962690501967e-10,-1,Coverage_alpha_investing,gamma_100,10.0,0.047052266404072264,7.626960818185102e-05,0.0,Long_Adventure 3.5,0.4645161290322581
M_Crime,3.5,0.9483870967741935,0.0,1.3771533294254657e-09,-1,Coverage_alpha_investing,gamma_100,10.0,0.04712853601225411,6.605141822216845e-05,0.0,M_Crime 3.5,0.47419354838709676
M_18-24_Horror,3.5,0.9548387096774194,0.0,2.0471926751087386e-06,-1,Coverage_alpha_investing,gamma_100,10.0,0.04708672009882176,3.813480409092551e-05,0.0,M_18-24_Horror 3.5,0.4774193548387097
