group1,group2,coverage_gained_1,coverage_gained_2,p-value,threshold,method,adjustment,num_max_hypo,wealth,alpha_j,nb_refus_before,pairs,coverage_gained
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_Two_Sides,Benjamini,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_Two_Sides,Benjamini,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_Two_Sides,Bonferroni,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_Two_Sides,Bonferroni,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_Two_Sides,Bonferroni,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_Two_Sides,Bonferroni,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_Side_1,Benjamini,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_Side_1,Benjamini,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_Side_1,Benjamini,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_Side_1,Benjamini,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_Side_1,Bonferroni,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_Side_1,Bonferroni,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_Side_1,Bonferroni,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_Side_1,Bonferroni,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_alpha_investing,gamma_20,30.0,0.045203069048105816,0.0022275518510858432,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_alpha_investing,gamma_20,30.0,0.04611122671493982,0.0006311954810859515,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_alpha_investing,gamma_20,30.0,0.04674242219602577,0.0004255519065355685,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_alpha_investing,gamma_20,30.0,0.047167974102561336,0.00026914265745589804,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_alpha_investing,gamma_50,30.0,0.04658118468259454,0.0008922892399149497,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_alpha_investing,gamma_50,30.0,0.04694517382025559,0.00025283763239064116,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_alpha_investing,gamma_50,30.0,0.04719801145264623,0.00017046309698330204,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_alpha_investing,gamma_50,30.0,0.04736847454962953,0.00010781032869468237,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_alpha_investing,gamma_100,30.0,0.0470405851847434,0.00044635643803836623,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_alpha_investing,gamma_100,30.0,0.047222701042962986,0.00012647883662331006,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,10,Coverage_alpha_investing,gamma_100,30.0,0.0473491798795863,8.527201425594651e-05,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,10,Coverage_alpha_investing,gamma_100,30.0,0.047434451893842246,5.393075714382784e-05,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,10,Coverage_alpha_investing,gamma_200,30.0,0.04727029080319142,0.0002232312112605428,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,10,Coverage_alpha_investing,gamma_200,30.0,0.047361379080732985,6.325443410725259e-05,0.0,2000's 3.5,0.4774193548387097
M_Drama,3.5,0.9806451612903225,0.0,2.4775697861145596e-23,10,Coverage_alpha_investing,gamma_200,30.0,0.04733933761574958,3.8143858956366555e-05,0.0,M_Drama 3.5,0.49032258064516127
F,3.5,0.9935483870967742,0.0,1.9648153997278684e-20,10,Coverage_alpha_investing,gamma_200,30.0,0.04737748147470595,2.6971781328670016e-05,0.0,F 3.5,0.4967741935483871
M_25-34_Long_90's,3.5,1.0,0.0,4.480252613925859e-06,10,Coverage_alpha_investing,gamma_200,30.0,0.04732816408314016,1.9071929478183277e-05,0.0,M_25-34_Long_90's 3.5,0.5
M_Long_70's,3.5,0.4258064516129032,0.0,4.1879986155197155e-35,5,Traditional,Benjamini,30.0,,,,M_Long_70's 3.5,0.2129032258064516
M_18-24_Long_Drama,3.5,0.632258064516129,0.0,1.1379655796361693e-26,5,Traditional,Benjamini,30.0,,,,M_18-24_Long_Drama 3.5,0.3161290322580645
2000's,3.5,0.9290322580645162,0.0,4.786086289529176e-25,5,Traditional,Benjamini,30.0,,,,2000's 3.5,0.4645161290322581
M_Drama,3.5,0.9419354838709677,0.0,2.4775697861145596e-23,5,Traditional,Benjamini,30.0,,,,M_Drama 3.5,0.47096774193548385
M_Long_Drama,3.5,0.9419354838709677,0.0,5.375115373178692e-23,5,Traditional,Benjamini,30.0,,,,M_Long_Drama 3.5,0.47096774193548385
M_Long_70's,3.5,0.4258064516129032,0.0,4.1879986155197155e-35,5,Traditional,Bonferroni,30.0,,,,M_Long_70's 3.5,0.2129032258064516
M_18-24_Long_Drama,3.5,0.632258064516129,0.0,1.1379655796361693e-26,5,Traditional,Bonferroni,30.0,,,,M_18-24_Long_Drama 3.5,0.3161290322580645
2000's,3.5,0.9290322580645162,0.0,4.786086289529176e-25,5,Traditional,Bonferroni,30.0,,,,2000's 3.5,0.4645161290322581
M_Drama,3.5,0.9419354838709677,0.0,2.4775697861145596e-23,5,Traditional,Bonferroni,30.0,,,,M_Drama 3.5,0.47096774193548385
M_Long_Drama,3.5,0.9419354838709677,0.0,5.375115373178692e-23,5,Traditional,Bonferroni,30.0,,,,M_Long_Drama 3.5,0.47096774193548385
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_Two_Sides,Benjamini,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_Two_Sides,Benjamini,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_Two_Sides,Benjamini,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_Two_Sides,Benjamini,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_Two_Sides,Bonferroni,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_Two_Sides,Bonferroni,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_Two_Sides,Bonferroni,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_Two_Sides,Bonferroni,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_Side_1,Benjamini,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_Side_1,Benjamini,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_Side_1,Benjamini,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_Side_1,Benjamini,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_Side_1,Bonferroni,30.0,,,,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_Side_1,Bonferroni,30.0,,,,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_Side_1,Bonferroni,30.0,,,,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_Side_1,Bonferroni,30.0,,,,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_alpha_investing,gamma_20,30.0,0.045203069048105816,0.0022275518510858432,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_alpha_investing,gamma_20,30.0,0.04611122671493982,0.0006311954810859515,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_alpha_investing,gamma_20,30.0,0.04674242219602577,0.0004255519065355685,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_alpha_investing,gamma_20,30.0,0.047167974102561336,0.00026914265745589804,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_alpha_investing,gamma_50,30.0,0.04658118468259454,0.0008922892399149497,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_alpha_investing,gamma_50,30.0,0.04694517382025559,0.00025283763239064116,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_alpha_investing,gamma_50,30.0,0.04719801145264623,0.00017046309698330204,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_alpha_investing,gamma_50,30.0,0.04736847454962953,0.00010781032869468237,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_alpha_investing,gamma_100,30.0,0.0470405851847434,0.00044635643803836623,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_alpha_investing,gamma_100,30.0,0.047222701042962986,0.00012647883662331006,0.0,2000's 3.5,0.4774193548387097
M_Long_90's,3.5,0.9870967741935484,0.0,5.6191313613309995e-05,5,Coverage_alpha_investing,gamma_100,30.0,0.0473491798795863,8.527201425594651e-05,0.0,M_Long_90's 3.5,0.4935483870967742
F,3.5,1.0,0.0,1.9648153997278684e-20,5,Coverage_alpha_investing,gamma_100,30.0,0.047434451893842246,5.393075714382784e-05,0.0,F 3.5,0.5
Action,3.5,0.8838709677419355,0.0,2.4442732963127835e-13,5,Coverage_alpha_investing,gamma_200,30.0,0.04727029080319142,0.0002232312112605428,0.0,Action 3.5,0.44193548387096776
2000's,3.5,0.9548387096774194,0.0,4.786086289529176e-25,5,Coverage_alpha_investing,gamma_200,30.0,0.047361379080732985,6.325443410725259e-05,0.0,2000's 3.5,0.4774193548387097
M_Drama,3.5,0.9806451612903225,0.0,2.4775697861145596e-23,5,Coverage_alpha_investing,gamma_200,30.0,0.04733933761574958,3.8143858956366555e-05,0.0,M_Drama 3.5,0.49032258064516127
F,3.5,0.9935483870967742,0.0,1.9648153997278684e-20,5,Coverage_alpha_investing,gamma_200,30.0,0.04737748147470595,2.6971781328670016e-05,0.0,F 3.5,0.4967741935483871
M_25-34_Long_90's,3.5,1.0,0.0,4.480252613925859e-06,5,Coverage_alpha_investing,gamma_200,30.0,0.04732816408314016,1.9071929478183277e-05,0.0,M_25-34_Long_90's 3.5,0.5
M_Long_70's,3.5,0.4258064516129032,0.0,4.1879986155197155e-35,-1,Traditional,Benjamini,40.0,,,,M_Long_70's 3.5,0.2129032258064516
35-44,3.5,0.43870967741935485,0.0,5.718339945765422e-35,-1,Traditional,Benjamini,40.0,,,,35-44 3.5,0.21935483870967742
F_Long_90's,3.5,0.6774193548387096,0.0,1.1480384125791984e-31,-1,Traditional,Benjamini,40.0,,,,F_Long_90's 3.5,0.3387096774193548
M_18-24_Drama,3.5,0.8838709677419355,0.0,8.114750902317969e-27,-1,Traditional,Benjamini,40.0,,,,M_18-24_Drama 3.5,0.44193548387096776
M_18-24_Long_Drama,3.5,0.8838709677419355,0.0,1.1379655796361693e-26,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_Drama 3.5,0.44193548387096776
F_18-24_90's,3.5,0.8838709677419355,0.0,8.767202585536575e-26,-1,Traditional,Benjamini,40.0,,,,F_18-24_90's 3.5,0.44193548387096776
Long_90's_Action,3.5,0.9354838709677419,0.0,4.438015857481949e-22,-1,Traditional,Benjamini,40.0,,,,Long_90's_Action 3.5,0.46774193548387094
M_18-24_Long_70's,3.5,0.9354838709677419,0.0,6.616171014150923e-21,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_70's 3.5,0.46774193548387094
90's_Adventure,3.5,0.9354838709677419,0.0,1.893583631403567e-19,-1,Traditional,Benjamini,40.0,,,,90's_Adventure 3.5,0.46774193548387094
Long_Drama,3.5,0.9612903225806452,0.0,7.727329910063361e-19,-1,Traditional,Benjamini,40.0,,,,Long_Drama 3.5,0.4806451612903226
18-24_Long_70's,3.5,0.9612903225806452,0.0,1.3860871756706703e-18,-1,Traditional,Benjamini,40.0,,,,18-24_Long_70's 3.5,0.4806451612903226
M_25-34_Long_2000's,3.5,0.9741935483870968,0.0,6.318367455996733e-18,-1,Traditional,Benjamini,40.0,,,,M_25-34_Long_2000's 3.5,0.4870967741935484
F_18-24_Long,3.5,0.9806451612903225,0.0,9.167551441116168e-18,-1,Traditional,Benjamini,40.0,,,,F_18-24_Long 3.5,0.49032258064516127
25-34_Long_2000's,3.5,0.9806451612903225,0.0,1.4540886603839062e-17,-1,Traditional,Benjamini,40.0,,,,25-34_Long_2000's 3.5,0.49032258064516127
35-44_80's,3.5,0.9806451612903225,0.0,1.5293750615416955e-16,-1,Traditional,Benjamini,40.0,,,,35-44_80's 3.5,0.49032258064516127
F_18-24,3.5,0.9806451612903225,0.0,1.7391081584617732e-16,-1,Traditional,Benjamini,40.0,,,,F_18-24 3.5,0.49032258064516127
M_35-44_Long_80's,3.5,0.9806451612903225,0.0,2.2380399815399196e-15,-1,Traditional,Benjamini,40.0,,,,M_35-44_Long_80's 3.5,0.49032258064516127
18-24_Long_90's_Action,3.5,0.9806451612903225,0.0,2.383550069407746e-15,-1,Traditional,Benjamini,40.0,,,,18-24_Long_90's_Action 3.5,0.49032258064516127
Long_50's,3.5,0.9806451612903225,0.0,3.8866112532063616e-14,-1,Traditional,Benjamini,40.0,,,,Long_50's 3.5,0.49032258064516127
18-24_Long_90's_Adventure,3.5,0.9806451612903225,0.0,6.68524147909207e-14,-1,Traditional,Benjamini,40.0,,,,18-24_Long_90's_Adventure 3.5,0.49032258064516127
Long_Action,3.5,0.9870967741935484,0.0,1.9090659713882732e-13,-1,Traditional,Benjamini,40.0,,,,Long_Action 3.5,0.4935483870967742
F_18-24_2000's,3.5,0.9870967741935484,0.0,9.93841861333172e-13,-1,Traditional,Benjamini,40.0,,,,F_18-24_2000's 3.5,0.4935483870967742
F_2000's,3.5,0.9870967741935484,0.0,1.8142696255089597e-12,-1,Traditional,Benjamini,40.0,,,,F_2000's 3.5,0.4935483870967742
F_Long_2000's,3.5,0.9870967741935484,0.0,1.8142696255089597e-12,-1,Traditional,Benjamini,40.0,,,,F_Long_2000's 3.5,0.4935483870967742
M_90's_Action,3.5,0.9870967741935484,0.0,1.9357339332133062e-12,-1,Traditional,Benjamini,40.0,,,,M_90's_Action 3.5,0.4935483870967742
F_Long_90's_Adventure,3.5,0.9870967741935484,0.0,3.3073149684749404e-12,-1,Traditional,Benjamini,40.0,,,,F_Long_90's_Adventure 3.5,0.4935483870967742
M_35-44_Long_70's,3.5,0.9870967741935484,0.0,6.536396920434275e-12,-1,Traditional,Benjamini,40.0,,,,M_35-44_Long_70's 3.5,0.4935483870967742
M_35-44_70's,3.5,0.9870967741935484,0.0,6.536396920434275e-12,-1,Traditional,Benjamini,40.0,,,,M_35-44_70's 3.5,0.4935483870967742
M_Long_70's_Drama,3.5,0.9870967741935484,0.0,6.547583168567911e-12,-1,Traditional,Benjamini,40.0,,,,M_Long_70's_Drama 3.5,0.4935483870967742
M_18-24_90's_Drama,3.5,0.9870967741935484,0.0,1.2479421270650871e-11,-1,Traditional,Benjamini,40.0,,,,M_18-24_90's_Drama 3.5,0.4935483870967742
M_18-24_Long_90's_Drama,3.5,0.9870967741935484,0.0,1.3058490547850213e-11,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_90's_Drama 3.5,0.4935483870967742
18-24_Long_50's,3.5,0.9870967741935484,0.0,1.4930302386254527e-11,-1,Traditional,Benjamini,40.0,,,,18-24_Long_50's 3.5,0.4935483870967742
Long_70's_Drama,3.5,0.9870967741935484,0.0,2.2265943438658986e-11,-1,Traditional,Benjamini,40.0,,,,Long_70's_Drama 3.5,0.4935483870967742
M_18-24_Long_50's,3.5,0.9870967741935484,0.0,1.0599061386171061e-10,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_50's 3.5,0.4935483870967742
Short_90's,3.5,0.9870967741935484,0.0,1.1050400638966365e-10,-1,Traditional,Benjamini,40.0,,,,Short_90's 3.5,0.4935483870967742
Long_Horror,3.5,0.9870967741935484,0.0,1.1546129690550338e-10,-1,Traditional,Benjamini,40.0,,,,Long_Horror 3.5,0.4935483870967742
Horror,3.5,0.9870967741935484,0.0,1.1546129690550338e-10,-1,Traditional,Benjamini,40.0,,,,Horror 3.5,0.4935483870967742
F_18-24_90's_Adventure,3.5,0.9870967741935484,0.0,1.4367427048739739e-10,-1,Traditional,Benjamini,40.0,,,,F_18-24_90's_Adventure 3.5,0.4935483870967742
25-34_Long_90's,3.5,0.9935483870967742,0.0,2.8692732126812083e-10,-1,Traditional,Benjamini,40.0,,,,25-34_Long_90's 3.5,0.4967741935483871
M_90's_Adventure,3.5,0.9935483870967742,0.0,3.812937816669632e-10,-1,Traditional,Benjamini,40.0,,,,M_90's_Adventure 3.5,0.4967741935483871
M_Long_90's_Adventure,3.5,0.9935483870967742,0.0,3.812937816669632e-10,-1,Traditional,Benjamini,40.0,,,,M_Long_90's_Adventure 3.5,0.4967741935483871
Adventure,3.5,0.9935483870967742,0.0,4.40478688278856e-10,-1,Traditional,Benjamini,40.0,,,,Adventure 3.5,0.4967741935483871
M_70's_Comedy,3.5,0.9935483870967742,0.0,4.996236353508708e-10,-1,Traditional,Benjamini,40.0,,,,M_70's_Comedy 3.5,0.4967741935483871
18-24_Long_90's_Drama,3.5,0.9935483870967742,0.0,1.0543743806157704e-09,-1,Traditional,Benjamini,40.0,,,,18-24_Long_90's_Drama 3.5,0.4967741935483871
M_Long_Crime,3.5,0.9935483870967742,0.0,1.868410157671861e-09,-1,Traditional,Benjamini,40.0,,,,M_Long_Crime 3.5,0.4967741935483871
Long_90's_Sci-Fi,3.5,0.9935483870967742,0.0,2.76898892930984e-09,-1,Traditional,Benjamini,40.0,,,,Long_90's_Sci-Fi 3.5,0.4967741935483871
F_18-24_Long_90's_Action,3.5,0.9935483870967742,0.0,2.8143915391620086e-09,-1,Traditional,Benjamini,40.0,,,,F_18-24_Long_90's_Action 3.5,0.4967741935483871
25-34_70's,3.5,0.9935483870967742,0.0,2.902521325570982e-09,-1,Traditional,Benjamini,40.0,,,,25-34_70's 3.5,0.4967741935483871
18-24_70's_Drama,3.5,0.9935483870967742,0.0,5.507370221168495e-09,-1,Traditional,Benjamini,40.0,,,,18-24_70's_Drama 3.5,0.4967741935483871
M_18-24_70's_Drama,3.5,0.9935483870967742,0.0,6.066762271370374e-09,-1,Traditional,Benjamini,40.0,,,,M_18-24_70's_Drama 3.5,0.4967741935483871
M_18-24_Long_70's_Drama,3.5,0.9935483870967742,0.0,6.066762271370374e-09,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_70's_Drama 3.5,0.4967741935483871
M_18-24_90's_Action,3.5,0.9935483870967742,0.0,8.600611094373146e-09,-1,Traditional,Benjamini,40.0,,,,M_18-24_90's_Action 3.5,0.4967741935483871
M_Long_90's_Drama,3.5,0.9935483870967742,0.0,1.7188504438540486e-08,-1,Traditional,Benjamini,40.0,,,,M_Long_90's_Drama 3.5,0.4967741935483871
M_Long_70's_Crime,3.5,0.9935483870967742,0.0,2.8913251260783266e-08,-1,Traditional,Benjamini,40.0,,,,M_Long_70's_Crime 3.5,0.4967741935483871
Long_70's_Comedy,3.5,0.9935483870967742,0.0,2.9911524910090974e-08,-1,Traditional,Benjamini,40.0,,,,Long_70's_Comedy 3.5,0.4967741935483871
25-34_Horror,3.5,0.9935483870967742,0.0,3.642474578256459e-08,-1,Traditional,Benjamini,40.0,,,,25-34_Horror 3.5,0.4967741935483871
Long_90's_Comedy,3.5,0.9935483870967742,0.0,4.294857006438462e-08,-1,Traditional,Benjamini,40.0,,,,Long_90's_Comedy 3.5,0.4967741935483871
F_25-34_Long,3.5,0.9935483870967742,0.0,5.1248914138960225e-08,-1,Traditional,Benjamini,40.0,,,,F_25-34_Long 3.5,0.4967741935483871
F_Long_Action,3.5,0.9935483870967742,0.0,5.46070768474636e-08,-1,Traditional,Benjamini,40.0,,,,F_Long_Action 3.5,0.4967741935483871
M_Long_Action,3.5,0.9935483870967742,0.0,7.076183022239717e-08,-1,Traditional,Benjamini,40.0,,,,M_Long_Action 3.5,0.4967741935483871
35-44_90's,3.5,0.9935483870967742,0.0,8.055953799012567e-08,-1,Traditional,Benjamini,40.0,,,,35-44_90's 3.5,0.4967741935483871
35-44_Long_90's,3.5,0.9935483870967742,0.0,8.055953799012567e-08,-1,Traditional,Benjamini,40.0,,,,35-44_Long_90's 3.5,0.4967741935483871
M_35-44_Long_90's,3.5,0.9935483870967742,0.0,8.055953799012567e-08,-1,Traditional,Benjamini,40.0,,,,M_35-44_Long_90's 3.5,0.4967741935483871
M_Action,3.5,0.9935483870967742,0.0,8.691336427895756e-08,-1,Traditional,Benjamini,40.0,,,,M_Action 3.5,0.4967741935483871
70's_Crime,3.5,0.9935483870967742,0.0,9.220741016391877e-08,-1,Traditional,Benjamini,40.0,,,,70's_Crime 3.5,0.4967741935483871
18-24_Long_Adventure,3.5,0.9935483870967742,0.0,9.26544123452417e-08,-1,Traditional,Benjamini,40.0,,,,18-24_Long_Adventure 3.5,0.4967741935483871
Long_2000's_Thriller,3.5,0.9935483870967742,0.0,1.0862224304753454e-07,-1,Traditional,Benjamini,40.0,,,,Long_2000's_Thriller 3.5,0.4967741935483871
Long_60's,3.5,0.9935483870967742,0.0,1.2733733362861225e-07,-1,Traditional,Benjamini,40.0,,,,Long_60's 3.5,0.4967741935483871
25-34_Long_90's_Adventure,3.5,0.9935483870967742,0.0,1.473707397654783e-07,-1,Traditional,Benjamini,40.0,,,,25-34_Long_90's_Adventure 3.5,0.4967741935483871
90's_Horror,3.5,0.9935483870967742,0.0,1.5624620273067312e-07,-1,Traditional,Benjamini,40.0,,,,90's_Horror 3.5,0.4967741935483871
Long_90's_Horror,3.5,0.9935483870967742,0.0,1.5624620273067312e-07,-1,Traditional,Benjamini,40.0,,,,Long_90's_Horror 3.5,0.4967741935483871
F_25-34_Long_Action,3.5,0.9935483870967742,0.0,1.7374018910509264e-07,-1,Traditional,Benjamini,40.0,,,,F_25-34_Long_Action 3.5,0.4967741935483871
F_25-34_Action,3.5,0.9935483870967742,0.0,1.7374018910509264e-07,-1,Traditional,Benjamini,40.0,,,,F_25-34_Action 3.5,0.4967741935483871
M_Long_80's_Drama,3.5,0.9935483870967742,0.0,1.9566154489179838e-07,-1,Traditional,Benjamini,40.0,,,,M_Long_80's_Drama 3.5,0.4967741935483871
18-24_Adventure,3.5,0.9935483870967742,0.0,2.442401079282542e-07,-1,Traditional,Benjamini,40.0,,,,18-24_Adventure 3.5,0.4967741935483871
25-34_Short_90's,3.5,0.9935483870967742,0.0,2.674880164755928e-07,-1,Traditional,Benjamini,40.0,,,,25-34_Short_90's 3.5,0.4967741935483871
M_90's_Horror,3.5,0.9935483870967742,0.0,3.042863879687206e-07,-1,Traditional,Benjamini,40.0,,,,M_90's_Horror 3.5,0.4967741935483871
M_Long_90's_Horror,3.5,0.9935483870967742,0.0,3.042863879687206e-07,-1,Traditional,Benjamini,40.0,,,,M_Long_90's_Horror 3.5,0.4967741935483871
M_18-24_Long_30's,3.5,0.9935483870967742,0.0,3.054280427805502e-07,-1,Traditional,Benjamini,40.0,,,,M_18-24_Long_30's 3.5,0.4967741935483871
M_Long_90's_Crime,3.5,0.9935483870967742,0.0,3.6623145780513934e-07,-1,Traditional,Benjamini,40.0,,,,M_Long_90's_Crime 3.5,0.4967741935483871
F_90's_Fantasy,3.5,0.9935483870967742,0.0,4.043586342827537e-07,-1,Traditional,Benjamini,40.0,,,,F_90's_Fantasy 3.5,0.4967741935483871
M_Long_40's_Thriller,3.5,0.9935483870967742,0.0,4.4894633249722114e-07,-1,Traditional,Benjamini,40.0,,,,M_Long_40's_Thriller 3.5,0.4967741935483871
Short,3.5,0.9935483870967742,0.0,5.085470765502883e-07,-1,Traditional,Benjamini,40.0,,,,Short 3.5,0.4967741935483871
30's,3.5,0.9935483870967742,0.0,5.538864054953669e-07,-1,Traditional,Benjamini,40.0,,,,30's 3.5,0.4967741935483871
Long_30's,3.5,0.9935483870967742,0.0,6.328883597402619e-07,-1,Traditional,Benjamini,40.0,,,,Long_30's 3.5,0.4967741935483871
25-34_Action,3.5,0.9935483870967742,0.0,7.07558600292934e-07,-1,Traditional,Benjamini,40.0,,,,25-34_Action 3.5,0.4967741935483871
Crime,3.5,0.9935483870967742,0.0,7.077367189770982e-07,-1,Traditional,Benjamini,40.0,,,,Crime 3.5,0.4967741935483871
25-34_Long_Action,3.5,0.9935483870967742,0.0,7.79007600743642e-07,-1,Traditional,Benjamini,40.0,,,,25-34_Long_Action 3.5,0.4967741935483871
F_18-24_90's_Fantasy,3.5,0.9935483870967742,0.0,7.827968597288472e-07,-1,Traditional,Benjamini,40.0,,,,F_18-24_90's_Fantasy 3.5,0.4967741935483871
Long_Crime,3.5,0.9935483870967742,0.0,8.981089594377057e-07,-1,Traditional,Benjamini,40.0,,,,Long_Crime 3.5,0.4967741935483871
F_Thriller,3.5,0.9935483870967742,0.0,1.0447334186059117e-06,-1,Traditional,Benjamini,40.0,,,,F_Thriller 3.5,0.4967741935483871
F_18-24_2000's_Comedy,3.5,0.9935483870967742,0.0,1.2676065668175092e-06,-1,Traditional,Benjamini,40.0,,,,F_18-24_2000's_Comedy 3.5,0.4967741935483871
Long_80's_Drama,3.5,0.9935483870967742,0.0,1.359241893238212e-06,-1,Traditional,Benjamini,40.0,,,,Long_80's_Drama 3.5,0.4967741935483871
