grp1,grp1_size,grp2,grp2_size,p-value
M_25-34_Crime,197,3.5,0,0.018312003725023732
Long_70's_Action,126,3.5,0,0.00046488089394765346
18-24_Long_2000's_Crime,52,3.5,0,0.003925414971749141
Long_50's_Musical,73,3.5,0,0.007367282120304502
M_25-34_2000's_Action,48,3.5,0,0.00010125747662592313
M_18-24_80's_Horror,65,3.5,0,0.006551649742404985
M_60's_War,23,3.5,0,0.04340077206695743
M_18-24_90's_Horror,177,3.5,0,7.524655464653669e-06
18-24_Long_70's_Drama,92,3.5,0,5.507370221168495e-09
F_Long_70's_Sci-Fi,17,3.5,0,0.030063765148204614
Long_60's_Western,24,3.5,0,0.04182688527100707
M_25-34_2000's,464,3.5,0,6.318367455996733e-18
F_25-34_90's_Action,68,3.5,0,1.6019756557904266e-05
M_18-24_Long_90's_Sci-Fi,315,3.5,0,1.5851441887883843e-05
M_25-34_Long_Comedy,715,3.5,0,0.02052494114463608
Long_50's_Thriller,31,3.5,0,0.01747047771169878
M_Animation,417,3.5,0,0.003080239586187811
18-24_Long_2000's_Sci-Fi,98,3.5,0,0.011322742675506143
M_25-34_70's_Drama,36,3.5,0,0.0010545469920455579
F_80's,687,3.5,0,0.0003304181341649765
F_2000's_Comedy,105,3.5,0,9.724645661364889e-06
18-24_Long_70's_Comedy,106,3.5,0,5.7287996962566574e-05
M_18-24_Long_2000's_Action,108,3.5,0,0.005280636451925367
M_25-34_Adventure,225,3.5,0,0.009971663808905608
M_25-34_70's_Adventure,24,3.5,0,0.020911918105211
M_25-34_Long_90's_Comedy,372,3.5,0,0.011205811794254335
F_18-24_Thriller,232,3.5,0,2.5790152520647034e-05
M_35-44_Long_Comedy,18,3.5,0,0.0006207693577480361
M_25-34_Long_70's_Action,47,3.5,0,0.026724249228801934
M_25-34_Long_War,65,3.5,0,0.008205686003247165
F_Long_90's_Children's,132,3.5,0,2.1699515591484524e-06
M_25-34_2000's_Horror,20,3.5,0,0.0013512144830595354
25-34_Documentary,29,3.5,0,0.01667053589887865
Long_80's,3062,3.5,0,0.00011632559341186722
18-24_Long_2000's_Adventure,36,3.5,0,0.014879451541452902
35-44_Long_80's,70,3.5,0,2.2380399815399196e-15
War,357,3.5,0,0.007241241515048737
Thriller,1723,3.5,0,0.034544417825271484
Adventure,1028,3.5,0,4.40478688278856e-10
18-24_Long_2000's_Romance,52,3.5,0,0.024772295344730265
50's_Musical,73,3.5,0,0.007367282120304502
M_25-34_Long_70's_Sci-Fi,27,3.5,0,0.008763200228495673
F_Long_2000's_Thriller,67,3.5,0,0.0012756543740736882
M_Long_20's,16,3.5,0,0.003202136266662401
M_18-24_Long_50's,282,3.5,0,1.0599061386171061e-10
18-24_Documentary,41,3.5,0,0.011358909206347256
