samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,132925.0,10847.0,2078.0,19.443886041641235,955.0,1.6056967024044806e-21,0.0027850221200869,0.5881232817691104,0.9806763285024156,108.93644881248474
10.0,-1,TRAD_BN,132925.0,10847.0,2078.0,19.443886041641235,271.0,1.6056967024044806e-21,2.254797882246505e-05,0.0014080401369843,0.9094348408125256,108.75861501693726
10.0,-1,COVER_G_BY,132925.0,10847.0,2078.0,19.443886041641235,21.0,1.4218589287699045e-20,0.0027506859232097,0.0074637717046182,0.9806763285024156,108.92763376235962
10.0,-1,COVER_G_BN,132925.0,10847.0,2078.0,19.443886041641235,24.0,1.6056967024044806e-21,1.7941834729996776e-05,6.345487001958134e-05,0.9094348408125256,109.6050329208374
10.0,-1,COVER_𝛂_20,132925.0,10847.0,2078.0,19.443886041641235,9.0,1.0607792951208591e-08,0.0004461511044015,0.00100361880895,0.9203189569873698,31.381177186965942
10.0,-1,COVER_𝛂_50,132925.0,10847.0,2078.0,19.443886041641235,6.0,1.0607792951208591e-08,5.592885938181184e-05,0.0001069858357263,0.8297246958849892,56.810657024383545
10.0,-1,COVER_𝛂_100,132925.0,10847.0,2078.0,19.443886041641235,14.0,1.4218589287699045e-20,5.592885938181184e-05,0.0001130174912274,0.8876957103777429,37.095256090164185
10.0,-1,COVER_𝛂_200,132925.0,10847.0,2078.0,19.443886041641235,20.0,1.6056967024044806e-21,5.592885938181184e-05,0.0001252976292794,0.9094348408125256,30.9922091960907
10.0,25,TRAD_BY,132925.0,10847.0,2078.0,19.443886041641235,25.0,1.6056967024044806e-21,7.727904482051333e-10,3.998623480866027e-09,0.6392817647401199,108.73093581199646
10.0,25,TRAD_BN,132925.0,10847.0,2078.0,19.443886041641235,25.0,1.6056967024044806e-21,7.727904482051333e-10,3.998623480866027e-09,0.6392817647401199,108.72703099250792
10.0,25,COVER_G_BY,132925.0,10847.0,2078.0,19.443886041641235,21.0,1.4218589287699045e-20,0.0027506859232097,0.0074637717046182,0.9806763285024156,108.9083948135376
10.0,25,COVER_G_BN,132925.0,10847.0,2078.0,19.443886041641235,24.0,1.6056967024044806e-21,1.7941834729996776e-05,6.345487001958134e-05,0.9094348408125256,109.55288195610046
10.0,25,COVER_𝛂_20,132925.0,10847.0,2078.0,19.443886041641235,9.0,1.0607792951208591e-08,0.0004461511044015,0.00100361880895,0.9203189569873698,31.47297692298889
