grp1,grp1_size,grp2,grp2_size,p-value
25-29_110501,12,norm,0,5.176651378299868e-10
35-39_130101,61,norm,0,5.172044506726e-49
300605,16,norm,0,3.372836020422926e-13
25-29_100401,15,norm,0,2.110050690180713e-12
500405,19,norm,0,1.3789427200730043e-15
40-44_530404,48,norm,0,1.1457230631881586e-38
760915,13,norm,0,8.265582782641991e-11
25-29_500210,43,norm,0,1.0918276048030177e-34
30-34_130206,192,norm,0,2.929288374768427e-153
760920,24,norm,0,1.443962898120834e-19
35-39_530406,46,norm,0,4.474076157616867e-37
760553,17,norm,0,5.3924279686793435e-14
540215,21,norm,0,3.5275491988228295e-17
300614,19,norm,0,1.3789427200730043e-15
40-44_110411,243,norm,0,7.627485130203451e-194
35-39_110109,33,norm,0,9.920129899870544e-27
300711,66,norm,0,5.428739571570671e-53
30-34_520425,28,norm,0,9.45994460395218e-23
30-34_130204,162,norm,0,2.1875369991573743e-129
100203,108,norm,0,2.0503237685409113e-86
520464,18,norm,0,8.622627804319459e-15
40-44_100213,17,norm,0,5.3924279686793435e-14
35-39_560339,12,norm,0,5.176651378299868e-10
35-39_110115,13,norm,0,8.265582782641991e-11
40-44_520469,13,norm,0,8.265582782641991e-11
320201,56,norm,0,4.927720571856005e-45
731302,84,norm,0,2.5736155494066364e-67
40-44_760164,11,norm,0,3.244175243873352e-09
50-54_530407,11,norm,0,3.244175243873352e-09
501003,28,norm,0,9.45994460395218e-23
320310,14,norm,0,1.3204011744245024e-11
35-39_110401,269,norm,0,1.5571082468730663e-214
35-39_110207,25,norm,0,2.3100419333528155e-20
540609,13,norm,0,8.265582782641991e-11
30-34_120101,73,norm,0,1.45940818980306e-58
100432,24,norm,0,1.443962898120834e-19
100310,167,norm,0,2.296612630576124e-133
100507,516,norm,0,0.0
50-54_110504,31,norm,0,3.8747563919237833e-25
560335,40,norm,0,2.664567493921263e-32
100314,205,norm,0,1.3234861057971e-163
45-49_120115,17,norm,0,5.3924279686793435e-14
570102,55,norm,0,3.07925614182118e-44
40-44_100507,112,norm,0,1.3449685318333223e-89
40-44_100101,17,norm,0,5.3924279686793435e-14
45-49_530405,22,norm,0,5.642604018055882e-18
35-39_500206,29,norm,0,1.5135576958009308e-23
35-39_500538,13,norm,0,8.265582782641991e-11
35-39_100104,25,norm,0,2.3100419333528155e-20
713102,21,norm,0,3.5275491988228295e-17
500807,37,norm,0,6.503197888110072e-30
55-59_130204,31,norm,0,3.8747563919237833e-25
110323,18,norm,0,8.622627804319459e-15
25-29_100203,11,norm,0,3.244175243873352e-09
35-39_530202,15,norm,0,2.110050690180713e-12
35-39_110517,16,norm,0,3.372836020422926e-13
35-39_740105,45,norm,0,2.7958773453766632e-36
35-39_530111,20,norm,0,2.205430306931295e-16
>65_130208,12,norm,0,5.176651378299868e-10
30-34_130106,96,norm,0,7.263872279907051e-77
30-34_500201,161,norm,0,1.3668758170510617e-128
30-34_110507,115,norm,0,5.5129077706574846e-92
500709,21,norm,0,3.5275491988228295e-17
520472,55,norm,0,3.07925614182118e-44
50-54_120105,27,norm,0,5.912726023985135e-22
55-59_110109,13,norm,0,8.265582782641991e-11
35-39_100301,71,norm,0,5.698386186674994e-57
25-29_130308,23,norm,0,9.026271040866585e-19
35-39_100516,27,norm,0,5.912726023985135e-22
40-44_530114,49,norm,0,1.8334557651143083e-39
760539,12,norm,0,5.176651378299868e-10
110408,20,norm,0,2.205430306931295e-16
110403,192,norm,0,2.929288374768427e-153
25-29_100414,16,norm,0,3.372836020422926e-13
35-39_110518,12,norm,0,5.176651378299868e-10
35-39_520469,11,norm,0,3.244175243873352e-09
100508,265,norm,0,2.373585671400186e-211
35-39_120104,58,norm,0,1.2619720167563148e-46
45-49_500804,38,norm,0,1.0406149586719979e-30
45-49_130302,19,norm,0,1.3789427200730043e-15
40-44_530220,17,norm,0,5.3924279686793435e-14
100211,41,norm,0,4.263828767888814e-33
590204,11,norm,0,3.244175243873352e-09
35-39_530407,16,norm,0,3.372836020422926e-13
35-39_560402,112,norm,0,1.3449685318333223e-89
520503,35,norm,0,2.5398778689031427e-28
110336,26,norm,0,3.6957083597650024e-21
110121,85,norm,0,4.1187073424180376e-68
40-44_320501,23,norm,0,9.026271040866585e-19
500804,322,norm,0,1.0385784671220763e-256
100409,12,norm,0,5.176651378299868e-10
40-44_110403,18,norm,0,8.622627804319459e-15
40-44_500501,21,norm,0,3.5275491988228295e-17
760516,20,norm,0,2.205430306931295e-16
30-34_110108,33,norm,0,9.920129899870544e-27
35-39_100509,23,norm,0,9.026271040866585e-19
25-29_712901,23,norm,0,9.026271040866585e-19
45-49_110103,24,norm,0,1.443962898120834e-19
560106,18,norm,0,8.622627804319459e-15
320507,12,norm,0,5.176651378299868e-10
110604,48,norm,0,1.1457230631881586e-38
760115,36,norm,0,4.064131715339913e-29
30-34_100319,28,norm,0,9.45994460395218e-23
120301,13,norm,0,8.265582782641991e-11
35-39_100212,37,norm,0,6.503197888110072e-30
45-49_100413,22,norm,0,5.642604018055882e-18
530107,16,norm,0,3.372836020422926e-13
45-49_500311,15,norm,0,2.110050690180713e-12
30-34_110410,33,norm,0,9.920129899870544e-27
100608,11,norm,0,3.244175243873352e-09
40-44_530504,11,norm,0,3.244175243873352e-09
120205,29,norm,0,1.5135576958009308e-23
30-34_110131,11,norm,0,3.244175243873352e-09
40-44_130316,18,norm,0,8.622627804319459e-15
30-34_100217,45,norm,0,2.7958773453766632e-36
45-49_530406,13,norm,0,8.265582782641991e-11
110124,25,norm,0,2.3100419333528155e-20
35-39_760163,14,norm,0,1.3204011744245024e-11
130307,20,norm,0,2.205430306931295e-16
25-29_560405,17,norm,0,5.3924279686793435e-14
110138,67,norm,0,8.687771933110935e-54
130105,25,norm,0,2.3100419333528155e-20
25-29_110406,14,norm,0,1.3204011744245024e-11
530126,50,norm,0,2.934018384393366e-40
520414,23,norm,0,9.026271040866585e-19
130207,63,norm,0,1.3245695552606094e-50
45-49_100217,14,norm,0,1.3204011744245024e-11
30-34_130302,36,norm,0,4.064131715339913e-29
>65_110217,40,norm,0,2.664567493921263e-32
40-44_100201,159,norm,0,5.336745501594151e-127
40-44_530202,15,norm,0,2.110050690180713e-12
30-34_110517,16,norm,0,3.372836020422926e-13
500510,14,norm,0,1.3204011744245024e-11
40-44_500210,82,norm,0,1.00487045062103e-65
50-54_100507,20,norm,0,2.205430306931295e-16
40-44_530406,31,norm,0,3.8747563919237833e-25
60-64_130315,24,norm,0,1.443962898120834e-19
30-34_110509,13,norm,0,8.265582782641991e-11
760586,30,norm,0,2.4216862728238383e-24
40-44_120104,37,norm,0,6.503197888110072e-30
35-39_100517,46,norm,0,4.474076157616867e-37
40-44_320202,14,norm,0,1.3204011744245024e-11
520133,53,norm,0,1.2023993919798044e-42
<25_100507,29,norm,0,1.5135576958009308e-23
530105,444,norm,0,0.0
40-44_110504,56,norm,0,4.927720571856005e-45
530116,227,norm,0,4.1184282544218274e-181
30-34_130309,30,norm,0,2.4216862728238383e-24
35-39_100205,384,norm,0,4.7712985827420975e-306
40-44_130205,62,norm,0,8.27690789551119e-50
35-39_500201,195,norm,0,1.2007268728805345e-155
35-39_560403,19,norm,0,1.3789427200730043e-15
40-44_100407,51,norm,0,4.695228579799909e-41
25-29_110411,144,norm,0,4.611989704246883e-115
720509,13,norm,0,8.265582782641991e-11
25-29_120108,15,norm,0,2.110050690180713e-12
35-39_130102,37,norm,0,6.503197888110072e-30
120107,165,norm,0,8.966742416554213e-132
500106,32,norm,0,6.199801498733233e-26
530215,32,norm,0,6.199801498733233e-26
50-54_100202,15,norm,0,2.110050690180713e-12
30-34_500301,63,norm,0,1.3245695552606094e-50
25-29_100438,12,norm,0,5.176651378299868e-10
35-39_760201,17,norm,0,5.3924279686793435e-14
100309,39,norm,0,1.665162968225606e-31
470203,14,norm,0,1.3204011744245024e-11
100206,77,norm,0,9.57264761907991e-62
45-49_100303,17,norm,0,5.3924279686793435e-14
40-44_110405,27,norm,0,5.912726023985135e-22
590516,19,norm,0,1.3789427200730043e-15
40-44_110112,36,norm,0,4.064131715339913e-29
500604,15,norm,0,2.110050690180713e-12
25-29_100301,27,norm,0,5.912726023985135e-22
25-29_130110,11,norm,0,3.244175243873352e-09
30-34_110137,35,norm,0,2.5398778689031427e-28
500333,15,norm,0,2.110050690180713e-12
40-44_110122,15,norm,0,2.110050690180713e-12
<25_530116,19,norm,0,1.3789427200730043e-15
30-34_560406,17,norm,0,5.3924279686793435e-14
25-29_120112,11,norm,0,3.244175243873352e-09
520504,31,norm,0,3.8747563919237833e-25
25-29_110103,13,norm,0,8.265582782641991e-11
500207,66,norm,0,5.428739571570671e-53
30-34_712901,41,norm,0,4.263828767888814e-33
520144,59,norm,0,2.0195425614123063e-47
500806,41,norm,0,4.263828767888814e-33
110127,33,norm,0,9.920129899870544e-27
<25_530209,18,norm,0,8.622627804319459e-15
30-34_500302,21,norm,0,3.5275491988228295e-17
25-29_501001,11,norm,0,3.244175243873352e-09
25-29_530209,32,norm,0,6.199801498733233e-26
50-54_100401,20,norm,0,2.205430306931295e-16
110513,46,norm,0,4.474076157616867e-37
320202,62,norm,0,8.27690789551119e-50
35-39_100507,119,norm,0,3.616378051222753e-95
30-34_130402,16,norm,0,3.372836020422926e-13
30-34_100213,16,norm,0,3.372836020422926e-13
40-44_110501,16,norm,0,3.372836020422926e-13
<25_530114,24,norm,0,1.443962898120834e-19
25-29_300712,21,norm,0,3.5275491988228295e-17
760557,16,norm,0,3.372836020422926e-13
45-49_120101,39,norm,0,1.665162968225606e-31
100414,242,norm,0,4.765990312395959e-193
110105,244,norm,0,1.2207018315886937e-194
50-54_530103,15,norm,0,2.110050690180713e-12
<25_470103,13,norm,0,8.265582782641991e-11
500318,17,norm,0,5.3924279686793435e-14
760657,11,norm,0,3.244175243873352e-09
30-34_300424,27,norm,0,5.912726023985135e-22
300604,49,norm,0,1.8334557651143083e-39
45-49_130110,15,norm,0,2.110050690180713e-12
500212,41,norm,0,4.263828767888814e-33
40-44_320402,21,norm,0,3.5275491988228295e-17
35-39_100407,53,norm,0,1.2023993919798044e-42
520101,23,norm,0,9.026271040866585e-19
560403,80,norm,0,3.923537386754808e-64
30-34_500210,75,norm,0,3.7376924241334913e-60
25-29_520424,15,norm,0,2.110050690180713e-12
40-44_530110,94,norm,0,2.8361448079545994e-75
501131,21,norm,0,3.5275491988228295e-17
100510,232,norm,0,4.3238608901507664e-185
110211,11,norm,0,3.244175243873352e-09
25-29_100106,20,norm,0,2.205430306931295e-16
30-34_130313,23,norm,0,9.026271040866585e-19
300801,25,norm,0,2.3100419333528155e-20
55-59_110507,15,norm,0,2.110050690180713e-12
30-34_470105,30,norm,0,2.4216862728238383e-24
45-49_100431,11,norm,0,3.244175243873352e-09
35-39_560117,14,norm,0,1.3204011744245024e-11
40-44_110404,44,norm,0,1.7471691922874392e-35
40-44_100218,28,norm,0,9.45994460395218e-23
710301,23,norm,0,9.026271040866585e-19
35-39_120102,13,norm,0,8.265582782641991e-11
30-34_100405,14,norm,0,1.3204011744245024e-11
500103,29,norm,0,1.5135576958009308e-23
25-29_110402,15,norm,0,2.110050690180713e-12
25-29_110119,22,norm,0,5.642604018055882e-18
45-49_100208,13,norm,0,8.265582782641991e-11
110404,321,norm,0,6.489488439296693e-256
100311,225,norm,0,1.6079610492099173e-179
45-49_130313,15,norm,0,2.110050690180713e-12
570206,16,norm,0,3.372836020422926e-13
40-44_530502,11,norm,0,3.244175243873352e-09
60-64_110106,17,norm,0,5.3924279686793435e-14
25-29_530112,17,norm,0,5.3924279686793435e-14
300416,36,norm,0,4.064131715339913e-29
590311,13,norm,0,8.265582782641991e-11
30-34_530408,49,norm,0,1.8334557651143083e-39
50-54_110508,13,norm,0,8.265582782641991e-11
520107,11,norm,0,3.244175243873352e-09
30-34_100513,21,norm,0,3.5275491988228295e-17
30-34_500206,26,norm,0,3.6957083597650024e-21
50-54_560201,15,norm,0,2.110050690180713e-12
760524,32,norm,0,6.199801498733233e-26
40-44_100204,26,norm,0,3.6957083597650024e-21
40-44_530112,19,norm,0,1.3789427200730043e-15
25-29_560406,11,norm,0,3.244175243873352e-09
<25,2665,norm,0,0.0
60-64_100201,11,norm,0,3.244175243873352e-09
35-39_760117,14,norm,0,1.3204011744245024e-11
30-34_731301,11,norm,0,3.244175243873352e-09
100407,230,norm,0,1.6881677000285515e-183
100301,329,norm,0,2.792810147981064e-262
35-39_110513,11,norm,0,3.244175243873352e-09
35-39_100402,32,norm,0,6.199801498733233e-26
50-54_100508,13,norm,0,8.265582782641991e-11
50-54_120103,96,norm,0,7.263872279907051e-77
100401,279,norm,0,1.7163432619913286e-222
>65,1790,norm,0,0.0
110515,125,norm,0,6.07598354541831e-100
>65_100401,25,norm,0,2.3100419333528155e-20
<25_110603,11,norm,0,3.244175243873352e-09
25-29_130401,14,norm,0,1.3204011744245024e-11
30-34_100443,15,norm,0,2.110050690180713e-12
50-54_120106,20,norm,0,2.205430306931295e-16
40-44_110502,36,norm,0,4.064131715339913e-29
30-34_120115,33,norm,0,9.920129899870544e-27
760132,48,norm,0,1.1457230631881586e-38
40-44_500105,13,norm,0,8.265582782641991e-11
60-64_130106,16,norm,0,3.372836020422926e-13
40-44_130309,16,norm,0,3.372836020422926e-13
25-29_501002,13,norm,0,8.265582782641991e-11
40-44_130102,46,norm,0,4.474076157616867e-37
110406,222,norm,0,3.9227593755872417e-177
30-34_520503,13,norm,0,8.265582782641991e-11
55-59,1658,norm,0,0.0
35-39_470206,14,norm,0,1.3204011744245024e-11
30-34_110122,17,norm,0,5.3924279686793435e-14
40-44_321301,13,norm,0,8.265582782641991e-11
35-39_130201,80,norm,0,3.923537386754808e-64
35-39_560401,36,norm,0,4.064131715339913e-29
30-34_110504,65,norm,0,3.3922687028160295e-52
760587,37,norm,0,6.503197888110072e-30
500105,78,norm,0,1.531958267748245e-62
300102,20,norm,0,2.205430306931295e-16
530603,24,norm,0,1.443962898120834e-19
520210,12,norm,0,5.176651378299868e-10
300307,16,norm,0,3.372836020422926e-13
50-54_110102,17,norm,0,5.3924279686793435e-14
25-29_120203,11,norm,0,3.244175243873352e-09
25-29_100102,47,norm,0,7.159630263352944e-38
500803,51,norm,0,4.695228579799909e-41
100605,37,norm,0,6.503197888110072e-30
320104,49,norm,0,1.8334557651143083e-39
>65_100507,13,norm,0,8.265582782641991e-11
35-39_100515,61,norm,0,5.172044506726e-49
35-39_100210,48,norm,0,1.1457230631881586e-38
25-29_110407,15,norm,0,2.110050690180713e-12
760151,14,norm,0,1.3204011744245024e-11
530111,95,norm,0,4.5388747180994814e-76
740807,23,norm,0,9.026271040866585e-19
40-44_100510,58,norm,0,1.2619720167563148e-46
25-29_120106,17,norm,0,5.3924279686793435e-14
760656,26,norm,0,3.6957083597650024e-21
35-39_110119,67,norm,0,8.687771933110935e-54
45-49_100113,13,norm,0,8.265582782641991e-11
30-34_100510,40,norm,0,2.664567493921263e-32
25-29_500105,11,norm,0,3.244175243873352e-09
300301,161,norm,0,1.3668758170510617e-128
35-39_110504,64,norm,0,2.1197378508130166e-51
40-44_100106,31,norm,0,3.8747563919237833e-25
30-34_530125,11,norm,0,3.244175243873352e-09
40-44_110202,12,norm,0,5.176651378299868e-10
40-44_120108,44,norm,0,1.7471691922874392e-35
30-34_570301,13,norm,0,8.265582782641991e-11
760112,11,norm,0,3.244175243873352e-09
25-29_130208,28,norm,0,9.45994460395218e-23
110119,236,norm,0,2.836508780166186e-188
760577,26,norm,0,3.6957083597650024e-21
40-44_520508,17,norm,0,5.3924279686793435e-14
55-59_110217,31,norm,0,3.8747563919237833e-25
760519,16,norm,0,3.372836020422926e-13
30-34_130308,68,norm,0,1.390331705950955e-54
30-34_100204,22,norm,0,5.642604018055882e-18
40-44_130204,210,norm,0,1.3894974208649372e-167
35-39_520133,15,norm,0,2.110050690180713e-12
100516,94,norm,0,2.8361448079545994e-75
760219,11,norm,0,3.244175243873352e-09
35-39_110118,38,norm,0,1.0406149586719979e-30
30-34_110217,138,norm,0,2.74496354462206e-110
500601,11,norm,0,3.244175243873352e-09
40-44_130208,30,norm,0,2.4216862728238383e-24
110120,22,norm,0,5.642604018055882e-18
30-34_100206,26,norm,0,3.6957083597650024e-21
100319,166,norm,0,1.4350307337302788e-132
100515,215,norm,0,1.4588027566397124e-171
60-64_100205,20,norm,0,2.205430306931295e-16
45-49_110401,109,norm,0,3.2812903593886954e-87
730326,26,norm,0,3.6957083597650024e-21
30-34_500102,38,norm,0,1.0406149586719979e-30
40-44_520437,12,norm,0,5.176651378299868e-10
45-49_120103,171,norm,0,1.506587313058392e-136
35-39_500202,71,norm,0,5.698386186674994e-57
35-39_100401,65,norm,0,3.3922687028160295e-52
320203,23,norm,0,9.026271040866585e-19
40-44_110106,111,norm,0,8.40406697394622e-89
30-34_120104,49,norm,0,1.8334557651143083e-39
590301,39,norm,0,1.665162968225606e-31
110508,255,norm,0,2.1533808566877588e-203
120102,55,norm,0,3.07925614182118e-44
55-59_500201,27,norm,0,5.912726023985135e-22
40-44_100110,27,norm,0,5.912726023985135e-22
35-39_100305,51,norm,0,4.695228579799909e-41
40-44_100516,17,norm,0,5.3924279686793435e-14
500535,49,norm,0,1.8334557651143083e-39
35-39_520126,11,norm,0,3.244175243873352e-09
25-29_500102,17,norm,0,5.3924279686793435e-14
35-39_100112,12,norm,0,5.176651378299868e-10
40-44_520424,17,norm,0,5.3924279686793435e-14
320403,14,norm,0,1.3204011744245024e-11
720502,36,norm,0,4.064131715339913e-29
45-49_500307,11,norm,0,3.244175243873352e-09
35-39_530112,18,norm,0,8.622627804319459e-15
35-39_530602,15,norm,0,2.110050690180713e-12
30-34_110603,43,norm,0,1.0918276048030177e-34
530206,42,norm,0,6.823003683301127e-34
100308,55,norm,0,3.07925614182118e-44
>65_110506,15,norm,0,2.110050690180713e-12
720402,23,norm,0,9.026271040866585e-19
30-34_100106,35,norm,0,2.5398778689031427e-28
>65_100403,13,norm,0,8.265582782641991e-11
40-44_110117,95,norm,0,4.5388747180994814e-76
760583,26,norm,0,3.6957083597650024e-21
300106,11,norm,0,3.244175243873352e-09
40-44_560402,39,norm,0,1.665162968225606e-31
30-34_500903,35,norm,0,2.5398778689031427e-28
560334,51,norm,0,4.695228579799909e-41
45-49_500203,31,norm,0,3.8747563919237833e-25
120112,185,norm,0,1.0893600395958837e-147
760230,21,norm,0,3.5275491988228295e-17
50-54_100407,16,norm,0,3.372836020422926e-13
45-49_130203,14,norm,0,1.3204011744245024e-11
45-49_130401,21,norm,0,3.5275491988228295e-17
35-39_120115,39,norm,0,1.665162968225606e-31
<25_110508,12,norm,0,5.176651378299868e-10
45-49_100301,41,norm,0,4.263828767888814e-33
130202,13,norm,0,8.265582782641991e-11
25-29_530105,42,norm,0,6.823003683301127e-34
