group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
100205,norm,0.2194744976816074,0.0,0.0,-1,TRAD_BY,10.0
530105,norm,0.2764407153897107,0.0,0.0,-1,TRAD_BY,10.0
560402,norm,0.3146389931552219,0.0,1.108674054527036e-299,-1,TRAD_BY,10.0
130201,norm,0.3422389048355045,0.0,7.15318078233228e-264,-1,TRAD_BY,10.0
500203,norm,0.3727092073305365,0.0,3.5038829873819895e-243,-1,TRAD_BY,10.0
500301,norm,0.3923603444468977,0.0,5.790546978731353e-209,-1,TRAD_BY,10.0
35-39_110217,norm,0.406933097814087,0.0,4.4653243070886117e-150,-1,TRAD_BY,10.0
120104,norm,0.4175314638993155,0.0,4.253213664653014e-146,-1,TRAD_BY,10.0
100217,norm,0.4274674321042173,0.0,1.660592511576892e-144,-1,TRAD_BY,10.0
40-44_100312,norm,0.4336498123206005,0.0,6.4834933247515465e-143,-1,TRAD_BY,10.0
100110,norm,0.4444689776992713,0.0,2.5313674026789866e-141,-1,TRAD_BY,10.0
45-49_100205,norm,0.4444689776992713,0.0,3.6754822799690425e-134,-1,TRAD_BY,10.0
100319,norm,0.4517553543828659,0.0,1.4350307337302788e-132,-1,TRAD_BY,10.0
30-34_100312,norm,0.4572753367189225,0.0,8.966742416554213e-132,-1,TRAD_BY,10.0
740105,norm,0.4696400971516891,0.0,2.083646786111412e-125,-1,TRAD_BY,10.0
45-49_110217,norm,0.478030470302495,0.0,1.0208516422464754e-104,-1,TRAD_BY,10.0
110107,norm,0.4892912342680503,0.0,6.37878674594155e-104,-1,TRAD_BY,10.0
35-39_110106,norm,0.4972400088319717,0.0,1.5561982727557367e-101,-1,TRAD_BY,10.0
520473,norm,0.503422389048355,0.0,2.3722945584674624e-98,-1,TRAD_BY,10.0
110501,norm,0.5124751600794878,0.0,9.262346379356153e-97,-1,TRAD_BY,10.0
40-44_130106,norm,0.5199823360565247,0.0,2.2596979156472606e-94,-1,TRAD_BY,10.0
100101,norm,0.526164716272908,0.0,8.822747154205577e-93,-1,TRAD_BY,10.0
560405,norm,0.5294767056745419,0.0,8.40406697394622e-89,-1,TRAD_BY,10.0
30-34_100505,norm,0.5345550894237139,0.0,1.953050962054435e-82,-1,TRAD_BY,10.0
45-49_100201,norm,0.5369838816515787,0.0,1.953050962054435e-82,-1,TRAD_BY,10.0
520328,norm,0.5402958710532126,0.0,6.919430427854174e-73,-1,TRAD_BY,10.0
35-39_500210,norm,0.5438286597482888,0.0,6.591412491280745e-69,-1,TRAD_BY,10.0
45-49_530101,norm,0.547361448443365,0.0,2.5736155494066364e-67,-1,TRAD_BY,10.0
40-44_500210,norm,0.5517774343122102,0.0,1.00487045062103e-65,-1,TRAD_BY,10.0
30-34_120105,norm,0.5548686244204019,0.0,2.451670947650492e-63,-1,TRAD_BY,10.0
40-44_120105,norm,0.5577390152351512,0.0,2.451670947650492e-63,-1,TRAD_BY,10.0
35-39_500203,norm,0.5577390152351512,0.0,3.737692424133491e-60,-1,TRAD_BY,10.0
300115,norm,0.5610510046367851,0.0,1.45940818980306e-58,-1,TRAD_BY,10.0
35-39_500202,norm,0.5632589975712078,0.0,5.698386186674994e-57,-1,TRAD_BY,10.0
40-44_100301,norm,0.565908589092515,0.0,8.687771933110934e-54,-1,TRAD_BY,10.0
30-34_500301,norm,0.565908589092515,0.0,1.3245695552606094e-50,-1,TRAD_BY,10.0
35-39_130101,norm,0.5687789799072643,0.0,5.172044506726e-49,-1,TRAD_BY,10.0
520144,norm,0.5712077721351292,0.0,2.0195425614123063e-47,-1,TRAD_BY,10.0
110116,norm,0.5742989622433208,0.0,1.2619720167563148e-46,-1,TRAD_BY,10.0
35-39_110403,norm,0.5756237580039744,0.0,1.2619720167563148e-46,-1,TRAD_BY,10.0
100215,norm,0.5791565466990506,0.0,7.885829716150461e-46,-1,TRAD_BY,10.0
35-39_110305,norm,0.5804813424597042,0.0,7.885829716150461e-46,-1,TRAD_BY,10.0
320201,norm,0.5824685361006845,0.0,4.927720571856005e-45,-1,TRAD_BY,10.0
40-44_560201,norm,0.5835725325678958,0.0,1.924184384986083e-43,-1,TRAD_BY,10.0
30-34_530405,norm,0.5848973283285493,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
35-39_100305,norm,0.5857805255023184,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
35-39_500303,norm,0.5862221240892029,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
25-29_560204,norm,0.589754912784279,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
520433,norm,0.5926253035990284,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
<25_100312,norm,0.5941708986531243,0.0,4.695228579799909e-41,-1,TRAD_BY,10.0
35-39_500804,norm,0.5952748951203356,0.0,2.9340183843933658e-40,-1,TRAD_BY,10.0
520469,norm,0.5968204901744314,0.0,2.9340183843933658e-40,-1,TRAD_BY,10.0
30-34_530408,norm,0.5988076838154118,0.0,1.8334557651143083e-39,-1,TRAD_BY,10.0
45-49_100102,norm,0.5996908809891809,0.0,1.1457230631881586e-38,-1,TRAD_BY,10.0
>65_110401,norm,0.6027820710973725,0.0,7.159630263352944e-38,-1,TRAD_BY,10.0
35-39_110406,norm,0.6043276661514683,0.0,7.159630263352944e-38,-1,TRAD_BY,10.0
35-39_530116,norm,0.6060940604990064,0.0,7.159630263352944e-38,-1,TRAD_BY,10.0
