group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
united kingdom_35-44_2000's,0.5,0.0072367655613728,0.0,0.0,-1,TRAD_BY,10.0
usa_45-49_90's,0.5,0.0433740546829552,0.0,0.0,-1,TRAD_BY,10.0
usa_50-55_2000's,0.5,0.0890750436300174,0.0,0.0,-1,TRAD_BY,10.0
germany_35-44_90's,0.5,0.0981268179173938,0.0,0.0,-1,TRAD_BY,10.0
austria,0.5,0.1017568353694008,0.0,0.0,-1,TRAD_BY,10.0
canada_25-34_90's,0.5,0.1221873182082606,0.0,0.0,-1,TRAD_BY,10.0
united kingdom_25-34_90's,0.5,0.132891215823153,0.0,0.0,-1,TRAD_BY,10.0
malaysia_18-24,0.5,0.1337754508435136,0.0,0.0,-1,TRAD_BY,10.0
usa_25-34_2000's,0.5,0.24,0.0,0.0,-1,TRAD_BY,10.0
35-44_90's,0.5,0.3754275741710297,0.0,0.0,-1,TRAD_BY,10.0
usa_<18_2000's,0.5,0.3983944153577661,0.0,0.0,-1,TRAD_BY,10.0
canada_18-24_80's,0.5,0.4022105875509016,0.0,1.8302770944923024e-300,-1,TRAD_BY,10.0
france_70's,0.5,0.4050029086678301,0.0,3.905479280834832e-232,-1,TRAD_BY,10.0
germany_45-49_2000's,0.5,0.4072134962187318,0.0,2.2611393299671844e-222,-1,TRAD_BY,10.0
35-44_50's,0.5,0.4074461896451425,0.0,1.3923015315070824e-219,-1,TRAD_BY,10.0
france_80's,0.5,0.4094473531122746,0.0,2.1826064559950139e-212,-1,TRAD_BY,10.0
portugal_25-34_80's,0.5,0.4106806282722513,0.0,1.2340045790917606e-205,-1,TRAD_BY,10.0
austria_25-34_90's,0.5,0.4106806282722513,0.0,2.075692709278785e-185,-1,TRAD_BY,10.0
taiwan_35-44,0.5,0.4107038976148924,0.0,4.322688942391196e-177,-1,TRAD_BY,10.0
united kingdom_<18,0.5,0.4129610238510762,0.0,4.83478367153214e-147,-1,TRAD_BY,10.0
france_45-49,0.5,0.4132635253054101,0.0,6.4186043539698835e-143,-1,TRAD_BY,10.0
japan,0.5,0.4141942990110529,0.0,1.3328963086522087e-136,-1,TRAD_BY,10.0
iran_35-44_2000's,0.5,0.4141942990110529,0.0,1.753449669691313e-134,-1,TRAD_BY,10.0
philippines_<18_90's,0.5,0.4144037230948226,0.0,1.141507205562651e-128,-1,TRAD_BY,10.0
italy_25-34_90's,0.5,0.4177777777777778,0.0,7.366037975243357e-122,-1,TRAD_BY,10.0
netherlands_25-34_90's,0.5,0.4193833624200116,0.0,5.35623632607489e-118,-1,TRAD_BY,10.0
france_25-34_70's,0.5,0.4193833624200116,0.0,2.4488942896334957e-116,-1,TRAD_BY,10.0
canada_60's,0.5,0.4200581733566026,0.0,2.339979991527776e-109,-1,TRAD_BY,10.0
switzerland_80's,0.5,0.4211285631180919,0.0,2.2406204193662624e-102,-1,TRAD_BY,10.0
new zealand_35-44_2000's,0.5,0.4214310645724258,0.0,3.463811168615856e-98,-1,TRAD_BY,10.0
brazil_45-49,0.5,0.421500872600349,0.0,9.626842438730577e-87,-1,TRAD_BY,10.0
philippines_18-24,0.5,0.4221291448516579,0.0,4.001710662706769e-82,-1,TRAD_BY,10.0
sweden_90's,0.5,0.4229901105293775,0.0,4.001710662706769e-82,-1,TRAD_BY,10.0
