samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,101.0,101.0,98.0,9.174245834350586,96.0,0.0,0.0042077481926867,0.0070127421475055,0.4420709714950552,1.0584540367126465
10.0,-1,TRAD_BN,101.0,101.0,98.0,9.174245834350586,93.0,0.0,0.0004014523954241,0.0004457497905751,0.4418382780686445,1.0512080192565918
10.0,-1,COVER_G_BY,101.0,101.0,98.0,9.174245834350586,77.0,0.0,0.0018002486106697,0.0023962655861414,0.4420709714950552,1.307854175567627
10.0,-1,COVER_G_BN,101.0,101.0,98.0,9.174245834350586,75.0,0.0,3.454931382984871e-05,3.702142189779775e-05,0.4418382780686445,1.295436143875122
10.0,-1,COVER_𝛂_20,101.0,101.0,98.0,9.174245834350586,75.0,0.0,3.454931382984871e-05,3.702142189779776e-05,0.4418382780686445,1.158647060394287
10.0,-1,COVER_𝛂_50,101.0,101.0,98.0,9.174245834350586,74.0,0.0,1.3839030054515674e-06,2.47210806794905e-06,0.4416055846422339,1.137913942337036
10.0,-1,COVER_𝛂_100,101.0,101.0,98.0,9.174245834350586,74.0,0.0,1.3839030054515674e-06,2.47210806794905e-06,0.4416055846422339,1.4786510467529297
10.0,-1,COVER_𝛂_200,101.0,101.0,98.0,9.174245834350586,74.0,0.0,1.3839030054515674e-06,2.47210806794905e-06,0.4416055846422339,1.3127050399780271
10.0,25,TRAD_BY,101.0,101.0,98.0,9.174245834350586,25.0,0.0,7.366037975243357e-122,7.366039116752329e-122,0.4177777777777778,0.8751471042633057
10.0,25,TRAD_BN,101.0,101.0,98.0,9.174245834350586,25.0,0.0,7.366037975243357e-122,7.366039116752329e-122,0.4177777777777778,0.8515698909759521
10.0,25,COVER_G_BY,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.9571568965911864
10.0,25,COVER_G_BN,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.9511361122131348
10.0,25,COVER_𝛂_20,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.7650101184844971
10.0,25,COVER_𝛂_50,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.7016031742095947
10.0,25,COVER_𝛂_100,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.6604940891265869
10.0,25,COVER_𝛂_200,101.0,101.0,98.0,9.174245834350586,25.0,0.0,2.396957232940113e-59,2.3969871899092443e-59,0.4286445607911576,0.7001729011535645
10.0,20,TRAD_BY,101.0,101.0,98.0,9.174245834350586,20.0,0.0,4.83478367153214e-147,4.83478367153214e-147,0.4129610238510762,0.8479881286621094
10.0,20,TRAD_BN,101.0,101.0,98.0,9.174245834350586,20.0,0.0,4.83478367153214e-147,4.83478367153214e-147,0.4129610238510762,0.8370866775512695
10.0,20,COVER_G_BY,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.9088881015777588
10.0,20,COVER_G_BN,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.9320619106292723
10.0,20,COVER_𝛂_20,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.57867431640625
10.0,20,COVER_𝛂_50,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.6315650939941406
10.0,20,COVER_𝛂_100,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.648507833480835
10.0,20,COVER_𝛂_200,101.0,101.0,98.0,9.174245834350586,20.0,0.0,2.396957232940113e-59,2.396987189909243e-59,0.4241535776614311,0.6288459300994873
10.0,15,TRAD_BY,101.0,101.0,98.0,9.174245834350586,15.0,0.0,1.3923015315070824e-219,1.39456267083744e-219,0.4074461896451425,0.8117260932922363
10.0,15,TRAD_BN,101.0,101.0,98.0,9.174245834350586,15.0,0.0,1.3923015315070824e-219,1.39456267083744e-219,0.4074461896451425,0.8080410957336426
10.0,15,COVER_G_BY,101.0,101.0,98.0,9.174245834350586,15.0,0.0,2.396957232940113e-59,2.396957232940113e-59,0.417219313554392,0.8694839477539062
