samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,74974.0,4436.0,1991.0,5.330515146255493,538.0,1.9556410158418903e-15,0.0015479867675372,0.1756453678060641,1.0,76.32892489433289
10.0,-1,TRAD_BN,74974.0,4436.0,1991.0,5.330515146255493,129.0,1.9556410158418903e-15,2.479836007589491e-05,0.0008974087156064,1.0,76.2189610004425
10.0,-1,COVER_G_BY,74974.0,4436.0,1991.0,5.330515146255493,7.0,1.9556410158418903e-15,3.9345991678138136e-05,6.958043615774494e-05,1.0,76.38211393356323
10.0,-1,COVER_G_BN,74974.0,4436.0,1991.0,5.330515146255493,8.0,1.9556410158418903e-15,2.0842799374544224e-05,3.500641610574412e-05,1.0,76.6295850276947
10.0,-1,COVER_𝛂_20,74974.0,4436.0,1991.0,5.330515146255493,6.0,2.023435062189053e-06,0.0002947028358712,0.0005845768773204,1.0,0.9577410221099854
10.0,-1,COVER_𝛂_50,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,0.0002083159536797,0.0002906506446069,1.0,4.883857250213623
10.0,-1,COVER_𝛂_100,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,3.9345991678138136e-05,8.82947923242943e-05,1.0,4.957453012466431
10.0,-1,COVER_𝛂_200,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,3.9345991678138136e-05,8.82947923242943e-05,1.0,4.964056253433228
10.0,25,TRAD_BY,74974.0,4436.0,1991.0,5.330515146255493,25.0,1.9556410158418903e-15,4.984608188694346e-09,1.0229567079583626e-08,0.5392857142857144,76.21169090270996
10.0,25,TRAD_BN,74974.0,4436.0,1991.0,5.330515146255493,25.0,1.9556410158418903e-15,4.984608188694346e-09,1.0229567079583626e-08,0.5392857142857144,76.20849204063416
10.0,25,COVER_G_BY,74974.0,4436.0,1991.0,5.330515146255493,7.0,1.9556410158418903e-15,3.9345991678138136e-05,6.958043615774494e-05,1.0,76.37735891342163
10.0,25,COVER_G_BN,74974.0,4436.0,1991.0,5.330515146255493,8.0,1.9556410158418903e-15,2.0842799374544224e-05,3.500641610574412e-05,1.0,76.64013910293579
10.0,25,COVER_𝛂_20,74974.0,4436.0,1991.0,5.330515146255493,6.0,2.023435062189053e-06,0.0002947028358712,0.0005845768773204,1.0,0.9491901397705078
10.0,25,COVER_𝛂_50,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,0.0002083159536797,0.0002906506446069,1.0,4.861369848251343
10.0,25,COVER_𝛂_100,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,3.9345991678138136e-05,8.82947923242943e-05,1.0,4.959416151046753
10.0,25,COVER_𝛂_200,74974.0,4436.0,1991.0,5.330515146255493,7.0,3.862607955892633e-15,3.9345991678138136e-05,8.82947923242943e-05,1.0,5.001060247421265
10.0,20,TRAD_BY,74974.0,4436.0,1991.0,5.330515146255493,20.0,1.9556410158418903e-15,9.949875520543503e-12,6.434249980379572e-11,0.5392857142857144,76.21042490005493
