num_max_hypo,threshold,method,adjustment,Candidates,Hypothesis,Without_Adjust,grouping_time,Best_pairs,Min_p_value,Max_p_value,Sum_p_value,Cov_period_1,Cov_period_2,Cov_total,p_value_adjustement_time
10.0,-1,Traditional,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,1719.0,6.291415230860941e-22,0.003773714883818169,0.9749122979164581,1.0,1.0,1.0,80.83916997909546
10.0,-1,Traditional,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,717.0,6.291415230860941e-22,1.839264066605395e-05,0.0023455509285171964,0.961352657004831,0.9874213836477987,0.9743870203263149,80.4044508934021
10.0,-1,Coverage_Two_Sides,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,46.0,9.992007221626409e-16,0.0012485632351264542,0.006838456690942135,1.0,1.0,1.0,80.84371995925903
10.0,-1,Coverage_Two_Sides,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,60.0,3.3306690738754696e-16,1.5225986242373146e-05,0.00010822269962991406,0.961352657004831,0.9874213836477987,0.9743870203263149,82.99855375289917
10.0,-1,Coverage_Side_1,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,42.0,4.944867558698145e-17,0.0020238972364735597,0.008685546737692437,1.0,0.9119496855345912,0.9559748427672956,80.63740372657776
10.0,-1,Coverage_Side_1,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,46.0,1.1102230246251565e-16,1.060826842746998e-05,3.8393120787957276e-05,0.961352657004831,0.660377358490566,0.8108650077476984,81.24159502983093
10.0,-1,Coverage_Side_2,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,17.0,1.0994975798547812e-17,0.0012226968343445055,0.004024965908788863,0.6859903381642513,1.0,0.8429951690821256,80.49878597259521
10.0,-1,Coverage_Side_2,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,32.0,6.291415230860941e-22,1.026999369257986e-05,4.387633991792013e-05,0.5458937198067633,0.9874213836477987,0.766657551727281,80.81698298454285
10.0,-1,Coverage_alpha_investing,gamma_20,69577.0,4926.0,2682.0,19.881571769714355,43.0,1.9295384727824653e-13,0.0008660133230625755,0.0020995864086349268,0.9879227053140096,1.0,0.9939613526570048,6.875985860824585
10.0,-1,Coverage_alpha_investing,gamma_50,69577.0,4926.0,2682.0,19.881571769714355,48.0,1.9295384727824653e-13,0.00011610332596223571,0.0006918389819630492,0.9758454106280193,0.9968553459119497,0.9863503782699845,10.59798789024353
10.0,-1,Coverage_alpha_investing,gamma_100,69577.0,4926.0,2682.0,19.881571769714355,50.0,3.3306690738754696e-16,0.00011610332596223571,0.000405382403785085,0.9758454106280193,0.9968553459119497,0.9863503782699845,10.723534107208252
10.0,-1,Coverage_alpha_investing,gamma_200,69577.0,4926.0,2682.0,19.881571769714355,50.0,3.3306690738754696e-16,7.664122953809915e-05,0.0002211588893805827,0.9758454106280193,0.9937106918238994,0.9847780512259594,12.837688207626343
10.0,25,Traditional,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,25.0,6.291415230860941e-22,4.495293026707259e-13,2.304652091871713e-12,0.5458937198067633,0.4528301886792453,0.4993619542430043,80.31985974311829
10.0,25,Traditional,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,25.0,6.291415230860941e-22,4.495293026707259e-13,2.304652091871713e-12,0.5458937198067633,0.4528301886792453,0.4993619542430043,80.31484389305115
10.0,25,Coverage_Two_Sides,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,25.0,9.992007221626409e-16,0.0012226968343445055,0.00490046567143459,0.9396135265700483,0.9937106918238994,0.9666621091969738,80.75326204299927
10.0,25,Coverage_Two_Sides,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,25.0,3.3306690738754696e-16,6.547371613652153e-06,2.712239835544736e-05,0.8623188405797102,0.8773584905660378,0.869838665572874,81.8512499332428
10.0,25,Coverage_Side_1,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,25.0,4.944867558698145e-17,0.0012226968343445055,0.00472891434449788,0.9468599033816425,0.8867924528301887,0.9168261781059156,80.59251403808594
10.0,25,Coverage_Side_1,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,25.0,1.5546606262072058e-16,6.547371613652153e-06,1.4178191460253905e-05,0.8816425120772947,0.5534591194968553,0.717550815787075,80.85424995422363
10.0,25,Coverage_Side_2,Benjamini,69577.0,4926.0,2682.0,19.881571769714355,17.0,1.0994975798547812e-17,0.0012226968343445055,0.004024965908788863,0.6859903381642513,1.0,0.8429951690821256,81.03720688819885
10.0,25,Coverage_Side_2,Bonferroni,69577.0,4926.0,2682.0,19.881571769714355,25.0,6.291415230860941e-22,9.817457736427393e-06,2.993545350497392e-05,0.5120772946859904,0.9654088050314465,0.7387430498587184,80.75505518913269
