grp1,grp1_size,grp2,grp2_size,p-value
M_18-24_programmer_90's,22,M_50-55_80's,21,0.0010084220070379901
M_doctor-health care_80's,27,M_25-34_programmer_90's,23,3.910774344906276e-05
35-44_programmer_Long,24,M_50-55_sales-marketing_Long,35,0.032547876613954085
45-49_2000's,44,M_scientist,39,0.029030883395705587
F_executive-managerial_Long_90's,29,M_35-44_Long_2000's,35,0.02811532968504593
F_25-34_college-grad student,58,M_>56_retired_Long,62,0.001613491182898108
F_<18_Long_80's,21,M_customer service_Long,27,0.002579491779149845
M_35-44_scientist_Long_90's,24,50-55_doctor-health care_Long_80's,24,2.340322696273753e-05
M_18-24_Long_70's,39,M_18-24_other_Long,31,0.0010588717609197884
M_doctor-health care_Long_80's,27,M_academic-educator_Long_80's,30,0.0012421412412656485
>56_Long_90's,92,<18_K-12 student_Long_90's,91,0.007665492022036036
25-34_academic-educator_Long_80's,21,M_>56_self-employed_Long,23,0.0005958227638175329
M_35-44_programmer_Long,23,50-55_doctor-health care_80's,24,0.04126571366192411
F_35-44_lawyer_Long,89,M_25-34_executive-managerial,100,4.962505871430878e-05
25-34_lawyer_90's,35,writer_Long_70's,24,1.1087305932244718e-06
M_30's,34,lawyer_90's,38,0.0011557835327804522
<18_K-12 student_Long_80's,36,50-55_artist_Long_80's,36,0.00018725837572722094
F_<18_K-12 student_Long_90's,39,M_45-49_Long_90's,34,1.6276523590375014e-05
M_45-49_academic-educator,32,M_customer service,27,1.3871711753599136e-05
50-55_writer,22,scientist_90's,25,6.047567668865383e-08
45-49_academic-educator_Long_90's,21,M_25-34_Long_40's,21,0.041088503979639056
F_25-34_academic-educator_90's,144,M_>56,151,1.9776866699849904e-08
F_<18_K-12 student_Long_90's,39,M_50-55_academic-educator_Long,35,0.007023002555303415
45-49_doctor-health care,64,M_<18_K-12 student_Long_90's,67,1.2674566507442364e-08
35-44_artist_80's,25,customer service,28,0.03605555684738293
M_35-44_academic-educator_90's,30,F_doctor-health care_80's,23,0.00029178013047770346
45-49_academic-educator_Long_90's,21,>56_self-employed_Long,23,0.0021565726960323106
45-49_2000's,44,50-55_artist_Long,75,0.020982667743612904
M_35-44_50's,25,>56_self-employed,24,2.9975655602143547e-07
F_35-44_other_90's,40,F_25-34_clerical-admin,40,0.003018184077228396
50-55_other_Long,24,M_50-55_self-employed_Long_90's,27,0.037530591319044015
M_35-44_executive-managerial_Long,101,M_<18_K-12 student,108,0.0001418386745276612
lawyer_90's,66,F_clerical-admin,56,0.0015336923876414499
K-12 student_Long_80's,37,18-24_academic-educator_90's,49,0.0006690097989981991
35-44_scientist_90's,24,other_80's,21,2.3286488173956954e-05
50-55_writer_Long,22,writer_2000's,23,1.1486482741629445e-06
M_45-49_academic-educator_Long,31,18-24_academic-educator_90's,49,0.01163977155704976
F_25-34_other_Long,84,M_50-55_90's,83,1.1020776735648496e-08
M_35-44_2000's,47,25-34_Long_50's,41,0.0031216484684727375
F_doctor-health care_Long_80's,21,doctor-health care_70's,30,2.949691287468248e-05
M_45-49_sales-marketing,63,M_Long_40's,65,7.284565467835513e-06
50-55_writer,22,F_40's,22,0.04934690960468394
45-49_academic-educator_Long,43,50-55_artist_Long,75,0.023909936492386596
M_college-grad student_Long_70's,39,35-44_Long_2000's,45,0.004870464228432625
45-49_executive-managerial,57,F_50-55_artist_Long,75,0.0006587297840290329
M_technician-engineer_Long_80's,32,M_35-44_academic-educator_Long_90's,32,0.021411615091346068
M_<18,115,45-49,115,1.1427715253712799e-15
M_lawyer_Long_90's,39,M_customer service_Long,27,6.925948370373192e-09
executive-managerial_Long_70's,26,artist_Long_2000's,26,0.007134100565905311
F_doctor-health care,138,25-34_college-grad student_Long,143,2.220446049250313e-16
50-55_writer_Long,22,M_50-55_sales-marketing_90's,27,6.215476841153755e-05
45-49_sales-marketing,63,F_other_Long,60,9.233349123061174e-07
F_doctor-health care_80's,21,50-55_sales-marketing_90's,27,0.00041610738977448936
M_35-44_scientist_90's,24,18-24_other_Long_90's,25,0.00029134847017919796
M_25-34_other_80's,43,F_programmer_Long,34,0.01810806061193415
35-44_technician-engineer_Long,32,M_>56_self-employed_Long,23,3.99753896651589e-10
18-24_college-grad student_Long_70's,26,M_18-24_technician-engineer,27,0.01182931757631056
F_homemaker,50,F_other,60,1.6578125872079852e-08
other_50's,26,F_25-34_other_90's,34,0.003023998752208157
programmer_Long_80's,41,50-55_artist_Long,75,2.7342323372092636e-07
F_35-44_lawyer_Long_80's,29,F_25-34_programmer,26,0.0007138850263137542
M_<18_K-12 student,93,M_25-34_2000's,95,0.000913657829756831
F_35-44_lawyer_Long_80's,29,M_18-24_other_Long,31,7.501633758622006e-10
writer_Long_60's,22,F_18-24_academic-educator_90's,38,0.006197460485607431
45-49_artist,21,45-49_executive-managerial_Long,22,3.6424682167024436e-05
M_tradesman-craftsman,29,F_Long_60's,35,0.019646418505768648
F_45-49_doctor-health care_Long,64,25-34_programmer_Long,76,0.03791163138666098
F_<18_K-12 student_Long_90's,39,M_artist,51,0.0011584874316634686
M_Long_30's,28,artist_2000's,26,1.3531090948815105e-06
18-24_programmer_Long_90's,22,M_self-employed_90's,43,2.3272572757804255e-10
35-44_lawyer,95,F_18-24_college-grad student_Long,106,2.8237450845791656e-05
M_25-34_technician-engineer_80's,27,M_tradesman-craftsman_Long_90's,27,0.00889018684023524
18-24_academic-educator,25,M_>56_self-employed,24,0.0013036482878769906
25-34_sales-marketing_Long_90's,102,F_writer_Long,96,0.005750209561789843
M_45-49_80's,38,35-44_academic-educator,55,0.004351335778423393
M_>56_retired_90's,68,M_K-12 student_Long_90's,67,4.9722570755861284e-05
25-34_Long_60's,96,M_35-44_Long_90's,109,7.924315701068885e-06
45-49_executive-managerial_Long,57,35-44_technician-engineer_Long,55,0.0012105027686212244
F_50-55_90's,29,50-55_sales-marketing_Long,35,0.00540318966572273
25-34_scientist_Long_90's,64,>56_retired,63,3.676166188792962e-06
M_25-34_clerical-admin_Long,25,M_35-44_lawyer_Long,23,0.002671047228507639
F_25-34_clerical-admin_90's,63,M_25-34_college-grad student_90's,66,0.015514766967183125
F_35-44_homemaker,38,18-24_college-grad student_Long_80's,40,0.004798118292846487
M_25-34_college-grad student_Long_2000's,37,self-employed_Long_80's,31,0.003895964827021259
M_self-employed_Long,62,M_25-34_tradesman-craftsman,53,0.0004597613590993088
<18_K-12 student_Long_80's,36,M_35-44_70's,31,0.024185269095590822
45-49_artist,21,M_artist_90's,25,0.00430620464346354
M_other_Long_2000's,38,clerical-admin_90's,40,0.027190838519545735
F_sales-marketing_90's,26,F_50-55_doctor-health care_70's,26,0.0008323117333128456
M_35-44_Long_60's,28,self-employed_80's,31,0.009253205338597859
M_25-34_sales-marketing_Long_80's,36,F_25-34_other_Long_90's,34,0.0064405637688401685
M_<18_K-12 student_Long_90's,36,F_25-34_unemployed_Long_90's,40,0.006753765974490955
18-24_writer_90's,39,M_clerical-admin_Long,33,0.04970627713558651
F_35-44_homemaker,38,M_self-employed_90's,43,6.290082601001501e-06
F_45-49_doctor-health care_Long,64,25-34_programmer,76,0.03791163138666098
<18_90's,92,executive-managerial_90's,104,0.038094415174071194
<18_80's,37,F_Long_60's,35,0.001311811129408924
F_35-44_homemaker,38,lawyer_90's,38,0.0049505362451629726
M_lawyer_Long_90's,39,tradesman-craftsman_90's,27,1.3621249517203893e-07
F_K-12 student_Long_90's,39,programmer_Long_80's,42,0.007593693554800995
lawyer_80's,33,M_technician-engineer_Long_80's,37,9.081133622856896e-10
college-grad student_70's,46,M_college-grad student_Long_80's,49,0.00010880473285213021
35-44_scientist_Long_90's,24,other_Long_80's,21,2.3286488173956954e-05
technician-engineer_Long_80's,32,M_35-44_academic-educator_Long_90's,32,0.021411615091346068
M_sales-marketing_Long_80's,51,scientist_Long,47,0.00013729970810294478
<18_Long_80's,37,programmer_80's,42,4.202147108423038e-05
25-34_lawyer_Long,44,F_other_90's,40,0.026127455787234966
M_18-24_writer,34,self-employed_Long_80's,31,0.002961689180185134
scientist_90's,91,M_35-44_90's,110,1.3742667607119508e-05
35-44_artist,111,50's,106,0.00020785874019590977
35-44_50's,37,F_<18_K-12 student,55,0.0006351924178540358
M_other_60's,27,K-12 student_Long_80's,27,0.02166982723648196
35-44_lawyer,95,executive-managerial_Long_90's,104,0.0006134225928693393
scientist_Long_80's,32,50-55_doctor-health care_Long_80's,24,0.00034307136082778467
45-49_executive-managerial_Long,57,M_25-34_college-grad student_Long_90's,66,4.588331062871376e-06
35-44_scientist_Long_90's,24,K-12 student_Long_80's,27,0.0004226170750110114
F_50-55_doctor-health care_Long,32,M_50-55_self-employed_Long,34,5.91907101110678e-09
homemaker,50,35-44_self-employed_Long,41,2.3092638912203256e-14
50-55_writer,22,F_18-24_academic-educator,38,2.1260818231505496e-06
lawyer_80's,33,50-55_artist_80's,36,9.59144730693362e-05
25-34_lawyer_Long,44,M_self-employed_Long_80's,31,2.0746620610356814e-07
F_35-44_Long_80's,64,25-34_college-grad student_Long_90's,76,1.3023395695199724e-09
25-34_50's,58,50-55_artist,76,9.303592352072343e-08
35-44_lawyer_Long_80's,30,M_tradesman-craftsman_Long_90's,27,1.839264066605395e-05
F_35-44_other_Long_90's,39,18-24_writer_Long,54,0.01246200458713298
M_>56_retired_Long,82,K-12 student_Long_90's,91,0.011346504995651485
25-34_writer_90's,32,M_>56_self-employed_Long,23,4.468996485096355e-07
M_25-34_college-grad student_Long_90's,98,<18_Long_90's,95,0.04273592651733282
F_other_Long_2000's,29,M_>56_self-employed,24,6.210094572245417e-05
artist_Long_60's,24,>56_self-employed,24,0.0004056559340207839
M_self-employed,62,retired_Long,62,0.005655400014355446
M_35-44_academic-educator_Long_90's,29,35-44_self-employed_80's,21,0.001503893829532088
doctor-health care_Long_80's,48,F_50-55_artist_Long,75,5.9678928465700665e-12
F_50-55_doctor-health care_Long,32,M_35-44_Long_2000's,35,0.032947339485908
M_25-34_technician-engineer,106,doctor-health care,101,0.02740294430899204
M_Long_30's,28,45-49_executive-managerial,22,0.0009671065795248124
35-44_other_Long_80's,27,50-55_artist_Long_80's,36,6.99028195569884e-05
K-12 student,201,F_25-34_Long_90's,206,5.848981580069967e-06
F_college-grad student_Long,137,M_50-55,151,4.4231532769778426e-08
45-49_sales-marketing_Long_90's,22,M_35-44_self-employed_Long_80's,21,5.503555583508124e-05
M_25-34_other_90's,104,45-49_Long,113,5.811595649163337e-11
2000's,471,Long_80's,476,0.03099555896552797
M_25-34_other_80's,43,25-34_artist,39,0.0018649815302500539
35-44_academic-educator_Long_90's,39,M_clerical-admin,33,0.0001628135269472475
M_45-49_sales-marketing_Long_90's,22,writer_Long_70's,24,0.02379894627237522
35-44_writer,31,F_50-55_70's,31,0.018400608756955844
50-55_80's,25,F_doctor-health care_80's,23,2.1119069260056023e-07
35-44_scientist_Long_90's,24,18-24_writer_90's,31,0.041130201060761595
40's,113,45-49_Long,113,1.9295384727824653e-13
M_<18_K-12 student,93,40's,87,0.02839785087330382
25-34_doctor-health care_Long_90's,46,F_18-24_writer,55,0.013808223113197404
45-49_artist,21,M_50-55_Long_80's,21,0.005467427576534314
M_25-34_clerical-admin_Long,25,M_50-55_Long_80's,21,0.04738618000378192
M_unemployed,40,lawyer_Long_90's,38,0.032094420521594946
F_35-44_homemaker_Long,38,35-44_2000's,45,0.0012613690368675767
M_lawyer_90's,39,M_college-grad student_Long_2000's,37,5.258400268437491e-06
F_35-44_lawyer_Long_80's,29,25-34_tradesman-craftsman_Long_90's,27,7.582697034380637e-06
academic-educator_Long_70's,27,50-55_doctor-health care_Long_80's,24,6.573780308993804e-08
lawyer_80's,33,M_18-24_other_Long,31,2.398230503075638e-10
M_35-44_scientist_90's,24,M_50-55_Long_70's,25,0.008812602660399738
50-55_writer,22,F_25-34_writer_90's,22,3.642468216632747e-05
70's,309,35-44_Long,331,0.0008660133230625755
M_other_Long_60's,27,18-24_technician-engineer_Long,27,0.02166982723648196
college-grad student_70's,46,F_18-24_writer_Long,54,0.0003679421695322871
M_45-49_artist,21,F_18-24_academic-educator_Long_90's,38,0.0001437367893739605
<18_80's,37,M_academic-educator_80's,30,0.0020991635810817533
M_35-44_other,24,F_50-55_doctor-health care_Long_80's,23,3.755248326742233e-07
college-grad student_70's,46,F_K-12 student,55,2.8050033407112096e-09
M_18-24_programmer_90's,22,technician-engineer_2000's,28,0.04681895126336544
F_25-34_college-grad student_90's,48,F_other_Long,60,4.033142523285349e-07
25-34_clerical-admin_90's,73,25-34_Long_70's,74,0.016680077522151282
M_25-34_writer_Long,29,M_25-34_60's,29,0.02993100210360296
M_45-49_2000's,25,M_50-55_self-employed_90's,27,0.0011129207371785022
writer_80's,61,F_50-55_artist,76,0.00023113933138962928
M_25-34_technician-engineer_90's,51,scientist_Long,47,5.5345828907760186e-05
M_45-49_sales-marketing,63,M_<18_K-12 student_Long_90's,67,1.8688570024849582e-08
F_other_Long_2000's,29,F_50-55_doctor-health care_Long_80's,23,0.0013283113126465462
F_50-55_doctor-health care_Long,32,lawyer_90's,38,0.01707766726246973
academic-educator_Long_60's,26,F_doctor-health care_80's,23,0.007409409798201261
45-49_artist,21,F_doctor-health care_80's,23,1.2262744197855113e-07
45-49_executive-managerial,57,25-34_other_Long_90's,68,0.003729248502105653
F_K-12 student_Long_90's,39,F_<18_K-12 student_Long,55,8.183523178706409e-05
35-44_lawyer_Long_80's,30,M_45-49_90's,34,1.1439251967892972e-07
self-employed_Long,68,25-34_executive-managerial_Long_90's,82,0.02016347424866216
18-24_other_90's,21,other_Long_80's,21,0.015905243702949885
35-44_lawyer_Long,93,M_18-24_sales-marketing_Long,90,0.00819030786813879
executive-managerial_2000's,48,35-44_academic-educator,55,0.017577455937351272
F_Long_70's,92,25-34_writer_Long,91,5.3007330830801e-05
F_lawyer_Long_80's,29,25-34_customer service_Long,27,0.0040221542056675386
M_25-34_technician-engineer_Long_90's,50,F_clerical-admin_Long,54,4.1197795143443905e-05
M_18-24_self-employed_Long,28,F_18-24_academic-educator_Long,38,0.010532881864359411
F_35-44_lawyer_80's,29,18-24_other_90's,25,0.0014281770732693655
F_lawyer_80's,29,M_academic-educator_80's,30,0.0017358524446352552
M_<18_K-12 student_Long,92,M_25-34_Long_2000's,95,0.0011610327131276188
academic-educator_Long_70's,27,25-34_clerical-admin_Long_90's,30,0.01573889185490196
18-24_writer_90's,39,self-employed_80's,31,0.025626057170067496
M_lawyer_90's,39,18-24_college-grad student_Long_2000's,37,5.258400268437491e-06
F_sales-marketing,74,M_<18_Long_90's,69,0.0007029993212005481
F_homemaker_Long,50,25-34_unemployed_Long_90's,45,0.007000115443626886
M_doctor-health care_Long_80's,27,F_50-55_doctor-health care_Long_80's,23,1.4850535245969354e-09
F_executive-managerial_90's,29,M_25-34_customer service_Long,26,0.03479815005612141
F_50-55_90's,29,self-employed_80's,31,0.000255163380370349
<18_Long_80's,37,25-34_artist,39,1.0981167453127938e-07
F_35-44_academic-educator_Long,31,35-44_technician-engineer_Long_90's,24,0.000354054834140638
25-34_executive-managerial_80's,42,F_25-34_unemployed_90's,40,0.02544232750945241
M_18-24_Long_70's,39,25-34_customer service_Long,27,0.015694950260793483
M_45-49_Long_70's,24,35-44_self-employed_80's,21,0.0032625598223980923
25-34_college-grad student_Long_2000's,38,M_self-employed_Long_80's,31,0.00340464956189368
F_35-44_Long_90's,101,F_18-24_artist_Long_90's,109,0.028530588183534822
M_45-49_artist_Long,21,M_>56_retired_90's,24,0.017713246300313124
M_35-44_academic-educator_Long_90's,29,50-55_doctor-health care_Long_80's,24,0.0013634182306272447
M_clerical-admin,45,25-34_unemployed_Long_90's,45,0.0029827477142674273
M_35-44_artist_Long_80's,24,M_>56_self-employed_Long,23,8.117910111138382e-05
F_doctor-health care_Long_80's,21,45-49_executive-managerial_Long,22,0.025207669590896153
M_other_Long_60's,27,25-34_academic-educator_90's,27,0.02166982723648196
F_35-44_academic-educator_Long,31,50-55_artist_80's,36,0.0006593934131514656
M_30's,34,18-24_other,33,9.910453964145916e-07
M_45-49_sales-marketing_Long_90's,22,18-24_70's,26,0.025379839068890075
M_Long_30's,28,F_50-55_doctor-health care_Long_70's,26,0.00017194626119032552
executive-managerial_Long_90's,237,M_18-24_college-grad student_90's,233,0.04077474176438012
M_25-34_academic-educator_90's,47,M_artist_Long,51,0.033217423716206396
artist_Long_90's,142,M_programmer,131,0.03101825780333156
F_60's,69,M_academic-educator_90's,75,0.045541888904576666
M_18-24_70's,39,45-49_technician-engineer,26,0.011282512488211549
25-34_other_2000's,38,M_self-employed_80's,31,0.015417331224716335
18-24_college-grad student_80's,63,50-55_artist,76,8.941884879209994e-07
M_25-34_40's,27,50-55_doctor-health care_80's,24,0.004220190597932327
college-grad student_70's,46,M_25-34_writer,56,1.6797972731685817e-06
M_25-34_technician-engineer_90's,51,F_other_Long,60,0.00770817738298446
F_Long_2000's,155,M_50-55_Long,150,0.00032656407313913505
M_lawyer_Long,55,M_tradesman-craftsman_Long,54,0.003985806404561698
M_25-34_clerical-admin,25,M_>56_60's,30,0.011340809713179523
F_25-34_doctor-health care_Long,37,M_college-grad student_2000's,37,0.0002453174319335553
45-49_artist_Long,21,college-grad student_Long_50's,21,0.041088503979639056
M_45-49_artist_Long,21,M_35-44_programmer_80's,23,0.010067161057216056
K-12 student_80's,37,M_50-55_writer,31,0.01796674372628715
F_doctor-health care_Long_80's,21,18-24_technician-engineer_Long,27,0.006689726031661181
45-49_sales-marketing_Long,61,25-34_unemployed_Long,60,0.006708224464666679
M_25-34_other_Long_80's,43,self-employed_Long_80's,31,0.023289827621609138
>56_academic-educator_Long,60,F_academic-educator_90's,59,2.9382008412959237e-06
F_doctor-health care_80's,21,18-24_Long_70's,26,0.03182232647654104
18-24_other_Long,56,18-24_writer,55,0.00018343508418972032
F_lawyer_Long_90's,26,25-34_customer service_Long,27,3.248699087521345e-09
artist_Long_2000's,21,>56_self-employed,24,0.0014881221615874463
F_25-34_executive-managerial_Long,47,M_programmer_90's,47,0.03035107595148269
M_45-49_70's,24,M_artist_90's,25,0.032869442642583735
50-55_other_Long,24,F_<18_K-12 student_Long_90's,24,2.340322696273753e-05
18-24_college-grad student_Long_70's,26,18-24_writer_90's,31,0.003217772049509793
25-34_lawyer_90's,35,M_35-44_self-employed_80's,21,9.001734848634868e-07
F_18-24_college-grad student_90's,32,M_self-employed_80's,31,3.2340943897368746e-06
M_<18_K-12 student_90's,36,F_<18_K-12 student,55,9.120641643045602e-06
K-12 student_80's,37,25-34_programmer_90's,44,0.00015002832714017256
18-24_college-grad student_70's,26,25-34_artist,39,0.021634073891305894
M_25-34_other_90's,104,18-24_artist_Long_90's,109,0.027221949165378678
M_25-34_other_80's,43,M_clerical-admin_Long,33,0.04686846917662524
F_sales-marketing_Long_90's,26,writer_70's,24,0.00025614865304735
F_35-44_homemaker,38,college-grad student_2000's,45,8.910017391605685e-05
programmer_80's,41,F_18-24_writer,55,0.009644362382417282
M_25-34_other_80's,43,18-24_other_Long,33,1.2183561472145499e-05
M_25-34_academic-educator_Long,81,50-55_doctor-health care,80,3.9038680066383336e-09
18-24_college-grad student_70's,26,M_45-49_technician-engineer_Long,25,0.00480904117063452
>56_retired_90's,68,M_50's,76,0.0007322524710000611
M_35-44_scientist_Long,45,18-24_writer,55,0.000109232722851349
F_lawyer,93,M_35-44_Long_90's,109,1.4031704558492564e-05
18-24_70's,51,F_50-55_artist_Long,75,5.301615590980191e-09
M_lawyer_90's,39,F_50-55_doctor-health care_Long_70's,26,4.772228008897983e-05
M_>56_academic-educator_Long,44,programmer_Long_80's,42,0.0003066039647460217
M_academic-educator_Long_2000's,28,self-employed_Long_80's,31,0.00011598289981928911
sales-marketing_Long_60's,24,F_K-12 student_90's,24,0.029913567122680163
academic-educator_Long_60's,26,M_25-34_customer service,26,0.041793857075631685
M_35-44_90's,192,F_50-55,178,5.537745892469914e-05
F_lawyer_Long_80's,29,customer service,28,0.007205539353903445
M_<18_Long_90's,52,>56_90's,53,0.0018113719124979166
18-24_programmer_90's,22,F_25-34_programmer_Long_90's,21,0.010483110706448029
F_35-44_lawyer_80's,29,M_35-44_academic-educator_90's,33,1.5693885279666198e-05
M_25-34_sales-marketing_Long,180,artist_90's,166,0.020082320243466678
M_<18_Long_90's,52,50-55_Long_70's,56,2.3695673066148615e-05
scientist_Long,147,>56,152,7.0746978275693095e-09
F_25-34_doctor-health care_Long,37,M_artist_Long,51,5.242905541935627e-07
F_lawyer_80's,29,F_programmer,34,9.630864959531138e-06
M_18-24_programmer_90's,22,>56_self-employed_Long,23,8.619775929097351e-05
M_25-34_Long_70's,90,F_18-24_college-grad student_Long,106,0.0011699840881737034
M_lawyer_90's,39,F_25-34_unemployed_90's,40,9.719488547332844e-09
35-44_technician-engineer_Long,32,M_clerical-admin_Long,33,0.0003674656326508874
50-55_writer,22,50-55_2000's,21,2.0137836065359238e-08
25-34_60's,96,M_25-34_Long_2000's,95,0.0003763884920120475
M_lawyer_Long_90's,39,M_lawyer_90's,37,1.292834697519396e-06
M_25-34_Long_50's,41,F_25-34_unemployed_Long,46,0.01111795207831523
F_homemaker,50,F_25-34_unemployed_90's,40,0.00548727998935683
35-44_homemaker_Long,38,M_35-44_academic-educator_Long,52,8.562833164749151e-07
M_35-44_scientist_Long_90's,24,F_doctor-health care_80's,23,2.0979441652801967e-06
lawyer_80's,33,M_lawyer_90's,37,4.2265441413391613e-07
40's,113,M_25-34_college-grad student,126,1.549760320074256e-12
F_35-44_lawyer_80's,29,F_45-49,26,1.2616533126008633e-05
M_18-24_college-grad student_2000's,41,35-44_academic-educator,55,0.010397449330058817
F_<18_K-12 student_Long_90's,39,F_<18_K-12 student,55,8.183523178706409e-05
M_college-grad student_70's,39,18-24_academic-educator_Long_90's,49,3.4354582042039894e-05
35-44_programmer_Long,24,F_25-34_other_90's,34,0.030452545055407065
25-34_scientist_Long,99,doctor-health care_Long,100,0.01857027878592732
M_25-34_other_Long_80's,43,M_self-employed_90's,43,1.7324039759238252e-05
M_25-34_lawyer_Long_90's,34,M_>56_self-employed,24,7.185274597532043e-11
35-44_executive-managerial,102,M_writer,96,0.005924477772792702
M_25-34_clerical-admin_Long,25,F_doctor-health care_70's,26,0.00032349151205579574
doctor-health care_Long_80's,48,F_<18_Long,59,8.253953076575726e-11
executive-managerial_Long_2000's,48,35-44_academic-educator,55,0.017577455937351272
M_technician-engineer_Long_80's,32,F_18-24_academic-educator_Long_90's,38,0.014199965856193653
M_45-49_artist,21,doctor-health care_80's,25,1.6687399214676546e-06
45-49_artist_Long,21,F_25-34_other_Long_90's,34,0.0026692355205116813
F_unemployed,23,>56_academic-educator,23,0.02472024578256561
M_35-44_artist_80's,24,M_>56_self-employed_Long,23,8.117910111138382e-05
M_25-34_clerical-admin,25,M_50-55_Long_80's,21,0.04738618000378192
M_35-44_programmer,23,35-44_academic-educator_Long_90's,33,0.005394362497784466
F_25-34_executive-managerial_90's,22,M_>56_self-employed_Long,23,0.00449108424220368
M_clerical-admin,45,F_<18,60,1.4760347069042723e-05
F_<18_K-12 student_Long_90's,39,M_35-44_academic-educator_Long,52,0.0009613411484018508
50-55_writer_Long,22,25-34_college-grad student_Long_80's,22,1.290348052450872e-07
M_lawyer_90's,39,college-grad student_Long_70's,27,5.225887191318002e-06
F_college-grad student_Long_90's,91,K-12 student_90's,91,1.932841119873237e-12
M_25-34_clerical-admin,25,25-34_writer_Long_80's,21,0.0018555772901618361
F_25-34_other_Long_90's,51,unemployed_90's,51,0.02376350280663992
M_45-49_Long_70's,24,other_80's,21,0.010143780852950757
M_doctor-health care_80's,27,50-55_doctor-health care_70's,26,2.420214588738645e-07
M_other_50's,22,M_25-34_customer service,26,0.04183726197325166
scientist_Long_80's,32,F_18-24_academic-educator,38,0.029548141358233138
25-34_academic-educator_Long_80's,21,M_35-44_self-employed_Long_80's,21,0.015905243702949885
35-44_scientist_Long_90's,24,doctor-health care_70's,30,0.0024599305568000496
F_35-44_lawyer_80's,29,18-24_other_Long_90's,25,0.0014281770732693655
35-44_scientist_Long_90's,24,18-24_Long_70's,26,0.006118117039841553
M_retired_Long_90's,68,M_Long_40's,65,5.363998101248768e-08
25-34_college-grad student_Long_80's,45,50-55_academic-educator,40,0.03700559355191735
F_50-55_doctor-health care,32,F_50-55_70's,31,5.624225862810306e-09
25-34_college-grad student_2000's,38,25-34_clerical-admin_Long_90's,30,0.03439646165724075
