num_max_hypo,threshold,method,adjustment,Candidates,Hypothesis,Without_Adjust,grouping_time,Best_pairs,Min_p_value,Max_p_value,Sum_p_value,Cov_period_1,Cov_period_2,Cov_total,p_value_adjustement_time
10.0,-1,Traditional,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,1702.0,0.0,0.003815553878481648,1.003616284428712,1.0,1.0,1.0,51.995829582214355
10.0,-1,Traditional,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,681.0,0.0,1.884632765813965e-05,0.002047811634131857,0.9782608695652174,0.9968553459119497,0.9875581077385835,51.64466214179993
10.0,-1,Coverage_Two_Sides,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,38.0,4.944867558698145e-17,0.003394644248418288,0.018104247793629714,1.0,1.0,1.0,52.037384271621704
10.0,-1,Coverage_Two_Sides,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,49.0,1.9295384727824653e-13,1.646985102277121e-05,0.00013188807110018217,0.9782608695652174,0.9968553459119497,0.9875581077385835,52.568238258361816
10.0,-1,Coverage_Side_1,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,35.0,0.0,0.0014486898161808338,0.00390496602018625,1.0,0.7641509433962265,0.8820754716981132,51.75649929046631
10.0,-1,Coverage_Side_1,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,38.0,0.0,1.646985102277121e-05,5.147091665069478e-05,0.9782608695652174,0.660377358490566,0.8193191140278917,52.118948221206665
10.0,-1,Coverage_Side_2,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,19.0,0.0,0.003394644248418288,0.004102970846455437,0.5700483091787439,1.0,0.7850241545893719,51.70859432220459
10.0,-1,Coverage_Side_2,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,27.0,0.0,1.0145493075874867e-05,5.7205163190611894e-05,0.5772946859903382,0.9968553459119497,0.7870750159511439,51.837061405181885
10.0,-1,Coverage_alpha_investing,gamma_20,69577.0,4926.0,2636.0,8.765647172927856,41.0,6.215139514154089e-11,0.00027250131458289584,0.0010320707539848081,0.9951690821256038,1.0,0.9975845410628019,4.394882917404175
10.0,-1,Coverage_alpha_investing,gamma_50,69577.0,4926.0,2636.0,8.765647172927856,45.0,1.9295384727824653e-13,0.00012046120297970475,0.0005387530734859273,0.9927536231884058,0.9968553459119497,0.9948044845501778,5.566824197769165
10.0,-1,Coverage_alpha_investing,gamma_100,69577.0,4926.0,2636.0,8.765647172927856,48.0,1.9295384727824653e-13,3.0269847818398254e-05,0.0002075747571549449,0.9782608695652174,0.9968553459119497,0.9875581077385835,9.589071989059448
10.0,-1,Coverage_alpha_investing,gamma_200,69577.0,4926.0,2636.0,8.765647172927856,47.0,1.9295384727824653e-13,1.3473780971384741e-05,0.00012637932154069964,0.9710144927536232,0.9937106918238994,0.9823625922887613,11.930726051330566
10.0,25,Traditional,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,25.0,0.0,8.985034938291392e-13,4.239338122117291e-12,0.45893719806763283,0.4779874213836478,0.4684623097256403,51.582199573516846
10.0,25,Traditional,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,25.0,0.0,8.985034938291392e-13,4.239338122117291e-12,0.45893719806763283,0.4779874213836478,0.4684623097256403,51.577149391174316
10.0,25,Coverage_Two_Sides,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,25.0,4.944867558698145e-17,0.003394644248418288,0.016969641865433517,0.9589371980676329,0.9937106918238994,0.9763239449457661,51.96389055252075
10.0,25,Coverage_Two_Sides,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,25.0,1.9295384727824653e-13,1.3473780971384741e-05,6.705708301850284e-05,0.9154589371980676,0.9371069182389937,0.9262829277185307,52.227593421936035
10.0,25,Coverage_Side_1,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,25.0,0.0,0.0008689135851180918,0.0013593305943910411,0.9685990338164251,0.7232704402515723,0.8459347370339987,51.750402212142944
10.0,25,Coverage_Side_1,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,25.0,0.0,1.646985102277121e-05,4.913768637770641e-05,0.9396135265700483,0.6163522012578616,0.777982863913955,51.98703956604004
10.0,25,Coverage_Side_2,Benjamini,69577.0,4926.0,2636.0,8.765647172927856,19.0,0.0,0.003394644248418288,0.004102970846455437,0.5700483091787439,1.0,0.7850241545893719,51.721774101257324
10.0,25,Coverage_Side_2,Bonferroni,69577.0,4926.0,2636.0,8.765647172927856,25.0,0.0,1.0145493075874867e-05,4.6682308126365885e-05,0.5628019323671497,0.9905660377358491,0.7766839850514994,51.96269750595093
10.0,25,Coverage_alpha_investing,gamma_20,69577.0,4926.0,2636.0,8.765647172927856,25.0,6.215139514154089e-11,0.00027250131458289584,0.0006653368860195018,0.9444444444444444,0.9811320754716981,0.9627882599580713,2.297130823135376
