grp1,grp1_size,grp2,grp2_size,p-value
114_100407,6,3.5,0,0.002715084889555306
115_100102,83,3.5,0,4.581645358235266e-43
Others_110506,13,3.5,0,2.0937901795597005e-05
221_510539,10,3.5,0,2.7794166086626298e-06
100408,13,3.5,0,0.0
115_130109,11,3.5,0,0.0
114_500804,27,3.5,0,9.625679156854814e-25
221_530112,17,3.5,0,4.429670112801115e-14
115_110122,13,3.5,0,3.4648692827225745e-11
300301,62,3.5,0,1.0957983531538036e-43
520102,12,3.5,0,5.627284747913436e-07
110601,6,3.5,0,0.0020585239624297982
Others_100201,35,3.5,0,4.583801248774936e-13
110_110504,6,3.5,0,3.3435780639884726e-05
221_130405,6,3.5,0,3.3435780639884726e-05
221_500202,22,3.5,0,3.50980952462616e-19
Others_110217,28,3.5,0,2.4683243668977983e-09
110136,147,3.5,0,4.5708642434409967e-60
115_130401,29,3.5,0,1.4236357282419592e-19
221_110401,109,3.5,0,5.072562897328094e-72
540609,7,3.5,0,3.1589423590186957e-06
320407,9,3.5,0,7.057018838834694e-06
115_130102,38,3.5,0,5.979813995929086e-20
221_130205,34,3.5,0,2.601972514804389e-20
115_110136,68,3.5,0,3.969343179318793e-29
221_501102,6,3.5,0,3.3435780639884726e-05
221_110103,24,3.5,0,5.661143614515428e-17
115_130308,30,3.5,0,1.0949419201483652e-08
221_500804,38,3.5,0,0.0006761767110873823
760523,22,3.5,0,1.1998076552770867e-09
221_130313,15,3.5,0,0.0
530204,12,3.5,0,0.00013786236928448324
115_110118,40,3.5,0,2.5493154544434114e-39
110_110410,7,3.5,0,0.002534448488652834
320104,27,3.5,0,5.910136857686192e-14
221_760163,10,3.5,0,0.0032037603833583598
221_130101,36,3.5,0,1.474511216494955e-32
221_100413,22,3.5,0,7.43943215558252e-11
221_100407,36,3.5,0,1.0723186490153398e-27
114_530101,16,3.5,0,1.3536021482724417e-08
780510,9,3.5,0,0.00018810402121597548
221_470206,6,3.5,0,0.0
110_130313,8,3.5,0,0.0006711542169934337
500309,17,3.5,0,2.1444317133848315e-15
115_110509,18,3.5,0,9.441702985992687e-06
115_110403,24,3.5,0,2.4802515960405772e-14
110133,33,3.5,0,1.0937421220514509e-38
106_120103,15,3.5,0,2.0915877884172494e-10
115_500302,20,3.5,0,5.082430760149202e-16
221_110405,20,3.5,0,4.729161929858609e-13
114_120103,24,3.5,0,6.838517317124735e-09
130106,288,3.5,0,6.539790094640505e-73
110_100503,13,3.5,0,0.0006818507511621427
530601,20,3.5,0,4.571438028987181e-08
500108,11,3.5,0,8.783069127518375e-06
115_530412,6,3.5,0,3.3435780639884726e-05
115_100513,18,3.5,0,5.886772966507344e-19
100413,97,3.5,0,3.221360223552494e-37
530103,80,3.5,0,1.4537793095391474e-44
110108,71,3.5,0,1.2562784378797088e-25
221_100208,13,3.5,0,0.0
106_110201,6,3.5,0,0.00128665310039997
221_100203,14,3.5,0,5.212908597140648e-05
110_110106,34,3.5,0,1.7565163551354754e-21
115_520502,8,3.5,0,2.5409905544510215e-06
115_110103,41,3.5,0,3.0507756252103775e-36
115_120108,24,3.5,0,3.1254490766384654e-23
114_110509,8,3.5,0,2.5409905544510215e-06
221_100213,8,3.5,0,2.5409905544510215e-06
120302,15,3.5,0,2.9143316175554665e-13
221_120305,9,3.5,0,2.30610839150091e-08
510401,6,3.5,0,0.0
115_100503,23,3.5,0,5.3932124862856285e-18
470103,15,3.5,0,0.0
115_100431,21,3.5,0,4.249085671445954e-10
500106,10,3.5,0,0.007047539183651614
115_760523,11,3.5,0,1.6486497973750057e-07
221_110603,18,3.5,0,4.054990858832223e-14
221_300704,6,3.5,0,0.0
105_100312,7,3.5,0,0.0
221_100307,26,3.5,0,1.91180569436278e-23
115_500206,22,3.5,0,6.393811932896031e-06
530116,91,3.5,0,8.316564831595443e-48
115_100206,6,3.5,0,0.0
110_110217,24,3.5,0,1.579249510935745e-16
110106,290,3.5,0,4.832808158302836e-157
300604,20,3.5,0,2.3126580952855516e-12
115_120105,53,3.5,0,2.332247675021275e-33
115_100208,32,3.5,0,9.300906470029493e-23
221_500806,8,3.5,0,0.0
221_120103,171,3.5,0,2.930950812612884e-67
110_120104,6,3.5,0,0.0
130202,10,3.5,0,1.808926858703441e-09
520503,10,3.5,0,2.7794166086626298e-06
115_110504,47,3.5,0,3.073363675298166e-24
115_120112,24,3.5,0,2.7012739676397307e-21
115_130302,14,3.5,0,0.0
115_110201,30,3.5,0,7.63663902131192e-28
221_110107,20,3.5,0,0.0
221_110110,10,3.5,0,1.6050136385320595e-07
114_530209,6,3.5,0,0.00033265868660817976
115_110305,35,3.5,0,1.6696526733754076e-33
Others_110507,20,3.5,0,1.6046380072523421e-13
750106,8,3.5,0,2.5409905544510215e-06
Unknown_130204,11,3.5,0,0.0
221_300424,9,3.5,0,0.0004270514763262176
760583,12,3.5,0,2.4933122290614487e-05
520452,13,3.5,0,9.698302465976703e-07
Others_500203,13,3.5,0,6.252437440023334e-08
100301,130,3.5,0,6.831044535360325e-104
115_110121,19,3.5,0,0.0
114_530110,8,3.5,0,2.5409905544510215e-06
115_470103,10,3.5,0,0.0
115_760516,8,3.5,0,7.919630629533823e-06
115_100304,26,3.5,0,1.471590167009582e-25
500209,9,3.5,0,2.9928827754776993e-07
115_500212,7,3.5,0,3.1589423590186957e-06
Unknown_110507,10,3.5,0,0.0004484753930000797
115_100512,7,3.5,0,2.5972050768764743e-05
520314,13,3.5,0,3.7062911851211177e-09
221_100112,11,3.5,0,4.63642808818965e-07
221_100516,9,3.5,0,2.30610839150091e-08
130401,66,3.5,0,9.334532617123484e-48
115_510539,10,3.5,0,0.0
110_760226,6,3.5,0,3.343578063988478e-05
501002,50,3.5,0,9.605540994373e-38
115_100422,9,3.5,0,2.30610839150091e-08
115_500210,97,3.5,0,3.6887449367242472e-50
110403,67,3.5,0,2.273842065198431e-41
115_130110,26,3.5,0,1.91180569436278e-23
115_110411,175,3.5,0,7.017872619434469e-17
740807,7,3.5,0,0.0
221_520452,7,3.5,0,0.00043495815393050223
Others_110112,8,3.5,0,2.7832124969587065e-07
221_100201,103,3.5,0,2.944915667677754e-76
Others_100413,8,3.5,0,2.5409905544510215e-06
110_760523,6,3.5,0,0.02773719402502057
300416,20,3.5,0,4.395903660364944e-14
221_100103,8,3.5,0,8.565231553122837e-05
221_530403,32,3.5,0,7.784254492539914e-27
115_100401,53,3.5,0,1.7620463445482428e-47
221,6721,3.5,0,0.0
115_520436,8,3.5,0,0.0
300711,17,3.5,0,0.02581842814323461
100325,26,3.5,0,1.1361125480201818e-07
110_500202,15,3.5,0,3.988820410405711e-12
221_110409,22,3.5,0,2.0357853500488054e-08
221_130302,19,3.5,0,4.6016092841650045e-15
100106,80,3.5,0,1.279584315859767e-39
221_100515,15,3.5,0,2.7677619628369307e-15
115_300416,13,3.5,0,3.1344148889475014e-10
130404,31,3.5,0,1.4763331144944856e-22
130108,24,3.5,0,1.4960833626170156e-14
Others_100301,11,3.5,0,1.3504998812497655e-10
500105,32,3.5,0,8.829107030836692e-25
110_500203,17,3.5,0,1.0161193015086979e-17
221_110501,6,3.5,0,0.0
115_130303,8,3.5,0,0.0
300716,14,3.5,0,0.0
110_130302,6,3.5,0,0.0001499038306850453
Unknown_100312,7,3.5,0,3.1589423590186957e-06
115_120103,207,3.5,0,8.717914249903104e-123
100418,54,3.5,0,2.7724887547734482e-56
221_110115,11,3.5,0,1.3504998812497655e-10
110412,8,3.5,0,2.5409905544510215e-06
221_110118,24,3.5,0,0.0003558773352554333
115_130206,173,3.5,0,6.637107077438657e-123
221_110124,8,3.5,0,8.565231553122837e-05
110125,6,3.5,0,0.0020585239624297982
106_100205,19,3.5,0,3.317344055118712e-20
300801,10,3.5,0,1.808926858703441e-09
114_110103,6,3.5,0,0.00029114225193906064
110_110402,16,3.5,0,9.486629397409856e-08
110_110603,7,3.5,0,3.1589423590186957e-06
760164,7,3.5,0,0.004103933720031569
221_530116,25,3.5,0,3.950961125697478e-13
221_120105,47,3.5,0,6.520432457704529e-31
100201,379,3.5,0,1.6682922673167786e-163
100438,13,3.5,0,6.600614210848898e-13
100209,33,3.5,0,3.2117520656981548e-31
115_120102,6,3.5,0,3.3435780639884726e-05
760520,14,3.5,0,4.350763539511728e-14
500531,6,3.5,0,0.0
760504,10,3.5,0,0.0031104283103858535
221_740105,11,3.5,0,3.9996944867789825e-05
760502,6,3.5,0,0.033604836673520426
713102,9,3.5,0,0.0
105_100201,6,3.5,0,0.0
115_530407,18,3.5,0,7.775969454923278e-05
130207,27,3.5,0,5.746003883006636e-12
115_120203,14,3.5,0,3.2350188270026e-12
221_100418,15,3.5,0,0.0
760402,20,3.5,0,0.0
Others_530125,6,3.5,0,0.0
760163,25,3.5,0,6.42509252616371e-06
760146,8,3.5,0,8.565231553122837e-05
500203,117,3.5,0,2.7850729596579423e-85
530504,8,3.5,0,2.7832124969587065e-07
115_540218,6,3.5,0,0.0001499038306850453
115_130201,71,3.5,0,1.332017847077441e-27
115_300504,7,3.5,0,0.0
760230,10,3.5,0,0.0013906645882092096
110_100401,12,3.5,0,0.0
Others_500202,8,3.5,0,7.919630629533823e-06
115_100111,10,3.5,0,1.808926858703441e-09
115_110404,44,3.5,0,4.625322993248915e-32
110_110137,6,3.5,0,0.0020585239624297982
470202,8,3.5,0,0.0
115_130208,30,3.5,0,2.4158859228985493e-09
540218,10,3.5,0,1.605013638532054e-07
115_100444,6,3.5,0,0.0
110505,49,3.5,0,5.601289259665513e-25
115_500202,33,3.5,0,7.096639722107716e-14
221_110137,22,3.5,0,3.155068900567092e-15
110504,100,3.5,0,4.3626780838602143e-41
590312,6,3.5,0,0.0
520502,11,3.5,0,3.529396829006371e-09
115_300113,8,3.5,0,7.919630629533823e-06
520133,12,3.5,0,0.0
115_510428,7,3.5,0,2.0246291858225547e-05
221_110119,26,3.5,0,1.471590167009582e-25
130105,9,3.5,0,2.9928827754776993e-07
106_100102,9,3.5,0,0.0
110509,44,3.5,0,4.989814606474929e-14
100403,70,3.5,0,1.4572771085969128e-25
760702,6,3.5,0,0.0
115_100207,19,3.5,0,1.623572672983018e-07
221_530104,22,3.5,0,0.0
470206,7,3.5,0,0.0
100102,220,3.5,0,1.8836685208227658e-94
115_110332,18,3.5,0,5.886772966507344e-19
100440,34,3.5,0,3.5270700744775514e-35
110336,10,3.5,0,0.0
221_100402,17,3.5,0,4.344796929054066e-12
115_110120,8,3.5,0,0.0
221_530105,45,3.5,0,6.595064875651878e-28
Others_130313,8,3.5,0,7.919630629533823e-06
221_110122,9,3.5,0,0.0
100508,102,3.5,0,0.0004413886876775482
110_120101,13,3.5,0,3.4648692827225745e-11
Others_100314,8,3.5,0,0.02561426718109219
300422,29,3.5,0,9.864618118656311e-27
221_100405,20,3.5,0,8.694569907462376e-15
Others_110136,11,3.5,0,2.718940744501554e-06
115_320501,18,3.5,0,0.00235384818993686
115_530116,44,3.5,0,3.1430027689762874e-24
320101,10,3.5,0,1.2446162129534045e-05
110_530403,9,3.5,0,0.00011350308596590547
320403,7,3.5,0,3.1589423590186957e-06
110_530114,17,3.5,0,1.0161193015086979e-17
221_320201,10,3.5,0,2.7794166086626298e-06
115_100216,7,3.5,0,0.0
120205,9,3.5,0,2.30610839150091e-08
115_520102,8,3.5,0,0.00013924653516766912
115_500535,6,3.5,0,0.00128665310039997
100402,41,3.5,0,4.7152609616810066e-33
221_110116,7,3.5,0,0.0
115_500305,20,3.5,0,8.694569907462376e-15
470102,7,3.5,0,2.0246291858225547e-05
115_530405,31,3.5,0,5.852405929521961e-21
530505,26,3.5,0,4.721506852113932e-14
115_110502,33,3.5,0,8.547704422344202e-11
221_530101,84,3.5,0,2.7989117003319518e-42
100516,44,3.5,0,3.318183743473372e-11
115_130207,13,3.5,0,0.00013625614917754826
110_530302,7,3.5,0,0.0
221_300712,14,3.5,0,3.1606516591111923e-07
520469,16,3.5,0,8.562350172451835e-07
115_501002,24,3.5,0,2.1995709075988366e-16
130110,67,3.5,0,1.51814327369783e-57
221_100113,13,3.5,0,0.0
114_130204,23,3.5,0,2.6057653980830184e-25
720507,19,3.5,0,0.00015740102614915388
110_130203,7,3.5,0,3.1589423590186957e-06
560106,7,3.5,0,3.1589423590186957e-06
115_100212,34,3.5,0,1.5001983440484647e-24
500112,13,3.5,0,3.1344148889475014e-10
110_100507,24,3.5,0,0.00020502732569456936
540206,7,3.5,0,0.0004349581539305029
115_530406,25,3.5,0,0.0
500307,48,3.5,0,4.2654027010140416e-42
530412,13,3.5,0,3.4648692827225745e-11
221_100306,19,3.5,0,3.317344055118712e-20
115_100413,35,3.5,0,4.2578158223503374e-11
Others_100305,8,3.5,0,0.003798576327652087
110116,27,3.5,0,0.0
221_530103,27,3.5,0,5.303725283048678e-23
221_300422,11,3.5,0,1.3504998812497655e-10
120107,64,3.5,0,1.835209999937227e-55
115_110402,42,3.5,0,3.381701305292808e-13
500806,16,3.5,0,0.0
115_530104,30,3.5,0,1.0645807740752846e-16
110503,6,3.5,0,0.0
115_110501,11,3.5,0,0.0
221_530401,8,3.5,0,0.0
221_120112,28,3.5,0,7.961082299832046e-23
130204,435,3.5,0,3.137868388061647e-282
470210,7,3.5,0,0.00024255788954244802
320202,18,3.5,0,2.634703538578877e-08
712102,12,3.5,0,2.6223148558107772e-09
Others_500804,13,3.5,0,0.014650897851030424
300701,12,3.5,0,0.0
120108,64,3.5,0,1.465588500470869e-52
115_100110,28,3.5,0,7.961082299832046e-23
115_470106,6,3.5,0,0.0
221_530211,6,3.5,0,3.3435780639884726e-05
100208,58,3.5,0,1.9771822991261653e-44
115_300604,12,3.5,0,7.393921172700743e-08
105_100311,6,3.5,0,0.0
520420,8,3.5,0,0.0011337831033596452
221_130107,8,3.5,0,0.0
115_100418,18,3.5,0,1.758465237965045e-16
221_730719,6,3.5,0,3.3435780639884726e-05
221_110108,26,3.5,0,3.065977082446163e-29
115_100106,30,3.5,0,4.0090277859953126e-26
711321,22,3.5,0,8.022628261007187e-13
110507,230,3.5,0,4.136497437637248e-13
520501,6,3.5,0,0.0
221_130208,12,3.5,0,2.6223148558107772e-09
110_130205,11,3.5,0,1.3811738967574727e-07
115_760402,8,3.5,0,0.0
520510,7,3.5,0,2.0246291858225547e-05
520443,7,3.5,0,0.0019599724635419626
105_110217,7,3.5,0,3.1589423590186957e-06
500102,73,3.5,0,8.319905187056625e-31
115_500309,10,3.5,0,3.332867923402179e-08
530401,20,3.5,0,4.161194919239642e-17
Others_530119,6,3.5,0,3.3435780639884726e-05
221_110114,13,3.5,0,0.0
530110,189,3.5,0,2.8771467222898113e-95
760586,14,3.5,0,0.0
115_500105,16,3.5,0,2.8835780561113855e-12
500804,129,3.5,0,2.7939140224485146e-07
221_130201,45,3.5,0,2.340786644312134e-21
114_500208,6,3.5,0,0.0020585239624297982
115_110217,146,3.5,0,3.7071234379899043e-79
320201,37,3.5,0,2.124455666323797e-06
115_110109,40,3.5,0,6.342607323049225e-27
106_110217,11,3.5,0,3.529396829006371e-09
115_300712,19,3.5,0,1.402460249676307e-17
Unknown_110217,12,3.5,0,3.570794157273521e-10
114_100323,12,3.5,0,3.570794157273521e-10
110103,90,3.5,0,2.166559374486264e-70
115_130404,9,3.5,0,1.585832811434827e-05
221_110208,15,3.5,0,0.0011310389629061535
115_712902,23,3.5,0,4.416593838489201e-22
110_530110,18,3.5,0,1.758465237965045e-16
Unknown_130206,11,3.5,0,1.3504998812497655e-10
110_110510,8,3.5,0,0.0
100111,21,3.5,0,2.2771700355385312e-14
221_720501,7,3.5,0,0.0
760210,6,3.5,0,0.0
Others_120104,9,3.5,0,0.0
115_470105,8,3.5,0,0.0
110201,69,3.5,0,7.75503232976776e-61
500103,18,3.5,0,4.089160812717663e-11
100309,9,3.5,0,0.0
115_110517,15,3.5,0,0.0029726766632314637
221_130103,7,3.5,0,2.0246291858225547e-05
Others_130201,10,3.5,0,0.0
110_130206,20,3.5,0,3.2509230553922435e-09
105_100505,8,3.5,0,8.565231553122837e-05
115_530202,16,3.5,0,3.0314679521075055e-10
115_520433,8,3.5,0,1.4707857261503119e-05
110322,11,3.5,0,1.7095494384016647e-05
221_560201,18,3.5,0,3.634463294151078e-08
500802,10,3.5,0,1.808926858703441e-09
130203,63,3.5,0,7.526138304715608e-41
115_731302,12,3.5,0,0.00729104657294285
115_500509,9,3.5,0,0.0008138621117322101
Unknown_100205,18,3.5,0,0.0
221_520473,7,3.5,0,3.1589423590186957e-06
100308,20,3.5,0,5.082430760149202e-16
115_300423,8,3.5,0,0.0
115_530211,7,3.5,0,0.00043495815393050223
114_120105,11,3.5,0,0.0011431050868040628
Unknown,717,3.5,0,0.0
115_130402,23,3.5,0,4.606651156068733e-15
300802,6,3.5,0,3.3435780639884726e-05
114_100301,6,3.5,0,0.0
115_120110,32,3.5,0,2.5708723733640873e-37
221_500105,11,3.5,0,3.529396829006371e-09
530211,16,3.5,0,1.1262641560622279e-10
540209,23,3.5,0,0.02138078456298488
221_500208,15,3.5,0,2.0762057789947177e-05
520505,8,3.5,0,7.919630629533823e-06
221_100304,15,3.5,0,2.7677619628369307e-15
100319,50,3.5,0,1.085146234366254e-20
720501,11,3.5,0,0.0
114_530119,9,3.5,0,2.9928827754776993e-07
760116,18,3.5,0,5.886772966507344e-19
110331,7,3.5,0,0.0
106,663,3.5,0,6.2359584765479064e-27
221_500204,7,3.5,0,3.1589423590186957e-06
530503,6,3.5,0,0.0
470101,8,3.5,0,0.0
712901,53,3.5,0,7.269692121046799e-20
110_500208,9,3.5,0,4.252410658588925e-05
530111,44,3.5,0,4.914145315867041e-23
114_100201,32,3.5,0,4.290229902206345e-21
221_530301,24,3.5,0,5.661143614515428e-17
Unknown_120103,24,3.5,0,1.859122179278632e-15
500319,10,3.5,0,3.332867923402179e-08
110517,30,3.5,0,4.913062690517025e-06
110_530105,14,3.5,0,0.0
221_100443,16,3.5,0,0.0018625607600214432
115_500311,35,3.5,0,1.5730725326044964e-29
500405,9,3.5,0,1.162335666595775e-06
560102,7,3.5,0,2.0246291858225547e-05
712902,62,3.5,0,5.010516703443061e-46
221_500307,11,3.5,0,1.3504998812497655e-10
110138,23,3.5,0,2.6057653980830184e-25
115_500901,14,3.5,0,4.350763539511728e-14
221_100401,39,3.5,0,4.7893711857705385e-47
760516,17,3.5,0,4.429670112801115e-14
221_500101,8,3.5,0,7.919630629533823e-06
110_110112,7,3.5,0,2.0246291858225547e-05
Others_130110,10,3.5,0,1.808926858703441e-09
115_110207,19,3.5,0,1.402460249676307e-17
110_530406,13,3.5,0,0.0
520101,10,3.5,0,1.1055172385715307e-06
Others_120203,6,3.5,0,0.0020585239624297982
115_320202,12,3.5,0,2.4933122290614487e-05
221_110112,17,3.5,0,4.429670112801115e-14
115_110506,30,3.5,0,7.55554435525483e-16
760505,8,3.5,0,0.0
115_110511,8,3.5,0,0.0
520414,7,3.5,0,3.1589423590186957e-06
221_500311,15,3.5,0,2.7677619628369307e-15
560104,12,3.5,0,2.6223148558107772e-09
470207,9,3.5,0,0.0
520508,14,3.5,0,4.350763539511728e-14
470702,7,3.5,0,3.1589423590186957e-06
300712,47,3.5,0,2.3329374178951292e-22
115_100202,68,3.5,0,4.093482049440741e-58
760221,10,3.5,0,1.808926858703441e-09
221_130203,14,3.5,0,3.2350188270026e-12
221_320402,14,3.5,0,4.350763539511728e-14
100401,125,3.5,0,4.5518028525500815e-87
110109,78,3.5,0,7.469974516840592e-53
221_501003,6,3.5,0,3.3435780639884726e-05
500709,8,3.5,0,0.01683905065232821
760618,9,3.5,0,2.9928827754776993e-07
130303,18,3.5,0,0.0
530126,8,3.5,0,0.0
115_530108,9,3.5,0,0.0
100215,21,3.5,0,3.86775516417319e-18
110_110105,7,3.5,0,0.0
110_100301,14,3.5,0,4.2368735336252713e-10
221_500201,100,3.5,0,9.865211836064804e-49
110_120105,13,3.5,0,3.7062911851211177e-09
221_110403,20,3.5,0,1.821012003795651e-21
Others_130205,17,3.5,0,4.0778842837363975e-10
115_500306,6,3.5,0,0.0
115_110515,11,3.5,0,4.636428088189659e-07
110127,13,3.5,0,6.600614210848898e-13
115_100217,35,3.5,0,1.8616373567637103e-24
221_500203,31,3.5,0,5.949334472807101e-36
110_100406,6,3.5,0,0.0
720303,11,3.5,0,1.3504998812497655e-10
221_110402,47,3.5,0,7.360706703336369e-26
760587,14,3.5,0,1.798251865683681e-10
760101,7,3.5,0,0.005403671143093925
Others_110401,21,3.5,0,2.0086637365284017e-08
530101,318,3.5,0,7.778967324964141e-147
221_110510,8,3.5,0,2.5409905544510215e-06
500509,26,3.5,0,7.0156973012501e-08
105,474,3.5,0,7.456853141025122e-195
221_100110,32,3.5,0,2.1058632621747723e-17
Others_530205,7,3.5,0,0.0
115_760520,7,3.5,0,0.0
115_500501,9,3.5,0,2.30610839150091e-08
520328,13,3.5,0,4.081693637965502e-05
115_500303,28,3.5,0,7.961082299832046e-23
120204,15,3.5,0,2.7677619628369307e-15
560107,10,3.5,0,3.332867923402179e-08
221_130402,13,3.5,0,3.4648692827225745e-11
115_100303,26,3.5,0,1.2162729245135907e-21
Unknown_500201,11,3.5,0,0.0003274437813933887
110117,181,3.5,0,6.323005147885074e-35
115_120109,21,3.5,0,3.86775516417319e-18
115_320402,12,3.5,0,9.63861457482138e-12
530403,125,3.5,0,2.7570105704395247e-70
221_120108,22,3.5,0,6.106934032664259e-21
320108,9,3.5,0,3.960164509977759e-06
110118,86,3.5,0,0.031204066475024404
110137,66,3.5,0,9.708268276935446e-18
500109,8,3.5,0,0.0011337831033596452
115_110409,7,3.5,0,0.0
115_100409,7,3.5,0,0.0019599724635419626
115_520504,7,3.5,0,0.0
130316,22,3.5,0,1.987972635501756e-13
221_100210,29,3.5,0,1.4236357282419592e-19
530205,44,3.5,0,4.514157027938351e-44
530406,61,3.5,0,8.784137930009351e-46
115_530501,6,3.5,0,0.00029114225193906064
110_100414,11,3.5,0,0.003531036809271227
221_130108,7,3.5,0,0.0029003978291147424
Others_110508,10,3.5,0,1.0012452887163375e-06
106_130315,13,3.5,0,1.1556782211697099e-08
100416,39,3.5,0,6.586557784950359e-19
221_530201,6,3.5,0,0.0
115_760915,7,3.5,0,3.1589423590186957e-06
221_520425,9,3.5,0,2.9928827754776993e-07
115_760221,7,3.5,0,3.1589423590186957e-06
110_530116,7,3.5,0,0.004103933720031569
720122,20,3.5,0,3.6674271697815933e-10
100505,191,3.5,0,2.854826243961826e-52
115_300424,10,3.5,0,0.0
100509,29,3.5,0,4.496970352323917e-18
221_530207,9,3.5,0,4.252410658588925e-05
300307,9,3.5,0,0.0
715001,20,3.5,0,1.821012003795651e-21
221_760135,10,3.5,0,0.03177933875043391
500542,6,3.5,0,0.002887492542049623
115_520473,27,3.5,0,1.4713402147789572e-08
530209,76,3.5,0,2.9619058420708128e-27
Others_510539,6,3.5,0,0.0001499038306850453
760577,6,3.5,0,0.0
221_500303,8,3.5,0,4.265700921124324e-05
Others_100304,8,3.5,0,4.265700921124324e-05
115_520126,11,3.5,0,4.636428088189659e-07
110401,394,3.5,0,3.104492760515696e-120
530405,66,3.5,0,8.758097696844809e-51
115_130204,186,3.5,0,4.745893173524588e-122
106_130204,9,3.5,0,2.30610839150091e-08
105_110507,6,3.5,0,3.3435780639884726e-05
Others_130106,19,3.5,0,2.1160514966730987e-06
590301,14,3.5,0,0.0007972738632699914
115_100112,7,3.5,0,0.0
115_560204,7,3.5,0,0.006606597485990864
114_530125,7,3.5,0,0.0002425578895424482
221_100209,6,3.5,0,0.0
115_100438,7,3.5,0,3.1589423590186957e-06
110409,42,3.5,0,8.070570987405495e-20
221_100204,14,3.5,0,4.786856673481112e-09
Others_110305,11,3.5,0,0.001561440092555365
221_530505,6,3.5,0,3.3435780639884726e-05
221_100205,168,3.5,0,8.430434757953437e-117
115_120115,19,3.5,0,1.018054101639746e-13
130313,57,3.5,0,1.189639902613907e-38
221_110515,8,3.5,0,2.5409905544510215e-06
221_100431,11,3.5,0,0.0
530301,90,3.5,0,7.817842319878579e-66
221_100218,26,3.5,0,6.368297768032107e-15
115_100510,34,3.5,0,1.4151417470416477e-10
Others_530403,12,3.5,0,1.404222966733447e-05
115_110405,30,3.5,0,1.2598764769902875e-11
Unknown_130308,6,3.5,0,0.013882240387683233
221_110201,18,3.5,0,5.886772966507344e-19
100314,82,3.5,0,6.103764601824627e-33
115_530103,37,3.5,0,1.5342254170598076e-21
221_120102,7,3.5,0,0.00043495815393050223
221_560402,19,3.5,0,6.283754069044719e-11
115_130202,9,3.5,0,0.0
221_100106,28,3.5,0,3.087233153724785e-14
114_110117,10,3.5,0,1.6050136385320595e-07
Others_130204,21,3.5,0,2.260812437436353e-10
110_130315,40,3.5,0,1.1285267322220721e-26
530104,74,3.5,0,1.434318162177681e-33
110_120106,12,3.5,0,1.404222966733447e-05
Others_100503,8,3.5,0,0.0011337831033596452
115,10062,3.5,0,0.0
Others_110504,10,3.5,0,1.605013638532054e-07
115_100505,90,3.5,0,2.0343933823197284e-26
300408,8,3.5,0,2.7832124969587065e-07
114_100102,15,3.5,0,8.235897148396376e-11
221_590301,7,3.5,0,0.005403671143093925
110508,77,3.5,0,1.0849029286770047e-40
711310,12,3.5,0,7.393921172700743e-08
115_300701,10,3.5,0,0.0
115_130306,15,3.5,0,2.3176448513340322e-11
100104,36,3.5,0,2.2800072195082563e-26
100405,46,3.5,0,4.124363429302418e-38
100431,57,3.5,0,1.5638641345953102e-12
221_100212,17,3.5,0,1.1451696650519918e-10
221_731302,12,3.5,0,0.04682598997519262
115_110115,25,3.5,0,2.1661652666116295e-24
