grp1,grp1_size,grp2,grp2_size,p-value
530403,30,321303,21,0.036826286229181236
115_110401,56,321303,21,0.013913244711265954
115_130206,35,321303,21,0.006850285578146769
530101,80,321301,25,1.4859360648315205e-07
100218,21,110_530101,23,0.0316376784571011
530110,45,100210,44,0.03920131637631281
110507,100,110507,88,0.040622247651143195
115_100312,49,110410,23,0.003169988675101248
115_120105,23,110_530101,23,0.041539943309110684
130206,66,110_530101,23,0.00293751951136278
115_100205,93,115_110507,28,0.017802981124624372
530105,45,120115,22,0.03959542813131525
115_130315,49,321301,25,4.149810386190126e-06
115_530105,22,115_110507,28,0.03814339116553678
530403,30,100112,28,0.026885107880723347
105,128,530408,36,0.027083774342105738
110401,106,221_110411,81,0.02171417716409626
105,128,110502,46,0.04136056715212172
115_100205,93,221_500202,26,0.02803557601804969
100414,33,100112,28,0.005324730138050408
106,103,100503,38,0.035352736570678514
115_110507,40,110117,53,0.02061787485253714
130206,66,115_110507,28,0.01625563360803168
105,128,560402,80,0.005421914661623111
100205,183,115_100507,40,0.031735528409020025
115_110507,40,100503,38,0.021269694513289444
110402,54,115_530101,55,0.018143545833036873
115_110411,65,110_130315,27,3.0249251153404826e-12
100205,183,221_530101,44,0.004744480969429473
120101,32,110_530101,23,0.008350680422641032
115_100205,93,530209,51,0.019892847487808337
130206,66,530408,36,0.026822511654836314
130204,104,321301,25,7.096808193730515e-09
115_110401,56,110_130315,27,1.9644882068622334e-12
500201,66,110_130315,27,3.764436959061892e-12
100106,22,110_530101,23,0.019027392020739976
115_100205,93,500202,62,0.004142587862761796
105,128,115_120105,27,0.02478055319258182
110507,100,130102,38,0.0006174776461013254
530105,45,221_130205,27,0.04452970170420135
105,128,560405,31,0.04062418154290971
110106,23,100112,28,0.03316408900799875
221_120103,41,114_130315,26,2.7386884949856926e-05
130206,66,100323,64,0.01561269794850101
110401,106,130102,38,0.006436815586918913
100205,183,120105,68,0.005562024609362222
100510,24,115_110217,49,0.026715724188005763
530105,45,221_500202,26,0.017917643485111358
530105,45,115_110507,28,0.011605932482561697
100505,54,321303,21,0.004122208979977641
115_110401,56,221_560201,40,0.011646936301197348
100505,54,530125,29,0.02740047304379603
100205,183,115_100303,21,0.015683316780223527
530105,45,221_100102,38,0.019557550602745367
115_100312,49,110_530101,23,0.022443513905013483
100510,24,321303,21,0.015610484262060999
110411,166,110406,95,1.2038123231146918e-18
105,128,100210,44,0.0203735297112347
110507,100,115_560201,46,0.0009375149721157271
130204,104,110106,28,0.026232901647477023
100205,183,560405,31,0.04166695863874354
105,128,500102,31,0.020259656498583623
115_110507,40,520472,24,0.02557875855633072
105,128,221_110406,24,0.00019741788994559616
100312,130,520457,43,0.04640681823053186
115_120103,65,110410,23,0.0005363809012316589
100323,32,321303,21,0.045967630191145616
530110,45,100203,28,0.02761110548287364
110402,54,110502,46,0.035677601336868696
115_530101,41,114_130315,26,0.010662209543188441
110507,100,221_560201,40,0.0002772793333461867
530105,45,500102,31,0.01355683414778618
530105,45,221_120106,22,0.03959542813131525
106,103,321301,25,6.224781600956504e-09
110401,106,221_110406,24,0.00038418706785421056
100205,183,100323,64,0.014529365008054525
120108,22,100112,28,0.03144263400821262
115_110401,56,115_110217,49,0.0224928400246271
110504,34,321303,21,0.02443479674370856
105,128,500804,28,0.009006597283056337
130206,66,500303,43,0.013639735503419754
110504,34,110_530101,23,0.010865970118522427
130206,66,221_530103,28,0.02677590732207541
100507,50,221_110406,24,0.0029389166852840693
120106,49,110_130315,27,1.4472376095870997e-10
100510,24,110106,28,0.03661198689180219
115_110507,40,115_110217,49,0.007212794209427918
110507,100,130205,90,0.0064658779989629185
110,419,106,311,2.61968655328576e-07
100205,183,221_110406,24,0.0002031685399905085
110402,54,110106,28,0.006333615444723848
105,128,100305,34,0.012833100688901304
530105,45,130313,34,0.04482768082258516
120105,38,321303,21,0.029376642602988674
530110,45,115_120105,27,0.04753992006279347
221,1514,130315,422,1.3707633695521032e-131
100205,183,110217,146,0.04666901197378466
130204,104,115_110507,28,0.04589107191691597
110402,54,130110,32,0.049514605277095405
100314,23,110_530101,23,0.04410587323476852
530110,45,221_120105,22,0.03646832762234695
Unknown,333,110411,249,0.034774791306120836
110507,100,100507,84,0.015936636299049473
100201,71,100203,28,0.03858019836622974
100201,71,110_530101,23,0.0058512292533215585
130206,66,100112,28,0.004253289109748856
221_100312,39,110_530101,23,0.017513903982130166
500201,66,110410,23,0.0001715149714459761
130201,29,114_130315,26,0.0009497776745132716
110402,54,115_110507,28,0.014826573017130794
100201,71,115_110507,28,0.040217782863876964
115_100205,93,100503,38,0.012028888539218349
110402,54,100210,44,0.0176705974258746
100312,130,221_110406,24,0.0009982865785403323
110402,54,221_500202,26,0.02316080212936711
100102,44,321303,21,0.035520311239997056
115_100205,93,100323,64,0.017317140578824525
100505,54,221_100511,24,0.024161778499556988
130206,66,115_100323,24,0.04351766169600575
120101,32,130308,40,0.031860240108769214
115_110507,40,500102,31,0.02936554626990341
115_110401,56,110106,28,0.03317941351728876
105,128,520457,43,0.0028147792169993745
221_110411,54,115_110406,35,1.1691073291939196e-05
110507,100,120106,62,0.009460883028842784
115_100505,23,115_110217,49,0.026017537152405654
110507,100,100511,52,0.0035759053343835828
130206,66,321303,21,0.003339838887196796
100301,26,115_110507,28,0.02687086966766986
115_110507,40,321303,21,0.005254115246839357
100323,32,110_530101,23,0.01693765850676882
100301,26,221_100102,38,0.0494330187787234
115_120103,65,321303,21,0.027876212888660514
100205,183,100210,44,0.020860038027461957
130206,66,520472,24,0.017580754739265642
120104,25,110_530101,23,0.01795520909002546
100201,71,100503,38,0.043343722298278195
100205,183,130208,42,0.013516129902030428
115_100205,93,115_560201,46,0.004685723687236244
500804,42,500202,62,0.049331990855741345
100507,50,110410,23,0.0005306618214610876
115_100205,93,520472,24,0.01926552461764121
115_100205,93,130308,40,0.0016821848865782633
100205,183,520457,43,0.0028333855255722176
100414,33,530408,36,0.04588130427097206
110507,100,221_110406,24,9.459289864953186e-05
100505,54,221_560201,40,0.0013606082649632375
221_100205,38,221_120105,22,0.049785368037182934
110402,54,100515,47,0.0412991502508067
100414,33,221_100102,38,0.03835344562388863
130204,104,500202,62,0.04006330448890767
105,128,520472,24,0.018429935123843708
130106,75,110_530101,23,0.029321429337417243
100205,183,110117,53,0.005507612084072026
530110,45,520472,24,0.02996830282996448
110502,28,100203,28,0.04464551306356543
130204,104,115_560201,46,0.04227780864963115
100205,183,110106,28,0.007476519103693399
130206,66,110117,53,0.006254866449317971
130315,101,115_110406,35,1.3304213974495616e-05
115_110507,40,221_100102,38,0.04306104912354822
120101,32,321303,21,0.01717178671109389
100201,71,130308,40,0.011557522753295694
120105,38,114_130315,26,1.7233050364188126e-07
100505,54,221_530101,44,0.007838468290131347
100414,33,520472,24,0.022871162783384733
110402,54,100510,34,0.049220705658483715
110402,54,120115,22,0.04767057930437319
115_100205,93,130208,42,0.015290181137779206
110502,28,115_110217,49,0.022045492862579317
110402,54,321303,21,0.003017688911255058
100205,183,110403,34,0.006974270885017664
221_100205,38,221_530101,44,0.045881952534887784
100401,28,110_530101,23,0.01003710758865558
106,103,520457,43,0.022691127249266304
530110,45,110109,28,0.03028370611552059
120105,38,221_110406,24,0.0037847700145659706
115_110507,40,115_560201,46,0.014897707171321915
115_130206,35,221_530103,28,0.04887360106325953
100205,183,500202,62,0.0032421182573784324
105,128,221_120103,95,0.02421815032490777
110507,100,500202,62,0.0007592047643196229
100102,44,100112,28,0.027406710871022158
100505,54,221_500202,26,0.03097221091289827
100205,183,115_110507,28,0.017392381498497846
120101,32,221_560201,40,0.01782764146001511
130206,66,110403,34,0.0068655792392968516
130206,66,530125,29,0.021345079247929277
110502,28,110403,34,0.04916281111802447
115_130206,35,Others_110411,31,0.02207299170687164
100505,54,115_530101,55,0.03259985883269036
115_130204,43,110_530101,23,0.017422364267037922
100201,71,110109,28,0.04847007111524729
115_110217,50,110_130315,27,3.202041542513809e-09
110401,106,115_110406,35,5.858285225922787e-08
100507,50,114_130315,26,1.01558957959504e-07
100205,183,321301,25,3.1594747101100057e-09
110402,54,100323,64,0.01353692512425213
130206,66,221_110103,21,0.04879933226477093
130203,21,110_530101,23,0.029641529111122698
530110,45,221_560201,40,0.0032253263736023384
100205,183,100305,34,0.013147122767116028
115_100205,93,500804,28,0.009920016873606543
115_110507,40,221_500202,26,0.0378974766325849
100505,54,110_530101,23,0.003351498897146552
100407,23,100112,28,0.03316408900799876
115_100205,93,110502,46,0.04422477443461055
530101,80,110410,23,0.005988012040112557
530104,21,100112,28,0.045697811560332195
110507,100,120103,242,0.0021386584547577908
105,128,321301,25,2.9288207276224012e-09
130206,66,130208,42,0.013709196372980965
100205,183,110109,28,0.015004487597187139
100511,28,221_110406,24,0.03053384634211273
115_110402,22,115_100303,21,0.04369036636657925
221_110411,54,110_130315,27,1.156905684340962e-11
530105,45,100210,44,0.013220305349213108
110504,34,221_560201,40,0.028434892362024428
130204,104,221_530101,44,0.03904223165544199
110502,28,110_530101,23,0.006681517808210891
115_130204,43,100112,28,0.03401325470064256
110507,100,130308,40,0.0004362164989696747
110136,43,321301,25,3.9971230482221215e-07
115_110507,40,530125,29,0.03634133056845163
115_100205,93,100210,44,0.021834641817185658
105,128,100323,64,0.01426661494077945
110402,54,110_530101,23,0.0027311389586471718
115_110507,40,115_100303,21,0.021818572258382685
110507,100,110217,146,0.003612118635328886
Others,452,115_130315,151,1.4650227286582017e-58
130204,104,110_130315,27,3.3737821028367026e-12
530105,45,115_100323,24,0.03227257038102233
530114,26,321303,21,0.03732369245979433
115_110401,56,130308,40,0.02135184714312269
120106,49,115_110406,35,0.0007002588670586911
115_100312,49,221_110406,24,0.011521105720366315
530110,45,115_560201,46,0.01863180934187844
110402,54,221_100311,23,0.04976892341435991
105,128,115_560201,46,0.003702684227463392
100505,54,221_120105,22,0.02891184874025656
530105,45,530302,23,0.04681377572438503
530110,45,110117,53,0.02580754163952777
100505,54,100323,64,0.024338901863915782
115_100205,93,110_530101,23,0.003167637581200495
530110,45,130308,40,0.00589023056076173
221_100205,38,110106,28,0.026610394277704185
530209,25,100112,28,0.048864973295425475
100301,26,221_120105,22,0.033608725406774176
115_110507,40,100203,28,0.02390428022006724
106,103,120105,68,0.047431803407187424
530301,21,100112,28,0.03601907229382704
100414,33,100203,28,0.02149839472190802
115_100205,93,115_110217,49,0.0041531951631653225
110402,54,221_100511,24,0.01649404902207167
100205,183,221_560201,40,0.0008451996399272797
115_130206,35,110106,28,0.015971745252085702
221_130204,41,100203,28,0.04375162156718589
115_100505,23,321303,21,0.015182674822508319
115_100201,33,221_500202,26,0.02787676936383779
100102,44,221_560201,40,0.04666833035660438
221_130204,41,100112,28,0.011305353231970534
100301,26,221_530103,28,0.044670985701164075
500804,42,130102,38,0.02745663514953776
115_100201,33,115_100303,21,0.016020034488023523
130204,104,Others_110411,31,0.036672943517491376
221_100205,38,110_530101,23,0.006180491464620938
530110,45,321303,21,0.006258305763356975
100505,54,520472,24,0.02112812854904798
110507,100,321301,25,1.6823201968510486e-09
530110,45,100503,38,0.025934095414744653
110502,28,100112,28,0.01178358110954117
115_110507,40,500303,43,0.03976417551281356
120101,32,110106,28,0.0408614787881835
130206,66,Others_110411,31,0.009092425476747278
100505,54,110106,28,0.008987411033670383
100312,130,321301,25,9.732076860598974e-09
106,103,110_130315,27,3.811087462430093e-12
100505,54,221_100102,38,0.034699774303710976
115_100205,93,530125,29,0.02371010408780584
100507,50,100112,28,0.020160372955601687
100205,183,500303,43,0.0124099320749627
100414,33,221_500202,26,0.033801855770284744
110402,54,130304,22,0.043717396115115305
115_110507,40,110106,28,0.011974185697247295
115_110507,40,110109,28,0.025095384370927804
221_110411,54,221_110406,24,0.012774769039914445
115_110401,56,100112,28,0.01293659292413242
110502,28,115_110507,28,0.04837893198723558
110507,100,100106,58,0.017720370632534798
115_110411,65,Others_130315,46,3.4461453594211504e-24
115_100205,93,221_560201,40,0.0009780028114894084
530114,26,100112,28,0.027210157903121306
115_100205,93,500303,43,0.01507177279662781
115_100205,93,560405,31,0.04422359412865341
110507,100,221_120103,95,0.0030723719138538636
110402,54,100503,38,0.009553197945266812
105,128,530209,51,0.01527196042589479
100205,183,560204,60,0.015384914124847212
130204,104,500804,28,0.04189076370510684
115_100205,93,530408,36,0.02999339826401367
221_130204,41,321303,21,0.01200720314490628
500201,66,115_110217,49,0.02389202696541303
115_530105,22,115_100303,21,0.036890783684869796
520457,35,110_130315,27,3.5509312929210276e-10
110401,106,500202,62,0.011034344300884881
110402,54,Others_110411,31,0.008114016676320194
130206,66,115_100303,21,0.014632064726430938
110407,25,321303,21,0.029036701167163524
115_100312,49,114_130315,26,1.2680740516167558e-06
115_130206,35,530125,29,0.047810696851179606
115_100205,93,110117,53,0.006848094813826729
221_120103,41,321301,25,5.70581664081907e-07
120106,49,321301,25,2.2812386497277307e-06
106,103,221_530101,44,0.023764909653639824
530110,45,110_530101,23,0.004322105358972191
110507,100,520457,43,0.000608190589320283
110402,54,221_530103,28,0.024339957726034252
115_110507,40,100112,28,0.005919966531979499
105,128,115_100303,21,0.015338035500085695
100511,28,321301,25,5.064914296159187e-07
100201,71,110403,34,0.031920799374537415
115_130206,35,100305,34,0.03676930446239793
110507,100,120105,68,0.0010246098669425665
530105,45,110502,46,0.026599230990714318
221_100205,38,321303,21,0.011209097392134389
115_110507,40,110403,34,0.014916786546915835
106,103,115_110406,35,1.0807790380893867e-07
100505,54,115_560201,46,0.007190150830536185
500201,66,110106,28,0.035652207028867164
100201,71,221_120105,22,0.04808325225877745
105,128,100515,47,0.04665729580429781
115_110411,65,520457,43,0.021202397452674843
530110,45,115_100303,21,0.02570798095384922
110507,100,530209,51,0.0031582515873545235
115_130206,35,221_500202,26,0.04712061896084954
100507,50,321303,21,0.02450519878459657
110402,54,520472,24,0.016029135622979442
100205,183,100511,52,0.016209503710739828
530110,45,221_100511,24,0.03982648231731524
110402,54,221_120105,22,0.023832435953081595
105,128,321303,21,0.003502998268785852
221_120103,41,221_110406,24,0.048557722142436026
100312,130,221_560201,40,0.0077049513952166
115_110401,56,114_130315,26,2.2775266438192473e-08
130206,66,100203,28,0.01745428466117436
221_110411,54,114_130315,26,1.1201986437468863e-06
115_130206,35,115_110217,49,0.010156235547918018
115_100201,33,130304,22,0.048841075093203554
115_130206,35,110109,28,0.03368757096484674
500201,66,221_560201,40,0.01169851715956483
110402,54,110504,57,0.04948337879143868
110507,100,115_110411,91,0.0007517750915087774
105,128,110410,23,1.6462489687634415e-05
530110,45,130208,42,0.0400706945088118
106,103,130102,38,0.012526236693871085
115_100205,93,221_100511,24,0.020630527339723606
110401,106,Others_130315,46,4.927752582290242e-24
115_130206,35,520472,24,0.031624466355531365
105,128,110117,53,0.005433320941822512
115_110402,22,520472,24,0.04847291679450409
130206,66,115_110217,49,0.00374201539021918
110401,106,520457,43,0.01065075960783396
100205,183,115_530101,55,0.01954291149594131
110402,54,530408,36,0.023649045171440203
530403,30,110_530101,23,0.013864379942241477
530110,45,Others_110411,31,0.01963165475817018
115_530105,22,100203,28,0.035467773194267804
110507,100,110410,23,6.998411483744018e-06
500201,66,321301,25,9.438076373510065e-09
115_130315,49,110_130315,27,1.8568126855469228e-10
115_100201,33,221_530103,28,0.02913426162852089
100205,183,221_530103,28,0.02867132020733801
Unknown,333,110406,95,2.3621733398104775e-17
130204,104,321303,21,0.01113616068610933
530105,45,115_110136,25,0.04730831755256968
115_100505,23,110_530101,23,0.007106099906966333
115_110507,40,130208,42,0.03237199447265802
221_100312,39,221_110406,24,0.008011877179695022
115_120103,65,221_560201,40,0.03134803221377685
105,128,500303,43,0.012205045429195234
221_130204,41,110403,34,0.04328472572942868
105,128,221_100102,38,0.02947825996215389
100212,21,110_530101,23,0.04621988874639848
110,419,Unknown,429,5.208568768195312e-05
530105,45,130304,22,0.03505504289235099
130206,66,221_100511,24,0.018526909940144057
110402,54,221_530101,44,0.0043928991916182825
Others,452,114,620,0.0028843651374931643
110,419,110411,249,2.5190000568128984e-10
115_110507,40,100323,64,0.042342150674293456
530110,45,110106,28,0.01436700717615633
500201,66,114_130315,26,2.4137500188247822e-08
110504,34,221_110406,24,0.002955039324486914
115_120103,65,110_130315,27,5.171068865519394e-12
100201,71,Others_110411,31,0.03171135118302836
100102,44,110_530101,23,0.014386226323127424
530110,45,100112,28,0.006863599013427965
500804,42,130308,40,0.016375119393729657
100102,44,110410,23,0.000986860342792536
530105,45,115_110402,28,0.049169538479351245
221_130204,41,115_110507,28,0.04675137908225004
100106,22,100112,28,0.0378435416997044
115_100201,33,221_110103,21,0.048534680156610645
110402,54,221_110103,21,0.04563261604927929
110507,100,221_110411,81,0.00019176005782414838
130106,75,110410,23,0.006847953863165824
110402,54,115_100303,21,0.013296668248325929
100312,130,115_110406,35,2.1044915485082428e-07
100505,54,500804,28,0.012025751525336994
110401,106,120105,68,0.022394066053137856
115_110507,40,221_530103,28,0.03947821190535298
130206,66,100515,47,0.04743251193458297
120110,23,115_110507,28,0.034618483683704626
115_100507,22,110_530101,23,0.03858104906517731
100511,28,114_130315,26,3.343122964847564e-05
100443,24,110_530101,23,0.023929202147259337
115_130206,35,110403,34,0.02183424540144302
100205,183,Others_110411,31,0.009557301458349862
105,128,530103,68,0.0071655203421684315
100201,71,110106,28,0.022750923784993715
530110,45,500804,28,0.021432278013990915
100407,23,110_530101,23,0.016759984828918575
110119,27,110_530101,23,0.019783976824863242
120108,22,321303,21,0.04494171859677049
110402,54,500804,28,0.007874698595443362
100510,24,110_530101,23,0.007352868864901504
221_100312,39,100112,28,0.03426202796217506
115_110401,56,321301,25,6.870612030421951e-09
100205,183,221_500202,26,0.027308591105857177
221_130204,41,110_530101,23,0.006552457297067913
100505,54,221_530103,28,0.03242025370440331
100312,130,110_130315,27,5.4819929473069885e-12
100201,71,115_100303,21,0.038069742945890404
114,215,106,311,0.013511780251071574
110402,54,221_100102,38,0.025543364289431745
100505,54,110403,34,0.00961497280086311
130204,104,115_100303,21,0.043633791307875196
100205,183,115_110217,49,0.0038757237240816225
115_130204,43,221_110406,24,0.007645904373393108
530110,45,221_500202,26,0.04459062878346116
115_130204,43,321303,21,0.04679085053929895
115_110401,56,100203,28,0.049971656990796115
530101,80,114_130315,26,2.195584643687737e-06
110201,23,110_530101,23,0.016759984828918568
120103,141,Others_130315,46,5.2264017789359187e-23
100205,183,115_110411,91,0.008170530222792873
530105,45,120109,26,0.03936787600808625
130204,104,110_530101,23,0.006573681234309436
110402,54,130208,42,0.011971268581752592
100505,54,500202,62,0.006538944498848465
120103,141,115_110406,35,6.675219493820442e-07
100511,28,110_130315,27,2.969931751324649e-11
110507,100,100312,155,0.009986635668753215
100505,54,500303,43,0.021840900500101654
100201,71,500804,28,0.03608922618404738
100205,183,130308,40,0.00142592954688186
530110,45,221_530103,28,0.04636981463511011
