grp1,grp1_size,grp2,grp2_size,p-value
30-34_120103,34,530103,34,0.01113842099070544
30-34_120103,34,35-39_100312,35,0.004943322438836007
<25,204,110401,139,0.0034901853293211995
30-34_110401,37,100515,25,0.02158550551842034
110402,26,560201,35,0.02952686832653584
35-39_100205,43,100201,57,0.0109590757524457
30-34_110401,37,110136,44,0.0004954631510218788
35-39_110217,22,500201,69,0.004276804941327477
35-39_130315,23,110506,37,0.015661652594945088
35-39_130315,23,500210,33,4.3508207844994685e-05
35-39_110217,22,560201,35,0.0034422512411084573
110403,46,60-64,77,0.01577889119714581
120108,23,500201,69,3.9040611427483234e-05
120108,23,110504,37,0.004105664137223119
30-34_130315,32,100205,135,0.00566802509246588
110515,26,130205,30,0.014739572276057497
130206,81,100205,135,0.00012375421361505805
500509,27,130106,74,1.0424087581369237e-06
560402,27,110508,23,0.025556168115214516
30-34_110507,33,110401,139,4.709356613246265e-10
500509,27,110507,105,0.0073770314886597
560402,27,35-39_120103,46,0.0002258503463922092
35-39_130315,23,110502,30,0.0017433528880650196
100210,22,130204,85,1.8623750354576655e-05
560402,27,30-34_100312,31,0.034543388951499526
120101,65,>65,96,0.0005253635665999343
100305,24,40-44_100205,27,0.031739275422077544
500301,23,530116,22,0.03651010069566702
100205,168,110401,139,0.01897622734502744
120110,38,45-49_110411,29,0.018373380631749876
100507,36,110136,44,0.006882443406274633
100305,24,530116,22,0.01891566850282796
120108,23,560201,35,9.263436909695308e-05
30-34_120103,34,100205,135,4.012222159851579e-12
110217,99,110401,139,3.639668475885548e-10
35-39_130206,23,100201,57,0.004237430314626728
30-34_110401,37,35-39_120103,46,0.022247051937829006
40-44_110411,57,110401,139,6.921838967424645e-16
560402,27,530103,34,0.00020131477380873537
110504,43,35-39_100312,35,8.698409929960508e-06
110504,43,110404,39,1.8731217479912728e-05
120108,23,530116,22,0.004036673829248143
500301,23,110404,39,0.025307995588429326
110136,27,530101,61,0.02843475443681713
35-39_110217,22,500210,33,0.025897545765725314
100307,21,40-44_110401,31,0.008422801471630737
560402,27,40-44_110401,31,1.473203318814939e-05
110402,26,100201,57,0.011658230018724514
100305,24,30-34_110401,27,0.0032430266456102276
560201,31,130106,74,1.6668933336518413e-06
500301,23,100507,50,0.0044247469499014685
120101,65,100205,135,9.861240242168854e-07
30-34_110401,37,110504,37,0.03566088566890559
100305,24,110504,37,0.02662162091646889
35-39_110217,22,35-39_100312,35,0.012991363510527975
35-39_110411,42,55-59,90,0.006946406129334899
560402,27,45-49_130204,21,0.004073515844278628
110515,26,110402,34,0.0019375578143010785
130315,113,<25,300,1.1946730103856714e-58
30-34_110401,37,110402,34,0.0014619843973273836
35-39_100205,43,100205,135,1.698312234067932e-07
110504,43,40-44_100205,27,0.00041209976649063374
100305,24,530103,34,0.010438346064274214
30-34_110411,52,100505,50,0.048345519132307176
100217,24,30-34_110401,27,0.03042390709829774
110411,233,45-49,617,3.57056577294816e-21
530101,41,>65,96,1.3312827242393128e-05
120110,38,560402,29,0.03596887363150788
110508,21,500201,69,0.021343337380370326
100210,22,500210,33,0.007127819181968573
712901,52,100205,135,1.594857050041535e-07
100210,22,35-39_100312,35,0.0030593442293351597
500301,23,100515,25,0.03296407985323817
560402,27,130308,36,0.003306677435314955
110404,46,130106,74,9.158314525711204e-06
35-39_120103,58,100205,135,0.012701638390036558
110504,43,120101,67,0.01390026684259743
712902,34,40-44_110401,31,0.030604736819243594
110515,26,530105,37,0.026370628398299584
530105,26,40-44_110401,31,0.02421029509675114
25-29_110411,30,100505,50,0.04653056411380066
100305,24,100507,50,0.0012900262667804546
30-34_100312,21,560201,35,0.03114737757148719
120110,38,100205,135,2.0791030864551453e-11
560402,27,110136,44,1.5024950671445832e-06
110119,26,40-44_110401,31,0.006173639254992267
120110,38,530103,34,0.020349952962811037
110515,26,120112,34,0.04747375903102138
110404,46,560201,35,0.035578021704849735
35-39_130206,23,100507,50,0.020132252384731916
30-34_100312,21,100201,57,0.013640007264357051
100210,22,40-44_100205,27,0.022190970521340714
30-34_100312,21,110402,34,0.032798763399257316
500201,51,130204,85,0.017821199343318748
110504,43,110507,105,2.4652731446377196e-10
120106,28,130106,74,0.009820626563430208
30-34_120103,34,110402,34,0.0011754724115104283
35-39_130315,23,100301,40,0.00832394422042337
30-34_110401,37,40-44_110401,31,0.00150635490621571
110403,46,130315,88,1.2723857477015226e-06
110119,26,500201,69,0.007809413461012789
120108,23,110403,26,0.03667337055954178
130308,28,110401,139,2.893590741122978e-12
560402,27,100407,30,0.03392019748061218
30-34_130315,32,130106,74,0.014359843817269801
35-39_130315,23,110404,39,2.4786660334945096e-05
30-34_110401,37,560201,35,0.0012791885784600033
40-44_110411,57,130315,88,9.119888949156814e-07
110402,26,130106,74,2.5430227446012845e-05
35-39_130315,23,530101,61,4.389433964212821e-08
45-49_110411,21,100205,135,0.00015075041126559643
35-39_130315,23,130308,36,0.0007491885572714745
500509,27,110136,44,0.0046078807947366966
100312,83,130315,88,5.48151238573187e-06
35-39_130315,23,110117,33,0.00685900390009479
30-34_120103,34,45-49_110411,29,0.010357223924851123
560402,27,500210,33,0.000226870325766733
120106,28,>65,96,0.046154624256707785
30-34_110401,37,100201,57,0.00011801660999512305
110504,43,560402,29,0.00014733315324237317
30-34_120103,34,560201,35,0.001026138233020024
35-39_100511,21,110401,139,1.0346087904806097e-10
130206,81,60-64,77,0.039120631206216866
30-34_120103,34,500210,33,0.011672578361615471
35-39_110217,22,100201,57,0.0007026598024598983
100307,21,530103,34,0.0488125421887178
120108,23,40-44_100205,27,0.00640068823729141
100507,36,40-44_110401,31,0.012182392837323579
110504,43,40-44_110217,27,0.012720699866068193
35-39_130315,23,40-44_130204,27,0.00013003763336905325
35-39_130315,23,130204,85,2.149589642643005e-10
110504,43,110504,37,0.00011340400199372458
100210,22,530104,25,0.03884714185477543
100511,78,<25,300,5.341890677729639e-42
100305,24,100201,57,0.00013344924847682923
500210,27,100205,135,7.810979273924393e-07
30-34_110411,52,120103,161,0.0001768837315199145
110119,26,60-64,77,4.64180603238367e-05
110119,26,560201,35,0.005917100614144519
120110,38,60-64,77,2.7881423236475e-06
500301,23,530103,34,0.024455929541795714
560402,27,100323,31,0.010016479839380997
35-39_110411,42,130106,74,1.9665636773188437e-07
100305,24,45-49_110411,29,0.009564964464600645
560402,27,110407,23,0.0016672315772802734
110119,26,110507,105,0.00497109770202119
500509,27,130205,30,0.04671095002681835
120108,23,30-34_120103,42,0.013840717307672947
530101,41,35-39_100312,35,0.047936299118221955
110402,26,110402,34,0.03125008348462854
100210,22,110402,34,0.0007484163397392654
100210,22,530116,22,0.013315229481067344
30-34_110507,33,130106,74,0.014768894008353354
35-39_110217,22,110136,44,0.001826517797432181
560402,27,560201,35,8.911906999397847e-06
35-39_120103,58,130106,74,0.03328386589427315
712901,52,530101,61,0.038577326510572135
712902,34,130106,74,1.4576475268600909e-05
110504,43,40-44_100312,36,0.001216900061248987
110404,46,100205,135,1.580882405060786e-07
100210,22,120112,34,0.022883895063783872
35-39_130315,23,35-39_110411,39,3.0666662105730676e-05
30-34_120103,34,40-44_110401,31,0.0012174119088706457
120108,23,110119,21,0.006137683032786606
30-34_120103,34,100201,57,9.222218865305916e-05
100201,48,110401,139,5.160695485353785e-18
35-39_110411,42,130315,88,1.8119253840378143e-11
500301,23,40-44_110401,31,0.0034697421443084437
30-34_110401,37,110407,23,0.03836207609034097
560402,27,40-44_120103,26,0.001830710828028289
35-39_110217,22,530105,37,0.04129839866616155
100305,24,110106,21,0.04601158510400983
35-39_100205,43,110402,34,0.035007739925322676
100210,22,560201,35,0.000657314816402602
500301,23,130204,85,0.00025064548319153347
30-34,1273,40-44,1203,2.310318752648307e-30
560402,27,110117,33,0.023120686988003028
100312,83,>65,96,0.022394055174937217
500804,43,110401,139,7.65073573323189e-08
500509,27,530101,61,0.005655665644034278
30-34_110401,37,35-39_100312,35,0.006090571557664152
30-34,1273,35-39,1408,2.6121890888185393e-109
560201,31,60-64,77,0.00012362798695323383
110515,26,560402,29,0.027122036710844483
30-34_110507,33,100205,135,0.00578259636401228
35-39_130315,23,45-49_100312,24,0.008943787789782616
120110,38,100201,57,0.00023909280577234592
500509,27,45-49_110411,29,0.04409578775327456
30-34_110411,52,130106,74,1.766198283949723e-05
30-34_120103,34,40-44_130204,27,0.017377363730764813
35-39_110217,22,35-39_110411,39,0.02944467882989596
35-39_130315,23,500201,69,8.878541147759228e-08
560402,27,30-34_110401,27,7.094576349746171e-05
100210,22,35-39_120103,46,0.010962674784625731
35-39_110411,42,100312,159,4.786009399874205e-05
110504,43,110106,21,0.0014366267565974037
712902,34,100507,50,0.049165520263083996
30-34_110401,37,40-44_120103,26,0.04780418259955335
35-39_120103,58,130315,88,0.0004593660037980815
110504,43,110508,23,0.011964565499169008
35-39_130315,23,130205,30,5.1117768688281334e-05
120110,38,40-44_130204,27,0.029518061055759375
530101,41,530101,61,0.00996755820999584
35-39_130315,23,560204,21,0.01687980474685462
110119,26,530101,61,0.003925385285240544
530101,41,100205,135,9.869210421911475e-09
50-54,354,<25,300,5.035058168482489e-43
500301,23,35-39_120103,46,0.040654341698114556
100102,47,100205,135,0.043952621260658825
25-29_110411,30,130106,74,5.555748860385697e-05
500301,23,560402,29,0.03964479585204845
110508,21,100505,50,0.01196452656540886
110504,43,500201,69,1.7042296879390214e-08
560402,27,35-39_100312,35,6.523528373930032e-05
35-39_130315,23,530116,22,0.00029055513767224596
500509,27,130315,88,3.653917964324848e-10
110404,46,110402,34,0.03788584617321212
120108,23,100515,25,0.0030331480439403312
110504,43,560201,35,9.427899946302635e-07
500201,51,130315,88,1.907151316456192e-08
120110,38,40-44_110401,31,0.0024164304144945014
500301,23,110136,44,0.0016880230358622755
120108,23,530403,25,0.010116565171686277
110504,43,530101,61,9.851250730247805e-09
110504,43,500210,33,3.8936837813872133e-05
100507,36,55-59,90,0.015184827686598495
30-34_110401,37,40-44_100205,27,0.042771239903259144
500301,23,560201,35,0.0032475308320013296
500509,27,100505,50,0.006179077153818668
30-34_100312,21,100505,50,0.03034702382243859
25-29_110411,30,110136,44,0.03476699546250508
120106,28,110401,139,4.135826375843679e-10
500301,23,500201,69,0.003928158914620507
30-34_130315,32,110401,139,5.322162428977142e-10
30-34_120103,34,100507,50,0.0011196759907440071
35-39_130315,23,530105,37,6.784976221927327e-05
35-39_130206,23,30-34_110401,27,0.025196472338587208
560402,27,130204,85,4.728266745163164e-09
120108,23,130206,78,0.029585054976152388
110515,26,100515,25,0.022858515575440993
560402,27,110502,30,0.006516771159434245
110506,36,100205,135,0.0004444137167217569
120108,23,130205,30,0.0014758627896043108
120108,23,530105,37,0.0025102091577364977
35-39_130315,23,130201,22,0.012036028049547088
110515,26,110504,37,0.03843718553797717
35-39_130315,23,100201,57,9.389377914922032e-09
100307,21,110402,34,0.008974189528563242
30-34_110401,37,130204,85,2.3659929497173357e-05
110504,43,130204,85,1.0777051666710326e-11
100210,22,45-49_110411,29,0.006345397684526545
110119,26,130106,74,5.807986623014951e-07
110136,27,110402,34,0.03175961497120314
110507,113,110401,139,2.887779558524731e-07
35-39_110507,23,100205,135,7.841767799139932e-05
120108,23,45-49_110411,29,0.0014340520436730262
110119,26,100205,135,9.1103010301239e-09
30-34_110401,37,530116,22,0.025273332414300236
35-39_110217,22,560402,29,0.04049477303054842
100210,22,100205,135,2.681394903380796e-11
530101,41,110401,139,9.518008681967439e-22
40-44_110411,57,120103,161,0.007293545990982968
100507,36,110401,139,2.7649336168892724e-21
110504,43,45-49_110411,29,5.174370471404277e-05
100507,36,130315,88,2.5454803790654207e-10
120108,23,500210,33,0.00149378705873919
30-34_110411,52,100205,135,3.303651274764522e-07
110504,43,100102,35,0.0314320808239081
530101,41,100505,50,0.010904973309472675
55-59,125,110401,139,3.128534070852073e-05
120110,38,130204,85,5.650582460303904e-05
560402,27,40-44_100205,27,0.0014731725234774055
110504,43,30-34_100312,31,0.014428889070845078
500301,23,110119,21,0.04843325694872008
120108,23,110502,30,0.02415669843154191
100513,23,100205,135,0.00015075672738158735
110515,26,35-39_120103,46,0.025663884385927017
100507,36,530101,61,0.008465633132996062
560201,31,110507,105,0.011477568420386709
25-29,609,25-29,523,0.020330247431523434
560201,31,40-44_110401,31,0.01182775082909295
30-34_110411,52,530101,61,0.048595356933476316
35-39_130315,23,30-34_110401,27,1.4789641362111147e-05
560402,27,130205,30,0.0002476763531153588
35-39_100511,21,100205,135,0.001035264698933497
35-39_130315,23,110504,37,0.0001274040415208408
100210,22,130205,30,0.006647915705262627
500210,27,30-34_110401,27,0.043663269836634024
30-34_110411,52,110136,44,0.03561326976153778
35-39_130315,23,110136,44,1.7093082256814232e-07
110515,26,45-49_110411,29,0.013992735509779338
560402,27,35-39_110507,22,0.04608626276807726
560402,27,530104,25,0.003517936915816767
120108,23,120112,34,0.005814963924122149
712902,34,530101,61,0.028774384216694388
120108,23,40-44_130204,27,0.0027345427592586234
100507,36,130106,74,1.1390133512366458e-06
712901,52,>65,96,0.00012063775581168158
30-34_110401,37,100507,50,0.00141645936871573
110119,26,100505,50,0.004378061790097901
35-39_130315,23,35-39_120103,46,3.455202841545422e-05
500509,27,40-44_110401,31,0.008238434790494934
130201,31,100205,135,0.0011068718203247065
560201,31,55-59,90,0.015462978469682611
100507,36,560201,35,0.011901344685614455
35-39_110217,22,130205,30,0.02340947563197763
100307,21,130205,30,0.044462096877643825
110504,43,100301,40,0.010138104733977164
110504,43,110403,26,0.0045257485778930125
100307,21,30-34_110401,27,0.016786352362015134
120108,23,530104,25,0.012884333160112222
30-34_110401,37,500201,69,0.000964337474547256
110119,26,100201,57,0.001320453339742203
560402,27,100507,50,4.2047113510756264e-06
25-29_110411,30,100205,135,3.873287419087393e-06
712901,52,110136,44,0.02866512862737281
35-39_130315,23,530403,25,0.0007281887325536278
560402,27,45-49_110411,29,0.0002484975079491022
35-39_130315,23,45-49_130204,21,0.00127580329183448
560402,27,110404,39,0.0001496705530717422
35-39_110217,22,40-44_130204,27,0.03343680262605909
110504,43,100517,22,0.0009411076363948401
110136,27,100505,50,0.028251044885097398
110515,26,30-34_110401,27,0.004848866437889725
110504,43,130201,22,0.016208872657836902
35-39_130315,23,30-34_120103,42,0.000532000106854659
35-39_130315,23,100515,25,0.00016779884065032987
120108,23,45-49_130204,21,0.01310242191988851
110402,26,30-34_110401,27,0.04987681407660925
560402,27,110504,37,0.000662144445805006
100307,21,100201,57,0.002378312476375154
35-39_110411,42,110507,105,0.004598885833949516
110117,34,60-64,77,0.043784423546474084
