samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,902.0,444.0,77.0,9.061439990997314,29.0,2.410570479816242e-43,0.0027899121699167,0.0145980763202644,0.5971800656275636,5.757839679718018
10.0,-1,TRAD_BN,902.0,444.0,77.0,9.061439990997314,22.0,2.410570479816242e-43,0.0005357809442158,0.0023066651184629,0.5415948865190047,5.755554914474487
10.0,-1,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,23.0,2.410570479816242e-43,0.0027899121699167,0.0111229729361356,0.5971800656275636,6.00056529045105
10.0,-1,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,18.0,2.410570479816242e-43,0.0005357809442158,0.0019813810678899,0.5415948865190047,6.018819093704224
10.0,-1,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,9.0,2.410570479816242e-43,0.0001507504112655,0.0003799671389361,0.4871205906480721,5.465873956680298
10.0,-1,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,14.0,2.410570479816242e-43,0.0001507504112655,0.0004125537213225,0.519001230516817,5.276330947875977
10.0,-1,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,11.0,2.410570479816242e-43,7.28093041696205e-05,0.0001188280469357,0.473588323762647,6.166364908218384
10.0,-1,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.8731217479912728e-05,4.601874276612865e-05,0.448362729012852,6.205758094787598
10.0,25,TRAD_BY,902.0,444.0,77.0,9.061439990997314,25.0,2.410570479816242e-43,0.0014164593687157,0.0062604778881699,0.5553766748701121,5.753684997558594
10.0,25,TRAD_BN,902.0,444.0,77.0,9.061439990997314,22.0,2.410570479816242e-43,0.0005357809442158,0.0023066651184629,0.5415948865190047,5.752776145935059
10.0,25,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,23.0,2.410570479816242e-43,0.0027899121699167,0.0111229729361356,0.5971800656275636,5.997880935668945
10.0,25,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,18.0,2.410570479816242e-43,0.0005357809442158,0.0019813810678899,0.5415948865190047,6.003960132598877
10.0,25,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,9.0,2.410570479816242e-43,0.0001507504112655,0.0003799671389361,0.4871205906480721,6.0091729164123535
10.0,25,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,14.0,2.410570479816242e-43,0.0001507504112655,0.0004125537213225,0.519001230516817,6.145072937011719
10.0,25,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,11.0,2.410570479816242e-43,7.28093041696205e-05,0.0001188280469357,0.473588323762647,6.096132755279541
10.0,25,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.8731217479912728e-05,4.601874276612865e-05,0.448362729012852,6.0529327392578125
10.0,20,TRAD_BY,902.0,444.0,77.0,9.061439990997314,20.0,2.410570479816242e-43,0.0002013147738087,0.0012579320076564,0.5320447087776866,5.752901077270508
10.0,20,TRAD_BN,902.0,444.0,77.0,9.061439990997314,20.0,2.410570479816242e-43,0.0002013147738087,0.0012579320076564,0.5320447087776866,5.752924203872681
10.0,20,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,20.0,2.410570479816242e-43,0.0027899121699167,0.0104439563988227,0.5895713699753897,5.953366994857788
10.0,20,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,18.0,2.410570479816242e-43,0.0005357809442158,0.0019813810678899,0.5415948865190047,5.9898200035095215
10.0,20,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,9.0,2.410570479816242e-43,0.0001507504112655,0.0003799671389361,0.4871205906480721,5.338742017745972
10.0,20,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,14.0,2.410570479816242e-43,0.0001507504112655,0.0004125537213225,0.519001230516817,5.570375204086304
10.0,20,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,11.0,2.410570479816242e-43,7.28093041696205e-05,0.0001188280469357,0.473588323762647,5.771413087844849
10.0,20,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.8731217479912728e-05,4.601874276612865e-05,0.448362729012852,5.311826944351196
10.0,15,TRAD_BY,902.0,444.0,77.0,9.061439990997314,15.0,2.410570479816242e-43,0.0001180166099951,0.0003808906999645,0.4918888433141919,5.752186059951782
10.0,15,TRAD_BN,902.0,444.0,77.0,9.061439990997314,15.0,2.410570479816242e-43,0.0001180166099951,0.0003808906999645,0.4918888433141919,5.751566171646118
10.0,15,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,15.0,2.410570479816242e-43,0.0027899121699167,0.0078826592333539,0.5634365600218758,5.914227247238159
10.0,15,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,15.0,2.410570479816242e-43,0.0005357809442158,0.001302364530577,0.5318122778233525,5.957271099090576
10.0,15,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,9.0,2.410570479816242e-43,0.0001507504112655,0.0003799671389361,0.4871205906480721,6.343685150146484
10.0,15,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,14.0,2.410570479816242e-43,0.0001507504112655,0.0004125537213225,0.519001230516817,5.137816905975342
10.0,15,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,11.0,2.410570479816242e-43,7.28093041696205e-05,0.0001188280469357,0.473588323762647,5.319870233535767
10.0,15,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.8731217479912728e-05,4.601874276612865e-05,0.448362729012852,5.722229957580566
10.0,10,TRAD_BY,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.3312827242393128e-05,2.8358305198638225e-05,0.4418409898824172,5.751088857650757
10.0,10,TRAD_BN,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.3312827242393128e-05,2.8358305198638225e-05,0.4418409898824172,5.75089693069458
10.0,10,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,0.0027899121699167,0.0044564270270909,0.5180612523926715,5.810615062713623
10.0,10,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,0.0005357809442158,0.000915748083152,0.5000170905113481,5.855654001235962
10.0,10,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,9.0,2.410570479816242e-43,0.0001507504112655,0.0003799671389361,0.4871205906480721,5.2457921504974365
10.0,10,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,0.0001507504112655,0.0003827552812598,0.4971834837298332,4.439733982086182
10.0,10,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,7.28093041696205e-05,0.0001000968294558,0.4692404976756905,5.757745742797852
10.0,10,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,10.0,2.410570479816242e-43,1.8731217479912728e-05,4.601874276612865e-05,0.448362729012852,5.987360000610352
10.0,5,TRAD_BY,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,1.416379905456739e-10,1.4163799061569566e-10,0.3446711785616625,5.750077724456787
10.0,5,TRAD_BN,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,1.416379905456739e-10,1.4163799061569566e-10,0.3446711785616625,5.749949216842651
10.0,5,COVER_G_BY,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,0.0027899121699167,0.0042272102994203,0.4069934372436423,5.7865378856658936
10.0,5,COVER_G_BN,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,0.0001507504112655,0.0001640632385079,0.3963563029805851,5.803402900695801
10.0,5,COVER_𝛂_20,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,0.0001507504112655,0.0001640632385079,0.3963563029805851,0.8637158870697021
10.0,5,COVER_𝛂_50,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,0.0001507504112655,0.0001640632385079,0.3963563029805851,0.8886599540710449
10.0,5,COVER_𝛂_100,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,7.28093041696205e-05,8.612213141201366e-05,0.3891201804757998,0.9809749126434326
10.0,5,COVER_𝛂_200,902.0,444.0,77.0,9.061439990997314,5.0,2.410570479816242e-43,1.3312827242393128e-05,1.343216037974426e-05,0.3829949412086409,1.181675910949707
20.0,-1,TRAD_BY,1805.0,889.0,165.0,9.061439990997314,76.0,2.1639930737785176e-61,0.0032879718290221,0.04192921820796,0.643030489472245,9.54781198501587
20.0,-1,TRAD_BN,1805.0,889.0,165.0,9.061439990997314,48.0,2.1639930737785176e-61,0.0002905551376722,0.0017170283574771,0.5730892808312824,9.54098892211914
