group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
<25_115,115_110411,0.0456852791878172,0.0612745098039215,1.3616330285515232e-11,-1,TRAD_BY,10.0
130315,35-39_221,0.1802030456852792,0.1200980392156862,7.570493454345241e-09,-1,TRAD_BY,10.0
55-59_115,115_110411,0.215736040609137,0.1200980392156862,6.085889336926442e-08,-1,TRAD_BY,10.0
45-49,30-34_221,0.3248730964467005,0.1936274509803921,8.094668613178868e-08,-1,TRAD_BY,10.0
115_130315,40-44_115,0.3248730964467005,0.2745098039215686,6.798903398053113e-07,-1,TRAD_BY,10.0
50-54_115,100511,0.3680203045685279,0.3235294117647059,3.2340123291563216e-06,-1,TRAD_BY,10.0
40-44_115,30-34_221,0.4619289340101523,0.3235294117647059,6.218309765881891e-06,-1,TRAD_BY,10.0
130315,50-54_115,0.4619289340101523,0.3578431372549019,7.533577139839931e-05,-1,TRAD_BY,10.0
50-54,221_110411,0.4746192893401015,0.3848039215686274,7.991012657571073e-05,-1,TRAD_BY,10.0
40-44_110411,45-49_115,0.4796954314720812,0.4191176470588235,9.426738570061932e-05,-1,TRAD_BY,10.0
Unknown,221_110411,0.5025380710659898,0.4191176470588235,0.0001281107683173,-1,TRAD_BY,10.0
<25_110411,45-49_115,0.5101522842639594,0.4191176470588235,0.0001558272505545,-1,TRAD_BY,10.0
25-29,100511,0.5609137055837563,0.4191176470588235,0.0002560431697791,-1,TRAD_BY,10.0
Others,50-54,0.5786802030456852,0.4534313725490196,0.0005314401246334,-1,TRAD_BY,10.0
115_130315,40-44_221,0.5786802030456852,0.4852941176470588,0.000742220313051,-1,TRAD_BY,10.0
50-54,115_130315,0.5786802030456852,0.5122549019607843,0.0010025039394141,-1,TRAD_BY,10.0
45-49_Others,115_130315,0.5786802030456852,0.5122549019607843,0.0025807502784003,-1,TRAD_BY,10.0
25-29,45-49_221,0.5786802030456852,0.5441176470588235,0.004626924280389,-1,TRAD_BY,10.0
Others,45-49_221,0.5786802030456852,0.5441176470588235,0.005630431413827,-1,TRAD_BY,10.0
100511,55-59,0.616751269035533,0.5686274509803921,0.0065694089524265,-1,TRAD_BY,10.0
<25_110411,110507,0.616751269035533,0.5955882352941176,0.0078428648204385,-1,TRAD_BY,10.0
<25_110411,114,0.616751269035533,0.6127450980392157,0.0078428648204385,-1,TRAD_BY,10.0
Others,25-29,0.616751269035533,0.6838235294117647,0.0080114531576847,-1,TRAD_BY,10.0
<25_115,115_110411,0.0456852791878172,0.0612745098039215,1.3616330285515232e-11,-1,TRAD_BN,10.0
130315,35-39_221,0.1802030456852792,0.1200980392156862,7.570493454345241e-09,-1,TRAD_BN,10.0
55-59_115,115_110411,0.215736040609137,0.1200980392156862,6.085889336926442e-08,-1,TRAD_BN,10.0
45-49,30-34_221,0.3248730964467005,0.1936274509803921,8.094668613178868e-08,-1,TRAD_BN,10.0
115_130315,40-44_115,0.3248730964467005,0.2745098039215686,6.798903398053113e-07,-1,TRAD_BN,10.0
50-54_115,100511,0.3680203045685279,0.3235294117647059,3.2340123291563216e-06,-1,TRAD_BN,10.0
40-44_115,30-34_221,0.4619289340101523,0.3235294117647059,6.218309765881891e-06,-1,TRAD_BN,10.0
130315,50-54_115,0.4619289340101523,0.3578431372549019,7.533577139839931e-05,-1,TRAD_BN,10.0
50-54,221_110411,0.4746192893401015,0.3848039215686274,7.991012657571073e-05,-1,TRAD_BN,10.0
40-44_110411,45-49_115,0.4796954314720812,0.4191176470588235,9.426738570061932e-05,-1,TRAD_BN,10.0
Unknown,221_110411,0.5025380710659898,0.4191176470588235,0.0001281107683173,-1,TRAD_BN,10.0
<25_110411,45-49_115,0.5101522842639594,0.4191176470588235,0.0001558272505545,-1,TRAD_BN,10.0
25-29,100511,0.5609137055837563,0.4191176470588235,0.0002560431697791,-1,TRAD_BN,10.0
Others,50-54,0.5786802030456852,0.4534313725490196,0.0005314401246334,-1,TRAD_BN,10.0
115_130315,40-44_221,0.5786802030456852,0.4852941176470588,0.000742220313051,-1,TRAD_BN,10.0
50-54,115_130315,0.5786802030456852,0.5122549019607843,0.0010025039394141,-1,TRAD_BN,10.0
40-44_115,30-34_221,0.1243654822335025,0.0735294117647058,6.218309765881891e-06,-1,COVER_G_BY,10.0
130315,35-39_221,0.2284263959390862,0.1323529411764706,7.570493454345241e-09,-1,COVER_G_BY,10.0
Others,25-29,0.2614213197969543,0.2279411764705882,0.0080114531576847,-1,COVER_G_BY,10.0
50-54,115_130315,0.3147208121827411,0.2867647058823529,0.0010025039394141,-1,COVER_G_BY,10.0
<25_115,115_110411,0.3604060913705584,0.3406862745098039,1.3616330285515232e-11,-1,COVER_G_BY,10.0
45-49,30-34_221,0.4619289340101523,0.3406862745098039,8.094668613178868e-08,-1,COVER_G_BY,10.0
25-29,45-49_221,0.5126903553299492,0.3799019607843137,0.004626924280389,-1,COVER_G_BY,10.0
115_130315,40-44_115,0.5126903553299492,0.4509803921568627,6.798903398053113e-07,-1,COVER_G_BY,10.0
Others,50-54,0.5126903553299492,0.5171568627450981,0.0005314401246334,-1,COVER_G_BY,10.0
100511,55-59,0.5532994923857868,0.5441176470588235,0.0065694089524265,-1,COVER_G_BY,10.0
115_130315,40-44_221,0.5532994923857868,0.5906862745098039,0.000742220313051,-1,COVER_G_BY,10.0
55-59_115,115_110411,0.5862944162436549,0.5906862745098039,6.085889336926442e-08,-1,COVER_G_BY,10.0
<25_110411,110507,0.5913705583756346,0.6176470588235294,0.0078428648204385,-1,COVER_G_BY,10.0
40-44_110411,45-49_115,0.5964467005076142,0.6421568627450981,9.426738570061932e-05,-1,COVER_G_BY,10.0
50-54_115,100511,0.5964467005076142,0.6666666666666666,3.2340123291563216e-06,-1,COVER_G_BY,10.0
Unknown,221_110411,0.616751269035533,0.6666666666666666,0.0001281107683173,-1,COVER_G_BY,10.0
<25_110411,114,0.616751269035533,0.6838235294117647,0.0078428648204385,-1,COVER_G_BY,10.0
40-44_115,30-34_221,0.1243654822335025,0.0735294117647058,6.218309765881891e-06,-1,COVER_G_BN,10.0
130315,35-39_221,0.2284263959390862,0.1323529411764706,7.570493454345241e-09,-1,COVER_G_BN,10.0
50-54,115_130315,0.2842639593908629,0.1936274509803921,0.0010025039394141,-1,COVER_G_BN,10.0
45-49,30-34_221,0.3934010152284264,0.1936274509803921,8.094668613178868e-08,-1,COVER_G_BN,10.0
<25_115,115_110411,0.4390862944162436,0.2524509803921568,1.3616330285515232e-11,-1,COVER_G_BN,10.0
25-29,100511,0.4923857868020304,0.2990196078431372,0.0002560431697791,-1,COVER_G_BN,10.0
Others,50-54,0.5126903553299492,0.3651960784313725,0.0005314401246334,-1,COVER_G_BN,10.0
115_130315,40-44_115,0.5126903553299492,0.4313725490196078,6.798903398053113e-07,-1,COVER_G_BN,10.0
115_130315,40-44_221,0.5126903553299492,0.4779411764705882,0.000742220313051,-1,COVER_G_BN,10.0
55-59_115,115_110411,0.5482233502538071,0.4779411764705882,6.085889336926442e-08,-1,COVER_G_BN,10.0
40-44_110411,45-49_115,0.5532994923857868,0.5024509803921569,9.426738570061932e-05,-1,COVER_G_BN,10.0
Unknown,221_110411,0.5736040609137056,0.5122549019607843,0.0001281107683173,-1,COVER_G_BN,10.0
<25_110411,45-49_115,0.5786802030456852,0.5122549019607843,0.0001558272505545,-1,COVER_G_BN,10.0
40-44_115,30-34_221,0.1243654822335025,0.0735294117647058,6.218309765881891e-06,-1,COVER_𝛂_20,10.0
130315,35-39_221,0.2284263959390862,0.1323529411764706,7.570493454345241e-09,-1,COVER_𝛂_20,10.0
25-29,100511,0.2817258883248731,0.1911764705882352,0.0002560431697791,-1,COVER_𝛂_20,10.0
45-49,30-34_221,0.3908629441624365,0.1911764705882352,8.094668613178868e-08,-1,COVER_𝛂_20,10.0
<25_115,115_110411,0.4365482233502538,0.2475490196078431,1.3616330285515232e-11,-1,COVER_𝛂_20,10.0
50-54,221_110411,0.4923857868020304,0.2745098039215686,7.991012657571073e-05,-1,COVER_𝛂_20,10.0
115_130315,40-44_115,0.4923857868020304,0.3504901960784313,6.798903398053113e-07,-1,COVER_𝛂_20,10.0
40-44_115,30-34_221,0.1243654822335025,0.0735294117647058,6.218309765881891e-06,-1,COVER_𝛂_50,10.0
130315,35-39_221,0.2284263959390862,0.1323529411764706,7.570493454345241e-09,-1,COVER_𝛂_50,10.0
45-49,30-34_221,0.3375634517766497,0.1323529411764706,8.094668613178868e-08,-1,COVER_𝛂_50,10.0
<25_115,115_110411,0.383248730964467,0.1936274509803921,1.3616330285515232e-11,-1,COVER_𝛂_50,10.0
50-54_115,100511,0.4263959390862944,0.2475490196078431,3.2340123291563216e-06,-1,COVER_𝛂_50,10.0
115_130315,40-44_115,0.4263959390862944,0.3235294117647059,6.798903398053113e-07,-1,COVER_𝛂_50,10.0
Unknown,221_110411,0.449238578680203,0.3504901960784313,0.0001281107683173,-1,COVER_𝛂_50,10.0
40-44_110411,45-49_115,0.4543147208121827,0.3848039215686274,9.426738570061932e-05,-1,COVER_𝛂_50,10.0
130315,50-54_115,0.4543147208121827,0.4191176470588235,7.533577139839931e-05,-1,COVER_𝛂_50,10.0
55-59_115,115_110411,0.4898477157360406,0.4191176470588235,6.085889336926442e-08,-1,COVER_𝛂_50,10.0
40-44_115,30-34_221,0.1243654822335025,0.0735294117647058,6.218309765881891e-06,-1,COVER_𝛂_100,10.0
130315,35-39_221,0.2284263959390862,0.1323529411764706,7.570493454345241e-09,-1,COVER_𝛂_100,10.0
45-49,30-34_221,0.3375634517766497,0.1323529411764706,8.094668613178868e-08,-1,COVER_𝛂_100,10.0
<25_115,115_110411,0.383248730964467,0.1936274509803921,1.3616330285515232e-11,-1,COVER_𝛂_100,10.0
50-54_115,100511,0.4263959390862944,0.2475490196078431,3.2340123291563216e-06,-1,COVER_𝛂_100,10.0
