samples,n,algorithm,#AllCandidates,#Candidates,#Results_noAdjustement,grouping_time,#Results,Min_p_value,Max_p_value,Sum_p_value,Total Cov,p_value_adjustement_time
10.0,-1,TRAD_BY,79.0,79.0,79.0,7.45977783203125,79.0,0.0,1.7999560311167512e-16,1.7999807307211e-16,0.667735891002636,0.4964547157287597
10.0,-1,TRAD_BN,79.0,79.0,79.0,7.45977783203125,79.0,0.0,1.7999560311167512e-16,1.7999807307211e-16,0.667735891002636,0.4899709224700928
10.0,-1,COVER_G_BY,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.6768546104431152
10.0,-1,COVER_G_BN,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.6859636306762695
10.0,-1,COVER_𝛂_20,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.5512340068817139
10.0,-1,COVER_𝛂_50,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.5649220943450928
10.0,-1,COVER_𝛂_100,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.5521678924560547
10.0,-1,COVER_𝛂_200,79.0,79.0,79.0,7.45977783203125,61.0,0.0,1.7999560311167512e-16,1.7999807307211002e-16,0.667735891002636,0.5474469661712646
10.0,25,TRAD_BY,79.0,79.0,79.0,7.45977783203125,25.0,0.0,0.0,0.0,0.5729348620065424,0.4244284629821777
10.0,25,TRAD_BN,79.0,79.0,79.0,7.45977783203125,25.0,0.0,0.0,0.0,0.5729348620065424,0.4252264499664306
10.0,25,COVER_G_BY,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.5114145278930664
10.0,25,COVER_G_BN,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.5032744407653809
10.0,25,COVER_𝛂_20,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.2651729583740234
10.0,25,COVER_𝛂_50,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.2652280330657959
10.0,25,COVER_𝛂_100,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.2653717994689941
10.0,25,COVER_𝛂_200,79.0,79.0,79.0,7.45977783203125,25.0,0.0,6.531259462195338e-95,6.531259462195338e-95,0.6613205449868199,0.2727077007293701
