group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
romania_18-24,norm,0.0003811096643059,0.0,0.0,-1,TRAD_BY,10.0
iran_18-24,norm,0.0004763870803823,0.0,0.0,-1,TRAD_BY,10.0
qatar,norm,0.0005399053577666,0.0,0.0,-1,TRAD_BY,10.0
romania_90's,norm,0.0009527741607647,0.0,0.0,-1,TRAD_BY,10.0
usa_18-24_70's,norm,0.0059707180741258,0.0,0.0,-1,TRAD_BY,10.0
switzerland_25-34,norm,0.0083208943373455,0.0,0.0,-1,TRAD_BY,10.0
philippines,norm,0.0099723695493378,0.0,0.0,-1,TRAD_BY,10.0
canada_50-55,norm,0.0175945628354559,0.0,0.0,-1,TRAD_BY,10.0
usa_90's,norm,0.4556801219550925,0.0,0.0,-1,TRAD_BY,10.0
united kingdom_70's,norm,0.4585066852986947,0.0,0.0,-1,TRAD_BY,10.0
canada_<18_90's,norm,0.4615555626131419,0.0,0.0,-1,TRAD_BY,10.0
usa_35-44_90's,norm,0.4615555626131419,0.0,0.0,-1,TRAD_BY,10.0
spain_<18,norm,0.4626671324673674,0.0,0.0,-1,TRAD_BY,10.0
canada_35-44,norm,0.4825483532886588,0.0,0.0,-1,TRAD_BY,10.0
45-49_60's,norm,0.4829612220916568,0.0,0.0,-1,TRAD_BY,10.0
canada_25-34_80's,norm,0.4925842411153809,0.0,0.0,-1,TRAD_BY,10.0
portugal_80's,norm,0.4949661765172928,0.0,0.0,-1,TRAD_BY,10.0
portugal_90's,norm,0.4989360688538127,0.0,0.0,-1,TRAD_BY,10.0
usa_35-44_2000's,norm,0.5474957919141233,0.0,0.0,-1,TRAD_BY,10.0
18-24_80's,norm,0.5647410042239654,0.0,0.0,-1,TRAD_BY,10.0
poland,norm,0.5651856321656556,0.0,0.0,-1,TRAD_BY,10.0
france_25-34_2000's,norm,0.5695048750277892,0.0,0.0,-1,TRAD_BY,10.0
spain_25-34_80's,norm,0.5715692190427796,0.0,0.0,-1,TRAD_BY,10.0
iran_2000's,norm,0.5717915330136246,0.0,0.0,-1,TRAD_BY,10.0
>56_70's,norm,0.5729348620065424,0.0,0.0,-1,TRAD_BY,10.0
malaysia_25-34,norm,0.5741734684155366,0.0,0.0,-1,TRAD_BY,10.0
canada_>56_2000's,norm,0.579477244577127,0.0,0.0,-1,TRAD_BY,10.0
50-55,norm,0.6177470067011782,0.0,0.0,-1,TRAD_BY,10.0
usa_>56,norm,0.6556674182996157,0.0,0.0,-1,TRAD_BY,10.0
usa_>56_2000's,norm,0.6556674182996157,0.0,0.0,-1,TRAD_BY,10.0
finland_25-34,norm,0.6566519515990726,0.0,0.0,-1,TRAD_BY,10.0
united kingdom_25-34_80's,norm,0.659319719249214,0.0,0.0,-1,TRAD_BY,10.0
brazil_18-24,norm,0.659732588052212,0.0,2.1843844124088784e-301,-1,TRAD_BY,10.0
dominican republic_25-34_90's,norm,0.6597961063295963,0.0,2.1843844124088784e-301,-1,TRAD_BY,10.0
australia_18-24_80's,norm,0.6597961063295963,0.0,2.6584005212834497e-288,-1,TRAD_BY,10.0
spain_<18_90's,norm,0.6597961063295963,0.0,9.27397852188504e-282,-1,TRAD_BY,10.0
france_45-49_80's,norm,0.6599231428843649,0.0,3.93734166641206e-262,-1,TRAD_BY,10.0
norway_35-44,norm,0.6600501794391336,0.0,1.373563605456995e-255,-1,TRAD_BY,10.0
australia_70's,norm,0.6608123987677454,0.0,4.791753264215119e-249,-1,TRAD_BY,10.0
new zealand_25-34_90's,norm,0.6615428589576651,0.0,6.8593015397456335e-239,-1,TRAD_BY,10.0
portugal_18-24_2000's,norm,0.6617969320672024,0.0,7.16816651573662e-233,-1,TRAD_BY,10.0
new zealand_25-34,norm,0.6623050782862768,0.0,4.335272254303328e-223,-1,TRAD_BY,10.0
united kingdom_25-34_70's,norm,0.6623050782862768,0.0,6.796562900008323e-212,-1,TRAD_BY,10.0
usa_18-24_60's,norm,0.6623050782862768,0.0,8.637110608912667e-210,-1,TRAD_BY,10.0
japan_25-34_90's,norm,0.6626861879505828,0.0,1.9579270953428518e-198,-1,TRAD_BY,10.0
bulgaria,norm,0.6628132245053514,0.0,6.75505626478564e-194,-1,TRAD_BY,10.0
france_18-24_70's,norm,0.6629720201988122,0.0,4.462691266318778e-177,-1,TRAD_BY,10.0
