num_max_hypo,threshold,method,adjustment,Candidates,Hypothesis,Without_Adjust,grouping_time,Best_pairs,Min_p_value,Max_p_value,Sum_p_value,Cov_period_1,Cov_period_2,Cov_total,p_value_adjustement_time
30.0,-1,Traditional,Benjamini,59.0,5.0,3.0,47.733306884765625,3.0,0.0020092477866288307,0.017633799265696314,0.02873623965981184,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.07436895370483398
30.0,-1,Traditional,Bonferroni,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.009093192607486695,0.011102440394115525,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.07408475875854492
30.0,-1,Coverage_Two_Sides,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.08551287651062012
30.0,-1,Coverage_Two_Sides,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.08632874488830566
30.0,-1,Coverage_Side_1,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.08095955848693848
30.0,-1,Coverage_Side_1,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.08147764205932617
30.0,-1,Coverage_Side_2,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.08130979537963867
30.0,-1,Coverage_Side_2,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.08178281784057617
30.0,-1,Coverage_alpha_investing,gamma_20,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.09254097938537598
30.0,-1,Coverage_alpha_investing,gamma_50,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.08510494232177734
30.0,-1,Coverage_alpha_investing,gamma_100,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.08585405349731445
30.0,-1,Coverage_alpha_investing,gamma_200,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.09046077728271484
30.0,25,Traditional,Benjamini,59.0,5.0,3.0,47.733306884765625,3.0,0.0020092477866288307,0.017633799265696314,0.02873623965981184,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.07419776916503906
30.0,25,Traditional,Bonferroni,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.009093192607486695,0.011102440394115525,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.07405543327331543
30.0,25,Coverage_Two_Sides,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.08547186851501465
30.0,25,Coverage_Two_Sides,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.0852518081665039
30.0,25,Coverage_Side_1,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.08170199394226074
30.0,25,Coverage_Side_1,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.08144283294677734
30.0,25,Coverage_Side_2,Benjamini,59.0,5.0,3.0,47.733306884765625,2.0,0.0020092477866288307,0.017633799265696314,0.019643047052325145,0.008635578583765112,0.012165450121654502,0.010400514352709807,0.0814669132232666
30.0,25,Coverage_Side_2,Bonferroni,59.0,5.0,3.0,47.733306884765625,1.0,0.0020092477866288307,0.0020092477866288307,0.0020092477866288307,0.0017271157167530224,0.0024330900243309003,0.0020801028705419613,0.0821378231048584
30.0,25,Coverage_alpha_investing,gamma_20,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.08657193183898926
30.0,25,Coverage_alpha_investing,gamma_50,59.0,5.0,3.0,47.733306884765625,0.0,,,0.0,,,,0.08787417411804199
