group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,TRAD_BY,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,TRAD_BY,10.0
malaysia_2000's,4,0.0764209520776946,0.0,1.510584370224873e-20,-1,TRAD_BY,10.0
belgium,4,0.0778538449291514,0.0,4.4628699501473746e-18,-1,TRAD_BY,10.0
italy_2000's,4,0.0829485750676643,0.0,7.647401859154286e-11,-1,TRAD_BY,10.0
ireland,4,0.0846998885527782,0.0,1.3325668238121377e-07,-1,TRAD_BY,10.0
finland_2000's,4,0.0882025155230059,0.0,1.9741328816501026e-07,-1,TRAD_BY,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,-1,TRAD_BY,10.0
united kingdom_70's,4,0.091545932176405,0.0,0.0001337037962313,-1,TRAD_BY,10.0
sweden_2000's,4,0.0928196147110332,0.0,0.0004253178032945,-1,TRAD_BY,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,-1,TRAD_BY,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,TRAD_BN,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,TRAD_BN,10.0
malaysia_2000's,4,0.0764209520776946,0.0,1.510584370224873e-20,-1,TRAD_BN,10.0
belgium,4,0.0778538449291514,0.0,4.4628699501473746e-18,-1,TRAD_BN,10.0
italy_2000's,4,0.0829485750676643,0.0,7.647401859154286e-11,-1,TRAD_BN,10.0
ireland,4,0.0846998885527782,0.0,1.3325668238121377e-07,-1,TRAD_BN,10.0
finland_2000's,4,0.0882025155230059,0.0,1.9741328816501026e-07,-1,TRAD_BN,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,-1,TRAD_BN,10.0
united kingdom_70's,4,0.091545932176405,0.0,0.0001337037962313,-1,TRAD_BN,10.0
sweden_2000's,4,0.0928196147110332,0.0,0.0004253178032945,-1,TRAD_BN,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,-1,TRAD_BN,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_G_BY,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_G_BY,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_G_BY,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_G_BY,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_G_BY,10.0
united kingdom_70's,4,0.0874064639388632,0.0,0.0001337037962313,-1,COVER_G_BY,10.0
ireland,4,0.089157777423977,0.0,1.3325668238121377e-07,-1,COVER_G_BY,10.0
belgium,4,0.0905906702754338,0.0,4.4628699501473746e-18,-1,COVER_G_BY,10.0
sweden_2000's,4,0.0918643528100621,0.0,0.0004253178032945,-1,COVER_G_BY,10.0
romania_90's,4,0.0928196147110332,0.0,5.159987154066655e-05,-1,COVER_G_BY,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,-1,COVER_G_BY,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_G_BN,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_G_BN,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_G_BN,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_G_BN,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_G_BN,10.0
united kingdom_70's,4,0.0874064639388632,0.0,0.0001337037962313,-1,COVER_G_BN,10.0
ireland,4,0.089157777423977,0.0,1.3325668238121377e-07,-1,COVER_G_BN,10.0
belgium,4,0.0905906702754338,0.0,4.4628699501473746e-18,-1,COVER_G_BN,10.0
sweden_2000's,4,0.0918643528100621,0.0,0.0004253178032945,-1,COVER_G_BN,10.0
romania_90's,4,0.0928196147110332,0.0,5.159987154066655e-05,-1,COVER_G_BN,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,-1,COVER_G_BN,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_𝛂_20,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_𝛂_20,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_𝛂_20,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_𝛂_20,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_𝛂_20,10.0
ireland,4,0.0867696226715491,0.0,1.3325668238121377e-07,-1,COVER_𝛂_20,10.0
belgium,4,0.0882025155230059,0.0,4.4628699501473746e-18,-1,COVER_𝛂_20,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,-1,COVER_𝛂_20,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_𝛂_50,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_𝛂_50,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_𝛂_50,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_𝛂_50,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_𝛂_50,10.0
ireland,4,0.0867696226715491,0.0,1.3325668238121377e-07,-1,COVER_𝛂_50,10.0
belgium,4,0.0882025155230059,0.0,4.4628699501473746e-18,-1,COVER_𝛂_50,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_𝛂_100,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_𝛂_100,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_𝛂_100,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_𝛂_100,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_𝛂_100,10.0
ireland,4,0.0867696226715491,0.0,1.3325668238121377e-07,-1,COVER_𝛂_100,10.0
belgium,4,0.0882025155230059,0.0,4.4628699501473746e-18,-1,COVER_𝛂_100,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,-1,COVER_𝛂_200,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,-1,COVER_𝛂_200,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,-1,COVER_𝛂_200,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,-1,COVER_𝛂_200,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,-1,COVER_𝛂_200,10.0
ireland,4,0.0867696226715491,0.0,1.3325668238121377e-07,-1,COVER_𝛂_200,10.0
belgium,4,0.0882025155230059,0.0,4.4628699501473746e-18,-1,COVER_𝛂_200,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,TRAD_BY,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,TRAD_BY,10.0
malaysia_2000's,4,0.0764209520776946,0.0,1.510584370224873e-20,25,TRAD_BY,10.0
belgium,4,0.0778538449291514,0.0,4.4628699501473746e-18,25,TRAD_BY,10.0
italy_2000's,4,0.0829485750676643,0.0,7.647401859154286e-11,25,TRAD_BY,10.0
ireland,4,0.0846998885527782,0.0,1.3325668238121377e-07,25,TRAD_BY,10.0
finland_2000's,4,0.0882025155230059,0.0,1.9741328816501026e-07,25,TRAD_BY,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,25,TRAD_BY,10.0
united kingdom_70's,4,0.091545932176405,0.0,0.0001337037962313,25,TRAD_BY,10.0
sweden_2000's,4,0.0928196147110332,0.0,0.0004253178032945,25,TRAD_BY,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,25,TRAD_BY,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,TRAD_BN,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,TRAD_BN,10.0
malaysia_2000's,4,0.0764209520776946,0.0,1.510584370224873e-20,25,TRAD_BN,10.0
belgium,4,0.0778538449291514,0.0,4.4628699501473746e-18,25,TRAD_BN,10.0
italy_2000's,4,0.0829485750676643,0.0,7.647401859154286e-11,25,TRAD_BN,10.0
ireland,4,0.0846998885527782,0.0,1.3325668238121377e-07,25,TRAD_BN,10.0
finland_2000's,4,0.0882025155230059,0.0,1.9741328816501026e-07,25,TRAD_BN,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,25,TRAD_BN,10.0
united kingdom_70's,4,0.091545932176405,0.0,0.0001337037962313,25,TRAD_BN,10.0
sweden_2000's,4,0.0928196147110332,0.0,0.0004253178032945,25,TRAD_BN,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,25,TRAD_BN,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,COVER_G_BY,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,COVER_G_BY,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,25,COVER_G_BY,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,25,COVER_G_BY,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,25,COVER_G_BY,10.0
united kingdom_70's,4,0.0874064639388632,0.0,0.0001337037962313,25,COVER_G_BY,10.0
ireland,4,0.089157777423977,0.0,1.3325668238121377e-07,25,COVER_G_BY,10.0
belgium,4,0.0905906702754338,0.0,4.4628699501473746e-18,25,COVER_G_BY,10.0
sweden_2000's,4,0.0918643528100621,0.0,0.0004253178032945,25,COVER_G_BY,10.0
romania_90's,4,0.0928196147110332,0.0,5.159987154066655e-05,25,COVER_G_BY,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,25,COVER_G_BY,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,COVER_G_BN,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,COVER_G_BN,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,25,COVER_G_BN,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,25,COVER_G_BN,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,25,COVER_G_BN,10.0
united kingdom_70's,4,0.0874064639388632,0.0,0.0001337037962313,25,COVER_G_BN,10.0
ireland,4,0.089157777423977,0.0,1.3325668238121377e-07,25,COVER_G_BN,10.0
belgium,4,0.0905906702754338,0.0,4.4628699501473746e-18,25,COVER_G_BN,10.0
sweden_2000's,4,0.0918643528100621,0.0,0.0004253178032945,25,COVER_G_BN,10.0
romania_90's,4,0.0928196147110332,0.0,5.159987154066655e-05,25,COVER_G_BN,10.0
japan_2000's,4,0.0937748766120044,0.0,0.004407184859134,25,COVER_G_BN,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,COVER_𝛂_20,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,COVER_𝛂_20,10.0
italy_2000's,4,0.0784906861964655,0.0,7.647401859154286e-11,25,COVER_𝛂_20,10.0
finland_2000's,4,0.0819933131666932,0.0,1.9741328816501026e-07,25,COVER_𝛂_20,10.0
malaysia_2000's,4,0.0850183091864352,0.0,1.510584370224873e-20,25,COVER_𝛂_20,10.0
ireland,4,0.0867696226715491,0.0,1.3325668238121377e-07,25,COVER_𝛂_20,10.0
belgium,4,0.0882025155230059,0.0,4.4628699501473746e-18,25,COVER_𝛂_20,10.0
romania_90's,4,0.089157777423977,0.0,5.159987154066655e-05,25,COVER_𝛂_20,10.0
canada_2000's,4,0.0571565037414424,0.0,3.561828222982932e-235,25,COVER_𝛂_50,10.0
portugal,4,0.0733959560579525,0.0,2.6175411874413333e-163,25,COVER_𝛂_50,10.0
