group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples
530402,2.5,0.0033076074972436,0.0,0.0,-1,TRAD_BY,10.0
115_570301,2.5,0.0055126791620727,0.0,0.0,-1,TRAD_BY,10.0
560341,2.5,0.0082690187431091,0.0,0.0,-1,TRAD_BY,10.0
760656,2.5,0.0137816979051819,0.0,0.0,-1,TRAD_BY,10.0
115_520102,2.5,0.0165380374862183,0.0,0.0,-1,TRAD_BY,10.0
221_560104,2.5,0.0214994487320837,0.0,0.0,-1,TRAD_BY,10.0
110_500203,2.5,0.0275633958103638,0.0,0.0,-1,TRAD_BY,10.0
221_520472,2.5,0.0303197353914002,0.0,0.0,-1,TRAD_BY,10.0
110_530405,2.5,0.0330760749724366,0.0,0.0,-1,TRAD_BY,10.0
221_760402,2.5,0.0369349503858875,0.0,0.0,-1,TRAD_BY,10.0
470102,2.5,0.0396912899669239,0.0,0.0,-1,TRAD_BY,10.0
720136,2.5,0.0441014332965821,0.0,0.0,-1,TRAD_BY,10.0
720501,2.5,0.047960308710033,0.0,0.0,-1,TRAD_BY,10.0
520208,2.5,0.051819184123484,0.0,0.0,-1,TRAD_BY,10.0
221_530211,2.5,0.0551267916207276,0.0,0.0,-1,TRAD_BY,10.0
221_130207,2.5,0.0589856670341786,0.0,0.0,-1,TRAD_BY,10.0
221_530215,2.5,0.0617420066152149,0.0,0.0,-1,TRAD_BY,10.0
221_110138,2.5,0.0667034178610804,0.0,0.0,-1,TRAD_BY,10.0
221_110105,2.5,0.0788313120176405,0.0,0.0,-1,TRAD_BY,10.0
300801,2.5,0.0843439911797133,0.0,0.0,-1,TRAD_BY,10.0
100440,2.5,0.093715545755237,0.0,0.0,-1,TRAD_BY,10.0
110_100401,2.5,0.0964718853362734,0.0,0.0,-1,TRAD_BY,10.0
Unknown_100201,2.5,0.0992282249173098,0.0,0.0,-1,TRAD_BY,10.0
110322,2.5,0.1019845644983462,0.0,0.0,-1,TRAD_BY,10.0
100304,2.5,0.1119073869900771,0.0,0.0,-1,TRAD_BY,10.0
530203,2.5,0.1152149944873208,0.0,0.0,-1,TRAD_BY,10.0
110517,2.5,0.1185226019845645,0.0,0.0,-1,TRAD_BY,10.0
221_120103,2.5,0.1383682469680264,0.0,1.3207928450027135e-92,-1,TRAD_BY,10.0
115_130315,2.5,0.201212789415656,0.0,1.145699827401493e-37,-1,TRAD_BY,10.0
110117,2.5,0.2364939360529217,0.0,3.6368494461528274e-36,-1,TRAD_BY,10.0
110504,2.5,0.25303197353914,0.0,3.086120341220766e-32,-1,TRAD_BY,10.0
501002,2.5,0.2646085997794928,0.0,1.70113940884252e-30,-1,TRAD_BY,10.0
130205,2.5,0.3213891951488423,0.0,9.952854402863435e-30,-1,TRAD_BY,10.0
530406,2.5,0.3412348401323043,0.0,1.9514289326957883e-28,-1,TRAD_BY,10.0
500301,2.5,0.3583241455347298,0.0,1.3859433139468594e-26,-1,TRAD_BY,10.0
120104,2.5,0.3643880926130099,0.0,2.5037646466683056e-26,-1,TRAD_BY,10.0
115_100206,2.5,0.3676957001102536,0.0,9.625679156854814e-25,-1,TRAD_BY,10.0
560104,2.5,0.3715545755237045,0.0,2.409916470740011e-20,-1,TRAD_BY,10.0
110404,2.5,0.3836824696802646,0.0,2.9011497975081825e-20,-1,TRAD_BY,10.0
100101,2.5,0.3897464167585446,0.0,3.35252036192608e-20,-1,TRAD_BY,10.0
760164,2.5,0.3936052921719956,0.0,1.837964841152569e-19,-1,TRAD_BY,10.0
500303,2.5,0.4057331863285556,0.0,1.5847978183633337e-18,-1,TRAD_BY,10.0
221_110407,2.5,0.4079382579933848,0.0,3.0346976252691664e-18,-1,TRAD_BY,10.0
530501,2.5,0.4134509371554575,0.0,4.508141350558783e-18,-1,TRAD_BY,10.0
221_100314,2.5,0.4167585446527012,0.0,5.1633463769939865e-18,-1,TRAD_BY,10.0
115_110119,2.5,0.4217199558985667,0.0,1.57445355554431e-17,-1,TRAD_BY,10.0
320501,2.5,0.4294377067254686,0.0,6.153257882004613e-17,-1,TRAD_BY,10.0
130309,2.5,0.432194046306505,0.0,7.306735179626747e-17,-1,TRAD_BY,10.0
110107,2.5,0.4366041896361631,0.0,2.3567177843733993e-16,-1,TRAD_BY,10.0
221_120106,2.5,0.4393605292171995,0.0,3.579411391051393e-15,-1,TRAD_BY,10.0
115_100110,2.5,0.4410143329658214,0.0,3.9603725947724346e-15,-1,TRAD_BY,10.0
221_100301,2.5,0.4459757442116869,0.0,4.745957220876269e-15,-1,TRAD_BY,10.0
221_300301,2.5,0.4509371554575523,0.0,5.272112363984536e-15,-1,TRAD_BY,10.0
Others_100201,2.5,0.4547960308710033,0.0,2.340440092141129e-14,-1,TRAD_BY,10.0
530111,2.5,0.4614112458654906,0.0,9.694243661403049e-14,-1,TRAD_BY,10.0
221_100104,2.5,0.4636163175303197,0.0,1.8095832758937504e-13,-1,TRAD_BY,10.0
740105,2.5,0.474090407938258,0.0,2.1430174926815226e-13,-1,TRAD_BY,10.0
115_110108,2.5,0.480154355016538,0.0,4.665997049123321e-13,-1,TRAD_BY,10.0
720122,2.5,0.4851157662624035,0.0,4.949466828489158e-13,-1,TRAD_BY,10.0
221_100202,2.5,0.4873208379272326,0.0,1.040199942737625e-12,-1,TRAD_BY,10.0
106_100205,2.5,0.490077177508269,0.0,1.040199942737625e-12,-1,TRAD_BY,10.0
530408,2.5,0.5016538037486218,0.0,3.255565778496242e-12,-1,TRAD_BY,10.0
300102,2.5,0.5033076074972437,0.0,4.025677386029634e-12,-1,TRAD_BY,10.0
110_100323,2.5,0.5044101433296582,0.0,4.025677386029634e-12,-1,TRAD_BY,10.0
221_712901,2.5,0.5066152149944874,0.0,1.146332696527984e-11,-1,TRAD_BY,10.0
115_320402,2.5,0.5071664829106945,0.0,1.840569008839924e-11,-1,TRAD_BY,10.0
300704,2.5,0.5093715545755237,0.0,3.798302962486668e-11,-1,TRAD_BY,10.0
760116,2.5,0.5115766262403528,0.0,4.0357583773129436e-11,-1,TRAD_BY,10.0
221_520425,2.5,0.5132304299889746,0.0,7.105052366551514e-11,-1,TRAD_BY,10.0
221_560405,2.5,0.5170893054024256,0.0,2.5424498777027856e-10,-1,TRAD_BY,10.0
115_100405,2.5,0.519845644983462,0.0,3.4589287800382737e-10,-1,TRAD_BY,10.0
115_300604,2.5,0.5214994487320838,0.0,3.4589287800382737e-10,-1,TRAD_BY,10.0
100306,2.5,0.5248070562293274,0.0,1.1473111805539392e-09,-1,TRAD_BY,10.0
500302,2.5,0.5264608599779493,0.0,2.0528462490486733e-09,-1,TRAD_BY,10.0
130108,2.5,0.5275633958103638,0.0,3.03198889177566e-09,-1,TRAD_BY,10.0
115_110518,2.5,0.5314222712238148,0.0,3.03198889177566e-09,-1,TRAD_BY,10.0
760101,2.5,0.5330760749724366,0.0,3.789290313658025e-09,-1,TRAD_BY,10.0
130304,2.5,0.5352811466372657,0.0,4.061835750154956e-09,-1,TRAD_BY,10.0
115_120104,2.5,0.5352811466372657,0.0,1.1297311746563775e-08,-1,TRAD_BY,10.0
115_500202,2.5,0.538037486218302,0.0,1.514271635766174e-08,-1,TRAD_BY,10.0
221_320402,2.5,0.538037486218302,0.0,2.1061020646272443e-08,-1,TRAD_BY,10.0
720303,2.5,0.539691289966924,0.0,2.1061020646272443e-08,-1,TRAD_BY,10.0
Others_120103,2.5,0.5407938257993384,0.0,1.1069684105619884e-07,-1,TRAD_BY,10.0
115_760205,2.5,0.5435501653803748,0.0,1.3055957530584874e-07,-1,TRAD_BY,10.0
100416,2.5,0.5490628445424476,0.0,1.6101265968750286e-07,-1,TRAD_BY,10.0
530603,2.5,0.5496141124586549,0.0,2.0508298985827138e-07,-1,TRAD_BY,10.0
100423,2.5,0.5507166482910695,0.0,2.0508298985827138e-07,-1,TRAD_BY,10.0
110_100201,2.5,0.5545755237045203,0.0,2.674880164755933e-07,-1,TRAD_BY,10.0
221_530220,2.5,0.5551267916207276,0.0,3.475656604735757e-07,-1,TRAD_BY,10.0
100215,2.5,0.5589856670341786,0.0,5.610913518919921e-07,-1,TRAD_BY,10.0
110409,2.5,0.5611907386990077,0.0,6.968900434956974e-07,-1,TRAD_BY,10.0
221_100418,2.5,0.5650496141124587,0.0,1.1176328083899222e-06,-1,TRAD_BY,10.0
120102,2.5,0.5667034178610805,0.0,1.1398820643961798e-06,-1,TRAD_BY,10.0
221_300115,2.5,0.5672546857772878,0.0,1.1724279254121177e-06,-1,TRAD_BY,10.0
221_100208,2.5,0.5700110253583242,0.0,1.4720450177436951e-06,-1,TRAD_BY,10.0
740104,2.5,0.5711135611907387,0.0,1.569777073701284e-06,-1,TRAD_BY,10.0
500807,2.5,0.5733186328555678,0.0,2.281387710281086e-06,-1,TRAD_BY,10.0
530407,2.5,0.5766262403528115,0.0,6.953351149064496e-06,-1,TRAD_BY,10.0
221_530207,2.5,0.577728776185226,0.0,1.1376151194592588e-05,-1,TRAD_BY,10.0
115_530301,2.5,0.5788313120176406,0.0,3.4905038363866234e-05,-1,TRAD_BY,10.0
115_100517,2.5,0.5821389195148843,0.0,4.52769692590195e-05,-1,TRAD_BY,10.0
760534,2.5,0.5832414553472988,0.0,0.0001114507873686,-1,TRAD_BY,10.0
500538,2.5,0.5848952590959207,0.0,0.0001223957802789,-1,TRAD_BY,10.0
110605,2.5,0.5854465270121278,0.0,0.0001223957802789,-1,TRAD_BY,10.0
115_100431,2.5,0.5865490628445424,0.0,0.0004940296884396,-1,TRAD_BY,10.0
500707,2.5,0.5865490628445424,0.0,0.00058926693409,-1,TRAD_BY,10.0
115_760163,2.5,0.5882028665931642,0.0,0.0007647182481053,-1,TRAD_BY,10.0
221_100106,2.5,0.5926130099228225,0.0,0.0009771095170521,-1,TRAD_BY,10.0
221_320104,2.5,0.5926130099228225,0.0,0.006566271827563,-1,TRAD_BY,10.0
115_110114,2.5,0.593715545755237,0.0,0.0070776693554757,-1,TRAD_BY,10.0
500509,2.5,0.593715545755237,0.0,0.0072469898202878,-1,TRAD_BY,10.0
221_500207,2.5,0.5948180815876516,0.0,0.0080790822604118,-1,TRAD_BY,10.0
760105,2.5,0.5959206174200662,0.0,0.0081206922070783,-1,TRAD_BY,10.0
530402,2.5,0.0033076074972436,0.0,0.0,-1,TRAD_BN,10.0
115_570301,2.5,0.0055126791620727,0.0,0.0,-1,TRAD_BN,10.0
560341,2.5,0.0082690187431091,0.0,0.0,-1,TRAD_BN,10.0
760656,2.5,0.0137816979051819,0.0,0.0,-1,TRAD_BN,10.0
115_520102,2.5,0.0165380374862183,0.0,0.0,-1,TRAD_BN,10.0
221_560104,2.5,0.0214994487320837,0.0,0.0,-1,TRAD_BN,10.0
110_500203,2.5,0.0275633958103638,0.0,0.0,-1,TRAD_BN,10.0
221_520472,2.5,0.0303197353914002,0.0,0.0,-1,TRAD_BN,10.0
110_530405,2.5,0.0330760749724366,0.0,0.0,-1,TRAD_BN,10.0
221_760402,2.5,0.0369349503858875,0.0,0.0,-1,TRAD_BN,10.0
470102,2.5,0.0396912899669239,0.0,0.0,-1,TRAD_BN,10.0
720136,2.5,0.0441014332965821,0.0,0.0,-1,TRAD_BN,10.0
720501,2.5,0.047960308710033,0.0,0.0,-1,TRAD_BN,10.0
520208,2.5,0.051819184123484,0.0,0.0,-1,TRAD_BN,10.0
221_530211,2.5,0.0551267916207276,0.0,0.0,-1,TRAD_BN,10.0
221_130207,2.5,0.0589856670341786,0.0,0.0,-1,TRAD_BN,10.0
221_530215,2.5,0.0617420066152149,0.0,0.0,-1,TRAD_BN,10.0
221_110138,2.5,0.0667034178610804,0.0,0.0,-1,TRAD_BN,10.0
221_110105,2.5,0.0788313120176405,0.0,0.0,-1,TRAD_BN,10.0
300801,2.5,0.0843439911797133,0.0,0.0,-1,TRAD_BN,10.0
100440,2.5,0.093715545755237,0.0,0.0,-1,TRAD_BN,10.0
110_100401,2.5,0.0964718853362734,0.0,0.0,-1,TRAD_BN,10.0
Unknown_100201,2.5,0.0992282249173098,0.0,0.0,-1,TRAD_BN,10.0
110322,2.5,0.1019845644983462,0.0,0.0,-1,TRAD_BN,10.0
100304,2.5,0.1119073869900771,0.0,0.0,-1,TRAD_BN,10.0
530203,2.5,0.1152149944873208,0.0,0.0,-1,TRAD_BN,10.0
110517,2.5,0.1185226019845645,0.0,0.0,-1,TRAD_BN,10.0
221_120103,2.5,0.1383682469680264,0.0,1.3207928450027135e-92,-1,TRAD_BN,10.0
115_130315,2.5,0.201212789415656,0.0,1.145699827401493e-37,-1,TRAD_BN,10.0
110117,2.5,0.2364939360529217,0.0,3.6368494461528274e-36,-1,TRAD_BN,10.0
110504,2.5,0.25303197353914,0.0,3.086120341220766e-32,-1,TRAD_BN,10.0
501002,2.5,0.2646085997794928,0.0,1.70113940884252e-30,-1,TRAD_BN,10.0
130205,2.5,0.3213891951488423,0.0,9.952854402863435e-30,-1,TRAD_BN,10.0
530406,2.5,0.3412348401323043,0.0,1.9514289326957883e-28,-1,TRAD_BN,10.0
500301,2.5,0.3583241455347298,0.0,1.3859433139468594e-26,-1,TRAD_BN,10.0
120104,2.5,0.3643880926130099,0.0,2.5037646466683056e-26,-1,TRAD_BN,10.0
115_100206,2.5,0.3676957001102536,0.0,9.625679156854814e-25,-1,TRAD_BN,10.0
560104,2.5,0.3715545755237045,0.0,2.409916470740011e-20,-1,TRAD_BN,10.0
110404,2.5,0.3836824696802646,0.0,2.9011497975081825e-20,-1,TRAD_BN,10.0
100101,2.5,0.3897464167585446,0.0,3.35252036192608e-20,-1,TRAD_BN,10.0
760164,2.5,0.3936052921719956,0.0,1.837964841152569e-19,-1,TRAD_BN,10.0
500303,2.5,0.4057331863285556,0.0,1.5847978183633337e-18,-1,TRAD_BN,10.0
221_110407,2.5,0.4079382579933848,0.0,3.0346976252691664e-18,-1,TRAD_BN,10.0
530501,2.5,0.4134509371554575,0.0,4.508141350558783e-18,-1,TRAD_BN,10.0
221_100314,2.5,0.4167585446527012,0.0,5.1633463769939865e-18,-1,TRAD_BN,10.0
115_110119,2.5,0.4217199558985667,0.0,1.57445355554431e-17,-1,TRAD_BN,10.0
320501,2.5,0.4294377067254686,0.0,6.153257882004613e-17,-1,TRAD_BN,10.0
130309,2.5,0.432194046306505,0.0,7.306735179626747e-17,-1,TRAD_BN,10.0
110107,2.5,0.4366041896361631,0.0,2.3567177843733993e-16,-1,TRAD_BN,10.0
221_120106,2.5,0.4393605292171995,0.0,3.579411391051393e-15,-1,TRAD_BN,10.0
115_100110,2.5,0.4410143329658214,0.0,3.9603725947724346e-15,-1,TRAD_BN,10.0
221_100301,2.5,0.4459757442116869,0.0,4.745957220876269e-15,-1,TRAD_BN,10.0
221_300301,2.5,0.4509371554575523,0.0,5.272112363984536e-15,-1,TRAD_BN,10.0
Others_100201,2.5,0.4547960308710033,0.0,2.340440092141129e-14,-1,TRAD_BN,10.0
530111,2.5,0.4614112458654906,0.0,9.694243661403049e-14,-1,TRAD_BN,10.0
221_100104,2.5,0.4636163175303197,0.0,1.8095832758937504e-13,-1,TRAD_BN,10.0
740105,2.5,0.474090407938258,0.0,2.1430174926815226e-13,-1,TRAD_BN,10.0
115_110108,2.5,0.480154355016538,0.0,4.665997049123321e-13,-1,TRAD_BN,10.0
720122,2.5,0.4851157662624035,0.0,4.949466828489158e-13,-1,TRAD_BN,10.0
221_100202,2.5,0.4873208379272326,0.0,1.040199942737625e-12,-1,TRAD_BN,10.0
106_100205,2.5,0.490077177508269,0.0,1.040199942737625e-12,-1,TRAD_BN,10.0
530408,2.5,0.5016538037486218,0.0,3.255565778496242e-12,-1,TRAD_BN,10.0
300102,2.5,0.5033076074972437,0.0,4.025677386029634e-12,-1,TRAD_BN,10.0
110_100323,2.5,0.5044101433296582,0.0,4.025677386029634e-12,-1,TRAD_BN,10.0
221_712901,2.5,0.5066152149944874,0.0,1.146332696527984e-11,-1,TRAD_BN,10.0
115_320402,2.5,0.5071664829106945,0.0,1.840569008839924e-11,-1,TRAD_BN,10.0
300704,2.5,0.5093715545755237,0.0,3.798302962486668e-11,-1,TRAD_BN,10.0
760116,2.5,0.5115766262403528,0.0,4.0357583773129436e-11,-1,TRAD_BN,10.0
221_520425,2.5,0.5132304299889746,0.0,7.105052366551514e-11,-1,TRAD_BN,10.0
221_560405,2.5,0.5170893054024256,0.0,2.5424498777027856e-10,-1,TRAD_BN,10.0
115_100405,2.5,0.519845644983462,0.0,3.4589287800382737e-10,-1,TRAD_BN,10.0
115_300604,2.5,0.5214994487320838,0.0,3.4589287800382737e-10,-1,TRAD_BN,10.0
100306,2.5,0.5248070562293274,0.0,1.1473111805539392e-09,-1,TRAD_BN,10.0
500302,2.5,0.5264608599779493,0.0,2.0528462490486733e-09,-1,TRAD_BN,10.0
