grp1,grp1_size,grp2,grp2_size,p-value
130404,21,2.5,0,3.5849880299778863e-09
221_530202,11,2.5,0,7.765918231394729e-07
221_712901,25,2.5,0,1.1463326965279841e-11
221_100111,8,2.5,0,1.1376151194592588e-05
100106,52,2.5,0,7.946600038728971e-13
530601,20,2.5,0,2.419167262903673e-07
500304,9,2.5,0,1.5697770737012841e-06
115_300418,9,2.5,0,0.0
115_500102,17,2.5,0,7.760992335244294e-08
120112,30,2.5,0,4.635775311965916e-13
115,7845,2.5,0,0.0
100613,7,2.5,0,0.04652823228416724
130110,41,2.5,0,4.334571252469185e-22
500301,86,2.5,0,1.3859433139468594e-26
530404,77,2.5,0,1.2017658573336138e-28
221_110407,21,2.5,0,3.034697625269166e-18
110_110404,12,2.5,0,3.0319888917756604e-09
115_110402,30,2.5,0,1.2382035385376455e-05
500531,8,2.5,0,1.1376151194592588e-05
760523,11,2.5,0,2.5502913146529668e-08
470101,8,2.5,0,0.00012239578027890602
520101,8,2.5,0,1.1376151194592588e-05
221_570206,6,2.5,0,0.0004929066605724437
115_530209,52,2.5,0,5.9830404539607525e-18
Others_100407,9,2.5,0,0.023385190618173724
120105,79,2.5,0,2.591315176902704e-17
110_100301,11,2.5,0,0.0
130108,12,2.5,0,3.0319888917756604e-09
110_530116,11,2.5,0,2.550291314652958e-08
115_760656,6,2.5,0,0.0
221_760577,6,2.5,0,0.002642605442044796
Others_110106,19,2.5,0,1.2852359453741067e-07
520503,7,2.5,0,0.005380139910472189
106_100205,20,2.5,0,1.040199942737625e-12
221_130208,38,2.5,0,1.051222094475413e-21
221_100312,76,2.5,0,1.7362195301176058e-23
221_110508,24,2.5,0,1.6099471723507864e-13
110511,25,2.5,0,1.532308845761426e-22
115_100110,18,2.5,0,3.9603725947724346e-15
520452,20,2.5,0,4.2974603906481414e-08
110507,139,2.5,0,6.967317822087481e-36
100440,22,2.5,0,0.0
221_530220,15,2.5,0,3.475656604735757e-07
115_100206,27,2.5,0,9.625679156854814e-25
221_570301,6,2.5,0,0.0
300102,15,2.5,0,4.025677386029634e-12
115_520469,13,2.5,0,1.1724279254121175e-06
Others_100509,6,2.5,0,0.0004929066605724437
221_100405,8,2.5,0,0.0
115_100405,13,2.5,0,3.458928780038274e-10
221_300712,25,2.5,0,1.7646474539311274e-07
730312,21,2.5,0,1.6075960856916295e-13
110_530110,24,2.5,0,0.0
221_110116,6,2.5,0,0.0
760505,9,2.5,0,0.0
115_110133,8,2.5,0,0.0
560304,7,2.5,0,0.0005892669340900919
221_100101,12,2.5,0,6.5322171553847024e-06
501001,39,2.5,0,1.816256391422953e-13
110_300301,7,2.5,0,0.0
530101,312,2.5,0,8.108622737618817e-107
570301,23,2.5,0,3.579411391051393e-15
110601,16,2.5,0,5.5354924519579497e-08
115_100312,103,2.5,0,4.219627945946016e-64
560328,7,2.5,0,0.0
221_100209,8,2.5,0,1.1376151194592588e-05
221_100325,16,2.5,0,7.105052366551514e-11
115_100201,109,2.5,0,1.076711887751352e-74
