group1,group2,coverage_gained_1,coverage_gained_2,p-value,n,algorithm,samples,wealth,alpha_j,nb_refus_before
M_18-24_20's,1,0.0064848686398403,0.0,1.5388438434289805e-05,5,COVER_G_BY,30.0,,,
>56_self-employed_80's,1,0.0099767209843698,0.0,5.302561890625647e-16,5,COVER_G_BY,30.0,,,
lawyer_20's,1,0.0131360159627535,0.0,0.0009206823961486,5,COVER_G_BY,30.0,,,
unemployed_30's,1,0.0157964748919188,0.0,0.0006599275525999,5,COVER_G_BY,30.0,,,
M_doctor-health care_20's,1,0.0179580977718656,0.0,0.0018002486106697,5,COVER_G_BY,30.0,,,
M_18-24_20's,1,0.0064848686398403,0.0,1.5388438434289805e-05,5,COVER_G_BN,30.0,,,
>56_self-employed_80's,1,0.0099767209843698,0.0,5.302561890625647e-16,5,COVER_G_BN,30.0,,,
lawyer_20's,1,0.0131360159627535,0.0,0.0009206823961486,5,COVER_G_BN,30.0,,,
unemployed_30's,1,0.0157964748919188,0.0,0.0006599275525999,5,COVER_G_BN,30.0,,,
M_doctor-health care_20's,1,0.0179580977718656,0.0,0.0018002486106697,5,COVER_G_BN,30.0,,,
M_18-24_20's,1,0.0064848686398403,0.0,1.5388438434289805e-05,5,COVER_𝛂_200,30.0,0.0218286394635547,1.9121020754960368e-05,0.0
>56_self-employed_80's,1,0.0099767209843698,0.0,5.302561890625647e-16,5,COVER_𝛂_200,30.0,0.0166715244816371,1.4030993284049029e-05,0.0
F_45-49_writer_Long_2000's,1,0.0109743930828067,0.0,3.2932833004839e-07,5,COVER_𝛂_200,30.0,0.0093064683275569,7.499881380719658e-06,0.0
F_18-24_K-12 student,1,0.0114732291320252,0.0,3.6170210951655312e-06,5,COVER_𝛂_200,30.0,0.0083160256555941,5.303216982401597e-06,0.0
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,TRAD_BY,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,TRAD_BY,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,-1,TRAD_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,-1,TRAD_BY,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,-1,TRAD_BY,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,-1,TRAD_BY,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,-1,TRAD_BY,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,-1,TRAD_BY,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,-1,TRAD_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,-1,TRAD_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,-1,TRAD_BY,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,-1,TRAD_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,-1,TRAD_BY,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,-1,TRAD_BY,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,-1,TRAD_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,-1,TRAD_BY,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,-1,TRAD_BY,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,-1,TRAD_BY,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,-1,TRAD_BY,40.0,,,
>56_artist_Long_2000's,1,0.0375789823744595,0.0,0.0015214322653226,-1,TRAD_BY,40.0,,,
F_25-34_tradesman-craftsman_90's,1,0.0379115397406052,0.0,0.0025241297068125,-1,TRAD_BY,40.0,,,
doctor-health care_Long_20's,1,0.0379115397406052,0.0,0.0025241297068125,-1,TRAD_BY,40.0,,,
M_unemployed_30's,1,0.0379115397406052,0.0,0.0025241297068125,-1,TRAD_BY,40.0,,,
18-24_technician-engineer_60's,1,0.0399068839374792,0.0,0.0035466004281163,-1,TRAD_BY,40.0,,,
18-24_technician-engineer_Long_60's,1,0.0399068839374792,0.0,0.0035466004281163,-1,TRAD_BY,40.0,,,
50-55_customer service_Long_2000's,1,0.0404057199866977,0.0,0.0049954123083075,-1,TRAD_BY,40.0,,,
F_>56_scientist_Long_90's,1,0.0407382773528433,0.0,0.0049954123083075,-1,TRAD_BY,40.0,,,
M_25-34_unemployed_Long_50's,1,0.0409045560359161,0.0,0.0059347090072011,-1,TRAD_BY,40.0,,,
M_doctor-health care_Long_20's,1,0.0409045560359161,0.0,0.0070560091474934,-1,TRAD_BY,40.0,,,
25-34_college-grad student_20's,1,0.0430661789158629,0.0,0.0070560091474934,-1,TRAD_BY,40.0,,,
M_18-24_customer service_2000's,1,0.0437312936481543,0.0,0.0099997809531047,-1,TRAD_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,TRAD_BN,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,TRAD_BN,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,-1,TRAD_BN,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,-1,TRAD_BN,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,-1,TRAD_BN,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,-1,TRAD_BN,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,-1,TRAD_BN,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,-1,TRAD_BN,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,-1,TRAD_BN,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,-1,TRAD_BN,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,-1,TRAD_BN,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,-1,TRAD_BN,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,-1,TRAD_BN,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,-1,TRAD_BN,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,-1,TRAD_BN,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,-1,TRAD_BN,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,-1,TRAD_BN,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,-1,TRAD_BN,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,-1,TRAD_BN,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,COVER_G_BY,40.0,,,
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,-1,COVER_G_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,-1,COVER_G_BY,40.0,,,
M_doctor-health care_30's,1,0.022447622214832,0.0,8.570090512692436e-07,-1,COVER_G_BY,40.0,,,
lawyer_20's,1,0.0256069171932158,0.0,0.0009206823961486,-1,COVER_G_BY,40.0,,,
unemployed_30's,1,0.0282673761223811,0.0,0.0006599275525999,-1,COVER_G_BY,40.0,,,
25-34_college-grad student_20's,1,0.0304289990023279,0.0,0.0070560091474934,-1,COVER_G_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0324243431992018,0.0,0.0003403570489574,-1,COVER_G_BY,40.0,,,
18-24_technician-engineer_60's,1,0.0344196873960758,0.0,0.0035466004281163,-1,COVER_G_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0360824742268041,0.0,0.0006599275525999,-1,COVER_G_BY,40.0,,,
F_18-24_writer_70's,1,0.0375789823744595,0.0,1.3095471396225747e-05,-1,COVER_G_BY,40.0,,,
doctor-health care_20's,1,0.0389092118390422,0.0,0.0004014523954241,-1,COVER_G_BY,40.0,,,
>56_artist_Long_2000's,1,0.040073162620552,0.0,0.0015214322653226,-1,COVER_G_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0409045560359161,0.0,0.0001270656140066,-1,COVER_G_BY,40.0,,,
M_18-24_customer service_2000's,1,0.0415696707682075,0.0,0.0099997809531047,-1,COVER_G_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.042068506817426,0.0,0.0001079069106852,-1,COVER_G_BY,40.0,,,
50-55_customer service_Long_2000's,1,0.0425673428666444,0.0,0.0049954123083075,-1,COVER_G_BY,40.0,,,
>56_self-employed_Long_50's,1,0.0428999002327901,0.0,1.8351047101281382e-05,-1,COVER_G_BY,40.0,,,
F_25-34_tradesman-craftsman_90's,1,0.0432324575989358,0.0,0.0025241297068125,-1,COVER_G_BY,40.0,,,
F_>56_scientist_Long_90's,1,0.0435650149650814,0.0,0.0049954123083075,-1,COVER_G_BY,40.0,,,
18-24_doctor-health care_50's,1,0.0438975723312271,0.0,0.0119214959381596,-1,COVER_G_BY,40.0,,,
M_25-34_unemployed_Long_50's,1,0.0440638510142999,0.0,0.0059347090072011,-1,COVER_G_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,COVER_G_BN,40.0,,,
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,-1,COVER_G_BN,40.0,,,
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,-1,COVER_G_BN,40.0,,,
M_doctor-health care_30's,1,0.022447622214832,0.0,8.570090512692436e-07,-1,COVER_G_BN,40.0,,,
lawyer_20's,1,0.0256069171932158,0.0,0.0009206823961486,-1,COVER_G_BN,40.0,,,
unemployed_30's,1,0.0282673761223811,0.0,0.0006599275525999,-1,COVER_G_BN,40.0,,,
M_>56_self-employed_Long_60's,1,0.030262720319255,0.0,0.0003403570489574,-1,COVER_G_BN,40.0,,,
F_50-55_executive-managerial_70's,1,0.0319255071499833,0.0,0.0006599275525999,-1,COVER_G_BN,40.0,,,
F_18-24_writer_70's,1,0.0334220152976388,0.0,1.3095471396225747e-05,-1,COVER_G_BN,40.0,,,
doctor-health care_20's,1,0.0347522447622214,0.0,0.0004014523954241,-1,COVER_G_BN,40.0,,,
F_18-24_customer service_Long_90's,1,0.0355836381775856,0.0,0.0001270656140066,-1,COVER_G_BN,40.0,,,
F_18-24_K-12 student_90's,1,0.0360824742268041,0.0,0.0001079069106852,-1,COVER_G_BN,40.0,,,
>56_self-employed_Long_50's,1,0.0364150315929497,0.0,1.8351047101281382e-05,-1,COVER_G_BN,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,-1,COVER_𝛂_200,40.0,0.0194306559887839,2.14326962665239e-05,0.0
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,-1,COVER_𝛂_200,40.0,0.0167967968904946,1.9121020754960368e-05,0.0
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,-1,COVER_𝛂_200,40.0,0.0110702060880635,1.4999762761439315e-05,0.0
M_doctor-health care_Long_30's,1,0.022447622214832,0.0,8.570090512692436e-07,-1,COVER_𝛂_200,40.0,0.0107258378030888,1.4683942912083163e-05,0.0
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,TRAD_BY,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,TRAD_BY,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,25,TRAD_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,25,TRAD_BY,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,25,TRAD_BY,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,25,TRAD_BY,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,25,TRAD_BY,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,25,TRAD_BY,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,25,TRAD_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,25,TRAD_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,25,TRAD_BY,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,25,TRAD_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,25,TRAD_BY,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,25,TRAD_BY,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,25,TRAD_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,25,TRAD_BY,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,25,TRAD_BY,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,25,TRAD_BY,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,25,TRAD_BY,40.0,,,
>56_artist_Long_2000's,1,0.0375789823744595,0.0,0.0015214322653226,25,TRAD_BY,40.0,,,
F_25-34_tradesman-craftsman_90's,1,0.0379115397406052,0.0,0.0025241297068125,25,TRAD_BY,40.0,,,
doctor-health care_Long_20's,1,0.0379115397406052,0.0,0.0025241297068125,25,TRAD_BY,40.0,,,
M_unemployed_30's,1,0.0379115397406052,0.0,0.0025241297068125,25,TRAD_BY,40.0,,,
18-24_technician-engineer_60's,1,0.0399068839374792,0.0,0.0035466004281163,25,TRAD_BY,40.0,,,
18-24_technician-engineer_Long_60's,1,0.0399068839374792,0.0,0.0035466004281163,25,TRAD_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,TRAD_BN,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,TRAD_BN,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,25,TRAD_BN,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,25,TRAD_BN,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,25,TRAD_BN,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,25,TRAD_BN,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,25,TRAD_BN,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,25,TRAD_BN,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,25,TRAD_BN,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,25,TRAD_BN,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,25,TRAD_BN,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,25,TRAD_BN,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,25,TRAD_BN,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,25,TRAD_BN,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,25,TRAD_BN,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,25,TRAD_BN,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,25,TRAD_BN,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,25,TRAD_BN,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,25,TRAD_BN,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,COVER_G_BY,40.0,,,
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,25,COVER_G_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,25,COVER_G_BY,40.0,,,
M_doctor-health care_30's,1,0.022447622214832,0.0,8.570090512692436e-07,25,COVER_G_BY,40.0,,,
lawyer_20's,1,0.0256069171932158,0.0,0.0009206823961486,25,COVER_G_BY,40.0,,,
unemployed_30's,1,0.0282673761223811,0.0,0.0006599275525999,25,COVER_G_BY,40.0,,,
25-34_college-grad student_20's,1,0.0304289990023279,0.0,0.0070560091474934,25,COVER_G_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0324243431992018,0.0,0.0003403570489574,25,COVER_G_BY,40.0,,,
18-24_technician-engineer_60's,1,0.0344196873960758,0.0,0.0035466004281163,25,COVER_G_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0360824742268041,0.0,0.0006599275525999,25,COVER_G_BY,40.0,,,
F_18-24_writer_70's,1,0.0375789823744595,0.0,1.3095471396225747e-05,25,COVER_G_BY,40.0,,,
doctor-health care_20's,1,0.0389092118390422,0.0,0.0004014523954241,25,COVER_G_BY,40.0,,,
>56_artist_Long_2000's,1,0.040073162620552,0.0,0.0015214322653226,25,COVER_G_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0409045560359161,0.0,0.0001270656140066,25,COVER_G_BY,40.0,,,
M_18-24_customer service_2000's,1,0.0415696707682075,0.0,0.0099997809531047,25,COVER_G_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.042068506817426,0.0,0.0001079069106852,25,COVER_G_BY,40.0,,,
50-55_customer service_Long_2000's,1,0.0425673428666444,0.0,0.0049954123083075,25,COVER_G_BY,40.0,,,
>56_self-employed_Long_50's,1,0.0428999002327901,0.0,1.8351047101281382e-05,25,COVER_G_BY,40.0,,,
F_25-34_tradesman-craftsman_90's,1,0.0432324575989358,0.0,0.0025241297068125,25,COVER_G_BY,40.0,,,
F_>56_scientist_Long_90's,1,0.0435650149650814,0.0,0.0049954123083075,25,COVER_G_BY,40.0,,,
18-24_doctor-health care_50's,1,0.0438975723312271,0.0,0.0119214959381596,25,COVER_G_BY,40.0,,,
M_25-34_unemployed_Long_50's,1,0.0440638510142999,0.0,0.0059347090072011,25,COVER_G_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,COVER_G_BN,40.0,,,
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,25,COVER_G_BN,40.0,,,
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,25,COVER_G_BN,40.0,,,
M_doctor-health care_30's,1,0.022447622214832,0.0,8.570090512692436e-07,25,COVER_G_BN,40.0,,,
lawyer_20's,1,0.0256069171932158,0.0,0.0009206823961486,25,COVER_G_BN,40.0,,,
unemployed_30's,1,0.0282673761223811,0.0,0.0006599275525999,25,COVER_G_BN,40.0,,,
M_>56_self-employed_Long_60's,1,0.030262720319255,0.0,0.0003403570489574,25,COVER_G_BN,40.0,,,
F_50-55_executive-managerial_70's,1,0.0319255071499833,0.0,0.0006599275525999,25,COVER_G_BN,40.0,,,
F_18-24_writer_70's,1,0.0334220152976388,0.0,1.3095471396225747e-05,25,COVER_G_BN,40.0,,,
doctor-health care_20's,1,0.0347522447622214,0.0,0.0004014523954241,25,COVER_G_BN,40.0,,,
F_18-24_customer service_Long_90's,1,0.0355836381775856,0.0,0.0001270656140066,25,COVER_G_BN,40.0,,,
F_18-24_K-12 student_90's,1,0.0360824742268041,0.0,0.0001079069106852,25,COVER_G_BN,40.0,,,
>56_self-employed_Long_50's,1,0.0364150315929497,0.0,1.8351047101281382e-05,25,COVER_G_BN,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,25,COVER_𝛂_200,40.0,0.0194306559887839,2.14326962665239e-05,0.0
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,25,COVER_𝛂_200,40.0,0.0167967968904946,1.9121020754960368e-05,0.0
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,25,COVER_𝛂_200,40.0,0.0110702060880635,1.4999762761439315e-05,0.0
M_doctor-health care_Long_30's,1,0.022447622214832,0.0,8.570090512692436e-07,25,COVER_𝛂_200,40.0,0.0107258378030888,1.4683942912083163e-05,0.0
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,TRAD_BY,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,TRAD_BY,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,20,TRAD_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,20,TRAD_BY,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,20,TRAD_BY,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,20,TRAD_BY,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,20,TRAD_BY,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,20,TRAD_BY,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,20,TRAD_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,20,TRAD_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,20,TRAD_BY,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,20,TRAD_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,20,TRAD_BY,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,20,TRAD_BY,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,20,TRAD_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,20,TRAD_BY,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,20,TRAD_BY,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,20,TRAD_BY,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,20,TRAD_BY,40.0,,,
>56_artist_Long_2000's,1,0.0375789823744595,0.0,0.0015214322653226,20,TRAD_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,TRAD_BN,40.0,,,
F_<18_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,TRAD_BN,40.0,,,
F_<18_K-12 student_Long_2000's,1,0.0081476554705686,0.0,1.589939176998122e-11,20,TRAD_BN,40.0,,,
35-44_artist_Long_2000's,1,0.0121383438643165,0.0,1.7430706686422954e-07,20,TRAD_BN,40.0,,,
M_doctor-health care_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,20,TRAD_BN,40.0,,,
M_doctor-health care_Long_30's,1,0.0161290322580645,0.0,8.570090512692436e-07,20,TRAD_BN,40.0,,,
F_18-24_writer_70's,1,0.0176255404057199,0.0,1.3095471396225747e-05,20,TRAD_BN,40.0,,,
M_18-24_20's,1,0.0239441303624875,0.0,1.5388438434289805e-05,20,TRAD_BN,40.0,,,
>56_self-employed_Long_50's,1,0.025440638510143,0.0,1.8351047101281382e-05,20,TRAD_BN,40.0,,,
F_18-24_K-12 student_90's,1,0.0259394745593614,0.0,0.0001079069106852,20,TRAD_BN,40.0,,,
F_18-24_customer service_Long_90's,1,0.0267708679747256,0.0,0.0001270656140066,20,TRAD_BN,40.0,,,
F_18-24_customer service_90's,1,0.0267708679747256,0.0,0.0001270656140066,20,TRAD_BN,40.0,,,
M_>56_self-employed_Long_60's,1,0.0276022613900897,0.0,0.0003403570489574,20,TRAD_BN,40.0,,,
M_>56_self-employed_60's,1,0.0276022613900897,0.0,0.0003403570489574,20,TRAD_BN,40.0,,,
doctor-health care_20's,1,0.0289324908546724,0.0,0.0004014523954241,20,TRAD_BN,40.0,,,
F_50-55_executive-managerial_70's,1,0.0305952776854007,0.0,0.0006599275525999,20,TRAD_BN,40.0,,,
unemployed_30's,1,0.033255736614566,0.0,0.0006599275525999,20,TRAD_BN,40.0,,,
M_18-24_Long_20's,1,0.033255736614566,0.0,0.0009206823961486,20,TRAD_BN,40.0,,,
lawyer_20's,1,0.0364150315929497,0.0,0.0009206823961486,20,TRAD_BN,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,COVER_G_BY,40.0,,,
M_18-24_20's,1,0.014632524110409,0.0,1.5388438434289805e-05,20,COVER_G_BY,40.0,,,
35-44_artist_Long_2000's,1,0.0186232125041569,0.0,1.7430706686422954e-07,20,COVER_G_BY,40.0,,,
M_doctor-health care_30's,1,0.022447622214832,0.0,8.570090512692436e-07,20,COVER_G_BY,40.0,,,
lawyer_20's,1,0.0256069171932158,0.0,0.0009206823961486,20,COVER_G_BY,40.0,,,
unemployed_30's,1,0.0282673761223811,0.0,0.0006599275525999,20,COVER_G_BY,40.0,,,
25-34_college-grad student_20's,1,0.0304289990023279,0.0,0.0070560091474934,20,COVER_G_BY,40.0,,,
M_>56_self-employed_Long_60's,1,0.0324243431992018,0.0,0.0003403570489574,20,COVER_G_BY,40.0,,,
18-24_technician-engineer_60's,1,0.0344196873960758,0.0,0.0035466004281163,20,COVER_G_BY,40.0,,,
F_50-55_executive-managerial_70's,1,0.0360824742268041,0.0,0.0006599275525999,20,COVER_G_BY,40.0,,,
F_18-24_writer_70's,1,0.0375789823744595,0.0,1.3095471396225747e-05,20,COVER_G_BY,40.0,,,
doctor-health care_20's,1,0.0389092118390422,0.0,0.0004014523954241,20,COVER_G_BY,40.0,,,
>56_artist_Long_2000's,1,0.040073162620552,0.0,0.0015214322653226,20,COVER_G_BY,40.0,,,
F_18-24_customer service_Long_90's,1,0.0409045560359161,0.0,0.0001270656140066,20,COVER_G_BY,40.0,,,
M_18-24_customer service_2000's,1,0.0415696707682075,0.0,0.0099997809531047,20,COVER_G_BY,40.0,,,
F_18-24_K-12 student_90's,1,0.042068506817426,0.0,0.0001079069106852,20,COVER_G_BY,40.0,,,
50-55_customer service_Long_2000's,1,0.0425673428666444,0.0,0.0049954123083075,20,COVER_G_BY,40.0,,,
>56_self-employed_Long_50's,1,0.0428999002327901,0.0,1.8351047101281382e-05,20,COVER_G_BY,40.0,,,
F_25-34_tradesman-craftsman_90's,1,0.0432324575989358,0.0,0.0025241297068125,20,COVER_G_BY,40.0,,,
F_>56_scientist_Long_90's,1,0.0435650149650814,0.0,0.0049954123083075,20,COVER_G_BY,40.0,,,
F_<18_Long_2000's,1,0.0081476554705686,0.0,3.177623101889522e-13,20,COVER_G_BN,40.0,,,
